,cell_name,total_mass,chr1_mass,cell_type
3700,arc_pair_332461,41.029027,14.548159,Monocytes
3702,arc_pair_536878,28.861474,7.209963,Monocytes
3725,arc_pair_264925,24.410840999999998,6.560475,Monocytes
3749,arc_pair_132490,377.080271,102.265787,Monocytes
3765,arc_pair_623005,68.57163,17.277574,NK cells
3777,arc_pair_86175,25.621495,8.730929,Monocytes
3779,arc_pair_604161,27.126464,10.356854,CD4+ T cells
3780,arc_pair_669902,58.911080999999996,15.57139,Monocytes
3781,arc_pair_70148,44.972993,11.420393,Monocytes
3790,arc_pair_313717,26.646077,6.986032,NK cells
3801,arc_pair_546982,51.934838,14.872598,Monocytes
3808,arc_pair_467144,45.284577999999996,16.109084,CD8+ T cells
3836,arc_pair_222685,90.568623,26.000087,NK cells
3844,arc_pair_546255,57.342506,16.179263,CD8+ T cells
3848,arc_pair_55314,42.229995,10.394483000000001,T cells
3849,arc_pair_578757,323.46142199999997,86.848735,CD8+ T cells
3857,arc_pair_435419,22.588362,8.694771,CD4+ T cells
3873,arc_pair_486413,83.24685600000001,24.253434,Monocytes
3886,arc_pair_431509,28.257676999999997,8.733176,Monocytes
3887,arc_pair_534469,91.798346,25.290663000000002,Monocytes
3913,arc_pair_371039,34.000165,9.755594,Monocytes
3922,arc_pair_696677,34.839287999999996,9.277554,NK cells
3923,arc_pair_503576,83.501183,24.179172,Monocytes
3925,arc_pair_226900,37.363408,10.928594,Monocytes
3931,arc_pair_276308,98.544069,42.613834999999995,Monocytes
3962,arc_pair_66065,37.486869,11.395615,Monocytes
3966,arc_pair_142069,29.490882000000003,9.167546999999999,NK cells
3973,arc_pair_459283,29.209137,7.9589300000000005,Monocytes
3978,arc_pair_86548,30.180148000000003,8.337917,B cells
3983,arc_pair_377769,34.366817000000005,11.084013,Monocytes
3987,arc_pair_461086,24.611586,6.336933,Monocytes
3994,arc_pair_463054,41.936346,11.239861999999999,NK cells
4000,arc_pair_88413,88.52432300000001,24.291441000000003,Monocytes
4002,arc_pair_551617,40.680897,9.856147,Progenitors
4008,arc_pair_358495,38.588133,7.67683,B cells
4014,arc_pair_628761,70.678218,20.470480000000002,Monocytes
4015,arc_pair_673462,28.580102,8.981642,Monocytes
4025,arc_pair_371153,26.852691000000004,8.631945000000002,Monocytes
4043,arc_pair_665109,239.697643,88.07783,CD8+ T cells
4059,arc_pair_453475,85.74838299999999,25.348322000000003,T cells
4064,arc_pair_78795,32.219471,10.395271999999999,Dendritic cells
4072,arc_pair_331937,26.053557,9.644103,Monocytes
4091,arc_pair_187019,30.193803000000003,7.212210000000001,Monocytes
4094,arc_pair_144468,41.78008,14.109646999999999,Dendritic cells
4096,arc_pair_508591,22.648653,8.219332000000001,NK cells
4103,arc_pair_276665,73.044779,19.107227,CD4+ T cells
4107,arc_pair_557703,73.763202,20.084184,Monocytes
4117,arc_pair_196872,261.747877,92.914123,Monocytes
4126,arc_pair_573749,75.75784999999999,19.822569,T cells
4133,arc_pair_339296,52.977228,15.62783,Monocytes
4134,arc_pair_427519,26.603192,6.805149,Monocytes
4155,arc_pair_118613,40.766504,11.539348,Dendritic cells
4157,arc_pair_473201,23.840556,6.354641,Monocytes
4162,arc_pair_303942,374.754905,109.45787100000001,T cells
4175,arc_pair_193670,26.357318,9.303516,T cells
4186,arc_pair_704555,85.203267,28.822824,NK cells
4188,arc_pair_546942,95.400924,31.294055999999998,Monocytes
4196,arc_pair_30903,46.142551999999995,13.514109999999999,T cells
4218,arc_pair_506464,24.546918,6.7260290000000005,Monocytes
4259,arc_pair_631484,26.979703999999998,7.688503000000001,Monocytes
4271,arc_pair_655028,35.020348,11.085221,Monocytes
4283,arc_pair_600064,56.503985,17.778814,Monocytes
4286,arc_pair_684034,27.166636,11.483418,Monocytes
4292,arc_pair_392116,29.217381000000003,7.463712000000001,Monocytes
4311,arc_pair_654005,38.004059999999996,9.843530999999999,NK cells
4312,arc_pair_236807,46.35506,11.447262,Monocytes
4314,arc_pair_302739,164.632589,40.363595000000004,Monocytes
4316,arc_pair_534702,35.81921,10.031673,Monocytes
4322,arc_pair_288100,27.743881000000002,11.545947,Monocytes
4325,arc_pair_130969,45.46879800000001,12.833105,CD4+ T cells
4335,arc_pair_692226,24.029201999999998,8.194562,NK cells
4340,arc_pair_151083,41.302721000000005,9.134215000000001,Monocytes
4341,arc_pair_211332,328.735928,88.860907,CD4+ T cells
4345,arc_pair_281264,31.892387000000003,8.02293,T cells
4357,arc_pair_488232,23.793893,5.722401,Monocytes
4380,arc_pair_159958,46.207278,12.265403,Monocytes
4383,arc_pair_160336,25.873064000000003,9.091545,Monocytes
4393,arc_pair_105689,26.161833,8.922448,NK cells
4411,arc_pair_493468,29.022267,8.956401,Monocytes
4416,arc_pair_402285,33.839907,9.21116,Monocytes
4426,arc_pair_74149,171.297356,44.683813,Dendritic cells
4433,arc_pair_155347,29.29121,7.916881,B cells
4460,arc_pair_162825,451.14740099999995,142.40024300000002,Monocytes
4479,arc_pair_585236,26.201452,11.997028,NK cells
4483,arc_pair_59230,48.326993,13.821571,Monocytes
4484,arc_pair_25812,60.883415,16.725202000000003,Monocytes
4495,arc_pair_370739,24.18878,6.34975,NK cells
4508,arc_pair_171,95.835426,28.409839,NK cells
4518,arc_pair_451063,60.360175000000005,17.231423,Monocytes
4520,arc_pair_130586,32.00913,7.875057,NK cells
4534,arc_pair_668193,25.082251,7.865063,Monocytes
4538,arc_pair_38492,54.26146,16.125545000000002,Monocytes
4546,arc_pair_132466,61.122616,17.696408,T cells
4547,arc_pair_391864,92.66904699999999,21.800633,NK cells
4565,arc_pair_391022,23.669143,6.849054,T cells
4567,arc_pair_90407,93.951908,25.679674,NK cells
4584,arc_pair_362323,37.131443,9.549573,Monocytes
4587,arc_pair_663878,23.35276,6.568562,Dendritic cells
4589,arc_pair_128712,47.248396,17.937535,Monocytes
4591,arc_pair_213047,24.716547,7.797916000000001,Monocytes
4608,arc_pair_294050,34.945616,9.872440000000001,Monocytes
4616,arc_pair_98060,23.635113999999998,8.107912,T cells
4626,arc_pair_378450,23.324170999999996,8.854277,NK cells
4629,arc_pair_249346,48.43790800000001,14.3128,Monocytes
4635,arc_pair_383731,75.495586,19.573006,NK cells
4639,arc_pair_211168,119.08197200000001,34.504263,NK cells
4645,arc_pair_411124,26.428055,7.580571000000001,Monocytes
4654,arc_pair_15991,31.193331,8.407505,CD4+ T cells
4670,arc_pair_613541,31.623509,9.727778,Monocytes
4685,arc_pair_605929,44.13479,16.265504,Monocytes
4686,arc_pair_697638,36.702241,8.551815999999999,Monocytes
4687,arc_pair_76115,25.898613,8.148488,Monocytes
4689,arc_pair_456006,38.048801,10.046483,Monocytes
4719,arc_pair_439360,111.916775,31.162402,Dendritic cells
4723,arc_pair_477833,46.991429999999994,13.701915,Monocytes
4735,arc_pair_492023,42.350398999999996,11.853845,Monocytes
4736,arc_pair_596181,263.70904399999995,80.251138,Monocytes
4777,arc_pair_383422,40.660967,13.895879,Monocytes
4791,arc_pair_548993,30.927571999999998,9.731629000000002,Dendritic cells
4795,arc_pair_237575,96.04963799999999,26.137315,Monocytes
4803,arc_pair_352717,103.003197,39.21856,CD4+ T cells
4808,arc_pair_518548,24.181705,6.971087000000001,Dendritic cells
4822,arc_pair_402509,34.395181,7.423686,Monocytes
4826,arc_pair_488052,53.433071999999996,22.115034,T cells
4828,arc_pair_371759,23.153296,5.354323,B cells
4838,arc_pair_497348,22.821991999999998,6.794259,Monocytes
4852,arc_pair_294744,63.584858,14.830062999999999,B cells
4858,arc_pair_390520,395.05518000000006,79.697,T cells
4859,arc_pair_82729,40.890602,12.421372,B cells
4888,arc_pair_630759,44.61211,12.267515,Monocytes
4895,arc_pair_295790,25.051008000000003,6.658027000000001,CD4+ T cells
4912,arc_pair_224318,26.391303999999998,9.181296,Monocytes
4916,arc_pair_403498,105.430762,34.377652999999995,CD8+ T cells
4924,arc_pair_38778,49.069007000000006,13.666566,Monocytes
4927,arc_pair_448976,25.170857,7.087503,Monocytes
4934,arc_pair_684079,23.837179,6.5476399999999995,Monocytes
4935,arc_pair_269621,37.90157,12.617097,Monocytes
4937,arc_pair_378352,24.096638,5.197407,T cells
4941,arc_pair_664503,40.341346,13.346339,Monocytes
4953,arc_pair_360109,49.702335,15.523380999999999,Monocytes
4963,arc_pair_607538,29.880494,8.905801,CD8+ T cells
4987,arc_pair_99061,30.162057,8.289137,Monocytes
4991,arc_pair_640725,37.641649,10.866732,Monocytes
5028,arc_pair_242032,28.005258,11.669596000000002,T cells
5041,arc_pair_28407,56.143488,17.110177,Dendritic cells
5047,arc_pair_169858,171.74998100000002,41.60783000000001,Monocytes
5052,arc_pair_734584,26.789549,7.3056719999999995,Dendritic cells
5057,arc_pair_139250,26.255983,8.008106999999999,Monocytes
5067,arc_pair_55072,250.187309,125.65114,CD4+ T cells
5077,arc_pair_548253,39.808358999999996,11.039828,Dendritic cells
5101,arc_pair_162890,82.896263,24.951924,Monocytes
5105,arc_pair_17190,67.961837,16.09488,NK cells
5106,arc_pair_319640,53.37688800000001,23.418962999999998,T cells
5114,arc_pair_325056,27.792184000000002,7.738706,CD4+ T cells
5116,arc_pair_593091,26.647074999999997,6.482602999999999,Dendritic cells
5148,arc_pair_456586,31.270309000000005,9.144847000000002,Monocytes
5160,arc_pair_560386,27.786044,8.230437,Monocytes
5173,arc_pair_275496,344.690205,83.628112,Monocytes
5193,arc_pair_426542,40.308312,12.763594,Monocytes
5220,arc_pair_119865,26.676141,7.40016,Monocytes
5221,arc_pair_258096,24.551497,10.627702,CD4+ T cells
5229,arc_pair_153725,109.61272500000001,30.495458999999997,Monocytes
5230,arc_pair_166191,44.76090000000001,12.237511999999999,Monocytes
5245,arc_pair_732915,431.85534600000005,157.914468,T cells
5246,arc_pair_693085,29.960212000000002,7.964513999999999,Monocytes
5250,arc_pair_248215,57.382915,16.822452,T cells
5252,arc_pair_661346,56.79954600000001,13.957965999999999,Monocytes
5255,arc_pair_377264,536.7352199999999,176.986521,T cells
5263,arc_pair_577382,25.459034000000003,7.632425,NK cells
5268,arc_pair_567228,60.418327,16.705621999999998,Monocytes
5274,arc_pair_419942,30.462381999999998,9.173559000000001,NK cells
5277,arc_pair_293043,31.381441000000002,9.23237,Monocytes
5289,arc_pair_608137,24.169690000000003,6.4068249999999995,Monocytes
5296,arc_pair_329673,36.667468,11.635104,Monocytes
5313,arc_pair_695595,39.283221,12.862135000000002,Monocytes
5320,arc_pair_204516,26.59588,5.543791,CD4+ T cells
5329,arc_pair_167128,36.603102,10.534215,NK cells
5331,arc_pair_103639,61.658652,16.18179,NK cells
5332,arc_pair_408129,43.76967,11.770346,Monocytes
5339,arc_pair_419738,42.44518000000001,12.264769999999999,NK cells
5341,arc_pair_26927,30.675909,8.130276,Monocytes
5361,arc_pair_431090,161.409196,63.694997,Monocytes
5375,arc_pair_73603,23.262396,7.710280000000001,Monocytes
5399,arc_pair_584693,74.455798,19.19737,T cells
5408,arc_pair_582747,54.48399,15.204040999999998,Dendritic cells
5422,arc_pair_424284,30.305797000000002,7.329886999999999,Dendritic cells
5424,arc_pair_675016,25.710529,5.467681000000001,T cells
5430,arc_pair_58545,52.866601,11.719564000000002,CD4+ T cells
5445,arc_pair_566053,37.319213999999995,10.229918,Dendritic cells
5457,arc_pair_680369,31.87577,8.786373000000001,Dendritic cells
5464,arc_pair_370061,33.579724999999996,9.300049000000001,Monocytes
5467,arc_pair_469705,44.390567000000004,11.986405999999999,Monocytes
5494,arc_pair_582213,55.929827,15.679109,Monocytes
5497,arc_pair_458234,25.927198000000004,10.807416,Monocytes
5499,arc_pair_497373,36.205364,10.00875,Monocytes
5501,arc_pair_129381,30.040786,9.390239999999999,NK cells
5511,arc_pair_576842,33.279261,10.116634999999999,Monocytes
5521,arc_pair_152620,67.426703,18.842215,Monocytes
5527,arc_pair_215673,45.572491,15.95072,Dendritic cells
5530,arc_pair_144629,24.962666,6.351306999999999,T cells
5535,arc_pair_297718,25.650582,10.341557000000002,T cells
5566,arc_pair_151217,42.291627000000005,11.018845,Monocytes
5571,arc_pair_456877,22.588479,5.403973000000001,B cells
5574,arc_pair_106773,48.323363,12.713834,Monocytes
5587,arc_pair_48973,419.05315300000007,145.088332,Monocytes
5590,arc_pair_405453,28.392834999999998,7.6297999999999995,Monocytes
5596,arc_pair_471895,31.582898999999998,8.258948,Monocytes
5599,arc_pair_366068,27.574839,7.178542,Monocytes
5634,arc_pair_588517,39.001778,10.427866,Monocytes
5650,arc_pair_601320,32.664001999999996,11.676061,Monocytes
5662,arc_pair_200430,63.002961,15.549539,Monocytes
5668,arc_pair_374805,23.151045000000003,5.133931,Dendritic cells
5677,arc_pair_191267,39.049481,11.537066,Monocytes
5678,arc_pair_693031,37.914405,11.201871,NK cells
5679,arc_pair_639076,33.084198,9.382301,Monocytes
5684,arc_pair_52083,23.18685,6.268754999999999,Monocytes
5686,arc_pair_119428,32.857399,11.285733,Monocytes
5703,arc_pair_72120,202.92061499999997,60.72256,T cells
5722,arc_pair_225729,29.172636,8.106232,CD4+ T cells
5735,arc_pair_298044,57.425045,16.822971000000003,Monocytes
5762,arc_pair_42191,27.338540999999996,7.645272,B cells
5767,arc_pair_234641,112.621982,35.012863,CD4+ T cells
5778,arc_pair_429697,23.869855,5.889868,Monocytes
5789,arc_pair_71059,35.323893,10.428902,Monocytes
5790,arc_pair_263132,28.124232,11.155052,Monocytes
5799,arc_pair_331023,47.933895,16.380746000000002,Monocytes
5811,arc_pair_731134,24.127515000000002,8.465474,NK cells
5812,arc_pair_171273,256.30089499999997,95.907595,T cells
5820,arc_pair_160527,76.152518,25.257285,Monocytes
5833,arc_pair_430265,23.006603,5.982411,Monocytes
5836,arc_pair_537416,33.475853,10.793794,Monocytes
5845,arc_pair_493687,23.697918,7.282399,Monocytes
5848,arc_pair_449038,377.26455699999997,104.90362499999999,Monocytes
5866,arc_pair_621082,50.659791,14.128413000000002,CD4+ T cells
5877,arc_pair_679185,64.751008,17.364718,T cells
5879,arc_pair_541156,49.232848,15.051788,Monocytes
5881,arc_pair_666620,28.108709,7.177786,NK cells
5886,arc_pair_35983,31.252463,9.780444,Monocytes
5896,arc_pair_240193,56.580614999999995,19.829028,CD4+ T cells
5901,arc_pair_641046,69.780475,19.720599,NK cells
5907,arc_pair_40600,30.066172,8.322545999999999,T cells
5914,arc_pair_546810,47.137098,17.821884999999998,T cells
5928,arc_pair_688755,30.791317999999997,8.757752,Monocytes
5932,arc_pair_534369,40.754262999999995,10.991821,CD4+ T cells
5936,arc_pair_13327,31.184783000000003,8.533401,Monocytes
5945,arc_pair_502172,22.561051,4.861325,CD8+ T cells
5951,arc_pair_352665,23.021913,6.896520000000001,Monocytes
5952,arc_pair_562270,51.647344,16.896660999999998,T cells
5965,arc_pair_364242,28.559715,8.932535,Monocytes
5970,arc_pair_522878,39.665262,10.972233,Monocytes
5973,arc_pair_22568,46.529415,11.824104,Monocytes
5978,arc_pair_668043,22.638289,9.783377000000002,T cells
5987,arc_pair_311895,41.235209,10.683575999999999,Monocytes
5992,arc_pair_134803,335.38802599999997,86.542214,T cells
5999,arc_pair_649821,38.330572000000004,11.339756999999999,Monocytes
6008,arc_pair_555912,35.979754,10.592500999999999,Monocytes
6012,arc_pair_621305,48.918384,14.297462,Monocytes
6029,arc_pair_307419,29.664959,7.666382,B cells
6047,arc_pair_673311,36.377827,10.866166,Dendritic cells
6070,arc_pair_330855,95.867512,28.837414,Monocytes
6080,arc_pair_9561,67.226526,18.372075,Monocytes
6083,arc_pair_448819,43.996818,15.232559,Monocytes
6096,arc_pair_112081,28.340865,8.981024,Dendritic cells
6103,arc_pair_33325,35.563148,11.289401000000002,Monocytes
6109,arc_pair_52289,23.240352,8.640344,NK cells
6112,arc_pair_71443,33.493005999999994,9.056742,CD4+ T cells
6126,arc_pair_116754,58.12435800000001,18.261365,B cells
6128,arc_pair_431982,24.272533,7.596743,CD8+ T cells
6129,arc_pair_298649,296.739107,91.347175,Monocytes
6130,arc_pair_545108,23.474582,8.778193,Monocytes
6133,arc_pair_601700,96.60188600000001,38.558554,Monocytes
6150,arc_pair_719117,405.31949499999996,102.128645,Monocytes
6151,arc_pair_313724,23.861485,5.331968,B cells
6152,arc_pair_505653,30.141920999999996,9.550667,Monocytes
6155,arc_pair_664180,31.258454999999998,8.516882,Monocytes
6180,arc_pair_298825,52.967883,15.662361,NK cells
6191,arc_pair_15714,34.915710000000004,10.732557,T cells
6193,arc_pair_303227,77.06433200000001,22.144167000000003,T cells
6196,arc_pair_409011,38.640016,12.382413,Monocytes
6201,arc_pair_305609,34.021276,8.486432,NK cells
6209,arc_pair_632563,46.192758,13.269262,T cells
6211,arc_pair_145635,28.168943,7.899901999999999,Monocytes
6213,arc_pair_450838,25.144500999999998,7.554053999999999,Monocytes
6214,arc_pair_197140,46.651206,12.993863,Monocytes
6218,arc_pair_724385,113.21732200000001,26.885453,T cells
6225,arc_pair_409154,27.375014,8.167038999999999,Monocytes
6228,arc_pair_534636,38.530038000000005,12.561765000000001,B cells
6235,arc_pair_132026,28.918927,7.751449000000001,NK cells
6244,arc_pair_451842,35.581359,10.299928999999999,Monocytes
6268,arc_pair_646730,86.03234,23.114583000000003,Monocytes
6281,arc_pair_300149,24.749437,7.919525,Monocytes
6283,arc_pair_610916,380.459704,112.358118,T cells
6292,arc_pair_615903,62.027641,18.963109000000003,Monocytes
6298,arc_pair_460667,64.519779,17.104751,Monocytes
6300,arc_pair_409314,24.734809,6.43861,CD4+ T cells
6302,arc_pair_627464,52.64797,11.227912,Monocytes
6303,arc_pair_73852,27.277175000000003,8.018054,Monocytes
6309,arc_pair_325155,33.368673,9.110086,T cells
6325,arc_pair_258584,54.08791699999999,17.809971,Monocytes
6327,arc_pair_566717,31.439405,8.659421,Monocytes
6348,arc_pair_210745,475.050674,161.683592,T cells
6358,arc_pair_650918,25.575244,8.99504,CD8+ T cells
6360,arc_pair_432013,26.714986,6.443283000000001,CD8+ T cells
6366,arc_pair_570552,549.8388460000001,183.69732000000002,T cells
6367,arc_pair_595504,34.731451,8.515825,Monocytes
6371,arc_pair_302621,23.459175000000002,5.807791,Monocytes
6392,arc_pair_227877,46.82385000000001,14.611608,CD4+ T cells
6395,arc_pair_379416,28.432719000000002,9.033114000000001,T cells
6399,arc_pair_104211,31.652352,9.412026999999998,Monocytes
6406,arc_pair_128391,49.13981,13.051784000000001,NK cells
6413,arc_pair_278470,57.355397,15.752171,Monocytes
6414,arc_pair_426729,30.390271,7.487851999999999,Monocytes
6422,arc_pair_453845,55.399979,15.094483,Monocytes
6428,arc_pair_401270,355.348502,94.502902,Monocytes
6431,arc_pair_312637,230.09786599999998,82.855643,NK cells
6433,arc_pair_29303,27.826977,9.552809,CD4+ T cells
6434,arc_pair_292950,28.207777,6.206894,Monocytes
6440,arc_pair_356590,61.642894,17.605627000000002,Monocytes
6453,arc_pair_634120,27.107367000000004,9.597716,Monocytes
6467,arc_pair_37872,464.892296,142.418851,CD4+ T cells
6468,arc_pair_416223,36.165306,13.950804000000002,Monocytes
6476,arc_pair_69771,40.839932000000005,15.090749000000002,T cells
6479,arc_pair_176753,100.818528,26.865557,Monocytes
6489,arc_pair_251475,23.873166,6.3695319999999995,Monocytes
6495,arc_pair_335456,34.842394999999996,9.451679,Monocytes
6498,arc_pair_517838,37.659446,11.041405999999998,B cells
6511,arc_pair_443404,61.552572,16.653205,Monocytes
6522,arc_pair_565087,115.412172,28.905869,T cells
6524,arc_pair_91904,25.614198000000002,9.894905,NK cells
6532,arc_pair_111814,28.478932000000004,8.756409999999999,Monocytes
6540,arc_pair_195901,56.936727,16.935419,NK cells
6544,arc_pair_423993,31.006226,9.398678,Monocytes
6549,arc_pair_49390,321.645158,89.91905499999999,T cells
6580,arc_pair_327559,32.771715,12.884657,NK cells
6582,arc_pair_537903,22.979352,5.634124999999999,NK cells
6606,arc_pair_271260,137.49578599999998,42.042663,CD8+ T cells
6608,arc_pair_134783,38.673891,10.556446999999999,CD4+ T cells
6646,arc_pair_282024,25.175351000000003,7.4129760000000005,Monocytes
6659,arc_pair_166773,27.668874,7.408983999999999,Dendritic cells
6661,arc_pair_34403,25.907048,6.146336,B cells
6663,arc_pair_210909,46.234474000000006,12.875361,T cells
6664,arc_pair_253468,39.993015,11.177666,Monocytes
6668,arc_pair_282862,22.763572,7.097082,Monocytes
6675,arc_pair_332649,41.525116,14.676758,CD4+ T cells
6681,arc_pair_477751,22.369691,6.144136,T cells
6686,arc_pair_596076,64.439622,16.971705,Monocytes
6691,arc_pair_156853,64.341323,16.286732999999998,T cells
6698,arc_pair_233510,53.202406,15.41626,T cells
6701,arc_pair_155269,287.445314,77.249821,T cells
6704,arc_pair_509390,130.257167,34.810999,CD4+ T cells
6710,arc_pair_450834,295.860892,80.083377,T cells
6714,arc_pair_400729,61.7843,18.892450000000004,B cells
6722,arc_pair_185608,29.254704999999998,7.1194749999999996,Monocytes
6723,arc_pair_262636,86.329155,24.351692,Monocytes
6725,arc_pair_712038,22.446635999999998,5.561712,T cells
6728,arc_pair_463084,34.316802,11.937384000000002,NK cells
6740,arc_pair_40754,133.170492,33.042618,CD4+ T cells
6742,arc_pair_579704,23.162807,10.549999,Monocytes
6745,arc_pair_293766,179.525369,48.259929,CD4+ T cells
6746,arc_pair_398835,28.386994,7.3708290000000005,Monocytes
6750,arc_pair_115135,24.126472,5.672435,Monocytes
6764,arc_pair_90677,26.910625000000003,7.830575,Monocytes
6767,arc_pair_81066,47.67066199999999,15.151429,Monocytes
6773,arc_pair_623000,96.766682,23.854413,CD8+ T cells
6781,arc_pair_130914,41.037504,11.701518,Monocytes
6787,arc_pair_702829,37.288627000000005,11.341305,Monocytes
6801,arc_pair_456688,107.06171400000002,29.507644,CD4+ T cells
6803,arc_pair_183123,51.988973,14.676436,Dendritic cells
6816,arc_pair_435918,46.153248000000005,13.270325,NK cells
6824,arc_pair_278581,88.393784,23.559098,Monocytes
6844,arc_pair_238059,29.374082,9.065205,Monocytes
6871,arc_pair_461754,176.62834600000002,50.716570000000004,NK cells
6886,arc_pair_576170,28.252581,6.997316,T cells
6887,arc_pair_174373,60.80001,19.310533,Monocytes
6892,arc_pair_151178,29.767371999999998,8.55889,Monocytes
6895,arc_pair_513135,57.41837,13.714878,Monocytes
6907,arc_pair_604963,22.995066,6.4621390000000005,CD4+ T cells
6910,arc_pair_537305,23.835133000000003,7.113284,Dendritic cells
6920,arc_pair_256884,31.436734,7.701209,T cells
6926,arc_pair_575930,422.95787199999995,94.143968,NK cells
6931,arc_pair_670264,80.13596999999999,17.548247,NK cells
6950,arc_pair_154679,35.058767,9.085938,NK cells
6968,arc_pair_360504,283.973883,81.27977100000001,Monocytes
6981,arc_pair_39421,30.371029,8.043711,Dendritic cells
6995,arc_pair_525380,64.709701,24.590865,Monocytes
7013,arc_pair_11331,35.377945999999994,9.681173,Monocytes
7017,arc_pair_720036,26.010661000000002,10.198029,T cells
7029,arc_pair_333976,57.878478,17.296023,Monocytes
7040,arc_pair_22903,24.275357,5.570949000000001,Monocytes
7054,arc_pair_47946,30.616862000000005,7.577279,Monocytes
7055,arc_pair_242311,41.806306000000006,13.252519,Monocytes
7095,arc_pair_581049,34.290464,11.557794,CD4+ T cells
7100,arc_pair_190466,397.455702,102.593167,Monocytes
7103,arc_pair_717256,34.683625,9.396398,Monocytes
7107,arc_pair_218505,38.656555,10.952442999999999,NK cells
7119,arc_pair_685376,29.038100999999997,8.931375000000001,Monocytes
7130,arc_pair_412797,25.463684999999998,7.449386,NK cells
7134,arc_pair_169385,31.002653,7.869086000000001,Monocytes
7162,arc_pair_543680,26.926968000000002,7.715313999999999,CD8+ T cells
7163,arc_pair_165426,53.742758,12.168503000000001,NK cells
7168,arc_pair_89302,39.692556999999994,11.734354000000002,Progenitors
7174,arc_pair_154681,25.320737,7.476521,Monocytes
7177,arc_pair_527938,27.375881,7.0855820000000005,Monocytes
7202,arc_pair_155356,59.217997000000004,15.377625,Monocytes
7223,arc_pair_353361,148.570919,41.917208,CD4+ T cells
7227,arc_pair_94567,24.409474,7.915325000000001,Dendritic cells
7228,arc_pair_687920,24.485971,6.926146999999999,Monocytes
7231,arc_pair_697189,48.582021,15.786975000000002,NK cells
7232,arc_pair_430832,38.543578,12.835685999999999,Monocytes
7235,arc_pair_279057,23.058013,6.261183999999999,Dendritic cells
7238,arc_pair_628266,24.907809,6.125167,NK cells
7244,arc_pair_710182,72.587654,21.993974,NK cells
7247,arc_pair_464015,23.083749,5.923438,Monocytes
7258,arc_pair_579545,128.81426599999998,33.909053,NK cells
7260,arc_pair_674772,35.957684,10.252131000000002,Neutrophils
7290,arc_pair_457077,24.967945,6.8344130000000005,CD4+ T cells
7297,arc_pair_467091,86.508307,26.624333,Monocytes
7314,arc_pair_676221,26.097416,9.376279,T cells
7327,arc_pair_135078,34.200715,9.110147,T cells
7333,arc_pair_489408,32.39457,9.225048000000001,Monocytes
7344,arc_pair_375044,35.874994,15.252405,B cells
7346,arc_pair_674359,36.782985,11.423770000000001,Dendritic cells
7361,arc_pair_167899,29.320798,7.411107000000001,T cells
7365,arc_pair_49574,26.76137,7.425719000000001,Dendritic cells
7372,arc_pair_82020,26.881151999999997,9.889766,Dendritic cells
7374,arc_pair_442367,41.051471,10.263587000000001,Monocytes
7378,arc_pair_114908,42.571467,18.961548999999998,Monocytes
7382,arc_pair_306751,39.944637,11.597973,Monocytes
7386,arc_pair_353434,74.092756,23.227467,T cells
7391,arc_pair_200764,36.922795,10.211442,T cells
7392,arc_pair_353064,31.197452,7.770716,T cells
7404,arc_pair_241784,30.340005,9.664449000000001,B cells
7405,arc_pair_210621,22.475355999999998,6.358016000000001,Monocytes
7417,arc_pair_702740,35.668159,11.092648,Monocytes
7422,arc_pair_424277,23.184343000000005,5.018318,Dendritic cells
7434,arc_pair_619852,97.234555,31.051623000000003,CD4+ T cells
7440,arc_pair_217721,31.878512999999998,8.205262,Monocytes
7442,arc_pair_216833,145.585597,38.552658,T cells
7451,arc_pair_484914,26.879061,6.730933,CD8+ T cells
7473,arc_pair_492710,62.258486999999995,18.322158,Dendritic cells
7477,arc_pair_469308,28.765385000000002,7.529546,Dendritic cells
7484,arc_pair_7525,23.928248,8.00239,Monocytes
7492,arc_pair_47194,104.807678,25.926962000000003,CD4+ T cells
7499,arc_pair_695423,33.107209999999995,9.472145,Monocytes
7503,arc_pair_219292,30.143493999999997,9.265019000000002,Monocytes
7504,arc_pair_305583,46.265677999999994,17.786955,Monocytes
7508,arc_pair_297765,55.570192,14.244693999999999,Neutrophils
7510,arc_pair_36192,24.533468000000003,7.03184,Monocytes
7521,arc_pair_505936,34.033096,11.459719,Monocytes
7528,arc_pair_545502,91.029519,25.937145,Dendritic cells
7540,arc_pair_134690,27.43237,8.071753000000001,NK cells
7541,arc_pair_51693,37.043391,12.321362,Monocytes
7544,arc_pair_43704,28.108488,8.701481999999999,Monocytes
7547,arc_pair_200660,23.486487999999998,7.831904,Monocytes
7555,arc_pair_217428,31.185714,10.053773,Monocytes
7561,arc_pair_89066,306.772253,69.958035,CD4+ T cells
7575,arc_pair_178035,530.6003049999999,168.780917,CD4+ T cells
7578,arc_pair_390136,29.851765999999998,7.747394,Monocytes
7586,arc_pair_331414,25.823672000000002,7.701034,Monocytes
7587,arc_pair_410088,23.192374,6.754103000000001,Monocytes
7595,arc_pair_313135,369.478683,117.469853,Monocytes
7628,arc_pair_447692,54.884467,18.50997,Monocytes
7630,arc_pair_300172,27.765515999999998,8.607737,T cells
7645,arc_pair_163784,37.485141999999996,9.952936000000001,Monocytes
7647,arc_pair_336806,29.195746999999997,8.27025,NK cells
7648,arc_pair_86281,25.894687,11.522883,Monocytes
