,arc_pair_48468,arc_pair_337111,arc_pair_542791,arc_pair_313438,arc_pair_624573,arc_pair_144158,arc_pair_720681,arc_pair_588558,arc_pair_450035,arc_pair_384979,arc_pair_131562,arc_pair_119264,arc_pair_16513,arc_pair_641885,arc_pair_703887,arc_pair_22407,arc_pair_89302,arc_pair_149569
arc_pair_48468,0.0,0.2722419238408541,0.5218445231003649,0.30494897290362943,0.3675618775429913,0.28882329319487565,0.172098990794534,0.30151620673015567,0.15499244658097056,0.21283411446550327,0.22055625467035095,0.34443992387684685,0.38127350782340774,0.4684387648749759,0.3764308224771942,0.22763801116192156,0.23320551112767623,0.34627574351818313
arc_pair_337111,0.2722419238408541,0.0,0.5180949764406749,0.45293672562117093,0.29020808956712607,0.18710052010015926,0.3096651912267465,0.11989743935272759,0.1706487397699467,0.18414001624053805,0.4184290073717356,0.27711977902690055,0.16248741067309275,0.3857589760348499,0.34388671339364807,0.21319849210254344,0.33906154643976305,0.26272619037551165
arc_pair_542791,0.5218445231003649,0.5180949764406749,0.0,0.22397157604132822,0.9495682369816727,0.7109894942636704,0.9031091918599476,0.5432488586636697,0.3454003175893021,0.5188798721169613,0.7277800405051602,0.8563202133763861,0.4978891380840127,1.0257576530974215,0.9282802705457729,0.566602446063099,0.2597922038223791,0.8195173953195524
arc_pair_313438,0.30494897290362943,0.45293672562117093,0.22397157604132822,0.0,0.8175869724295048,0.6542404114917162,0.6647857853516528,0.5204224215336403,0.278907222098898,0.4602683277157241,0.4426736053362906,0.7624003437170402,0.5102372976650587,0.8301090839973735,0.7558985385760504,0.4719304402104282,0.14221026224104072,0.7108620462906278
arc_pair_624573,0.3675618775429913,0.29020808956712607,0.9495682369816727,0.8175869724295048,0.0,0.08445015709614867,0.17311698788506186,0.25630365800885807,0.3161881065691907,0.1497439747165412,0.38291704646284774,0.07260052840284735,0.3936906459718541,0.22352473910080228,0.17525452278424053,0.23138235135686408,0.5828054517970054,0.11459303387977754
arc_pair_144158,0.28882329319487565,0.18710052010015926,0.7109894942636704,0.6542404114917162,0.08445015709614867,0.0,0.1749214065971229,0.16196813393058282,0.20371469216433558,0.08760043316489294,0.34730909444430447,0.12943211187214504,0.28176261688707316,0.2656095661441032,0.2086158972111693,0.19117449854636168,0.4208807859304112,0.12611464208631132
arc_pair_720681,0.172098990794534,0.3096651912267465,0.9031091918599476,0.6647857853516528,0.17311698788506186,0.1749214065971229,0.0,0.2969776617971377,0.25473153319540315,0.21250956198728752,0.32181579892729495,0.21282308835690794,0.4287537214712265,0.3243592169363858,0.23724974409460747,0.2509421073200522,0.4689905981543022,0.21759273053915362
arc_pair_588558,0.30151620673015567,0.11989743935272759,0.5432488586636697,0.5204224215336403,0.25630365800885807,0.16196813393058282,0.2969776617971377,0.0,0.13953097618266108,0.14448769329628136,0.3973730118209178,0.267924039588427,0.17955788979759124,0.4002186364885331,0.3239682193821033,0.21246036862083795,0.3684935809978386,0.2298755544174182
arc_pair_450035,0.15499244658097056,0.1706487397699467,0.3454003175893021,0.278907222098898,0.3161881065691907,0.20371469216433558,0.25473153319540315,0.13953097618266108,0.0,0.1173353266013897,0.33141920390228363,0.2893195031085547,0.17153815424136326,0.4442446898545629,0.3475669724696695,0.171714320849505,0.19146302512381352,0.27463359747438554
arc_pair_384979,0.21283411446550327,0.18414001624053805,0.5188798721169613,0.4602683277157241,0.1497439747165412,0.08760043316489294,0.21250956198728752,0.14448769329628136,0.1173353266013897,0.0,0.34258771606682475,0.1595456397910145,0.21023819234289087,0.3162818580465532,0.2632026645641131,0.15502165713922994,0.2757167276184332,0.131995319232641
arc_pair_131562,0.22055625467035095,0.4184290073717356,0.7277800405051602,0.4426736053362906,0.38291704646284774,0.34730909444430447,0.32181579892729495,0.3973730118209178,0.33141920390228363,0.34258771606682475,0.0,0.42745345302968873,0.551919809911269,0.46908016768564437,0.4090318209389928,0.29705911714366184,0.35965976213345024,0.42487594261082345
arc_pair_119264,0.34443992387684685,0.27711977902690055,0.8563202133763861,0.7624003437170402,0.07260052840284735,0.12943211187214504,0.21282308835690794,0.267924039588427,0.2893195031085547,0.1595456397910145,0.42745345302968873,0.0,0.360196149328208,0.2877103647863017,0.20577544255705257,0.23575874304268135,0.5256631670958912,0.1659057645902147
arc_pair_16513,0.38127350782340774,0.16248741067309275,0.4978891380840127,0.5102372976650587,0.3936906459718541,0.28176261688707316,0.4287537214712265,0.17955788979759124,0.17153815424136326,0.21023819234289087,0.551919809911269,0.360196149328208,0.0,0.49478183930544306,0.4278572519720374,0.2560595613909176,0.3935806684906622,0.3788841285612628
