,8,4,2,1
95,14.793031417008024,15.70068158399954,20.778775041006156,41.92633233299421
90,15.711244915990392,18.441388540988555,40.85815458300931,186.12844287500775
75,18.11060462500609,42.90224424999906,226.84756329200172,1964.977888834008
0,32.44854645799205,380.4344072079985,,
50,30.996995374996914,126.45116208400576,1334.5152913329948,
