,8,4,2,1
95,6.977388874976896,8.819435917015653,28.787737833015857,498.7478560419986
90,8.24132304097293,18.164741249987856,113.4559666250134,2689.916863582999
75,13.338605375000045,47.27533545898041,1065.0937764160044,
50,18.278416749992175,206.24580320800305,4340.482524958003,
0,8.963384915987263,19.29908675001934,237.62934391701128,
