,"1 Mb, top=750"
0.001,3.5066500419998192
0.01,1.5531253749995813
0.1,33.08014791700043
1.0,215.71485904200017
10.0,227.72052350000013
100.0,224.73800549999945
1000.0,275.59328845799973
