,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,1.0258137329538815,1.2390163121416617,0.9635834161228551,0.5047308292682446,0.9334177074783137,1.0027458640442362,1.0327819665851612,0.8256551531543279,0.9215616107106412,0.9675889851189984,0.6254476575693141
cell79_HeLa_,1.0258137329538815,0.0,1.426093355629658,1.0974247737222949,0.9757323220293288,1.281118179490747,1.0534307347549658,1.2720418839629875,1.0757940784209041,1.0877581688938847,1.2159009980202717,0.8511376701661756
cell496_HAP1_,1.2390163121416617,1.426093355629658,0.0,1.2404781588434683,1.0122760960001644,1.1587001728349025,1.3253392783924722,1.2986394615666539,1.218574131432947,1.1034532842830287,1.2078445479077762,1.117321485110092
cell469_HAP1_,0.9635834161228551,1.0974247737222949,1.2404781588434683,0.0,0.7904360663973988,1.0101893345322033,0.8262071533336144,1.1652605003161376,0.780820178348993,1.028841187871954,1.13851470683769,0.5777356837695056
cell315_HeLa_,0.5047308292682446,0.9757323220293288,1.0122760960001644,0.7904360663973988,0.0,0.7888506035994522,0.8924049920140011,0.9735395012604084,0.750970736526416,0.7934156357685516,0.8158108617259014,0.5655517198400066
cell602_K562_,0.9334177074783137,1.281118179490747,1.1587001728349025,1.0101893345322033,0.7888506035994522,0.0,0.9836110226023462,1.170390617467464,0.966482594360308,0.991636118758938,1.0067817136027086,0.7589865259178128
cell617_GM12878_,1.0027458640442362,1.0534307347549658,1.3253392783924722,0.8262071533336144,0.8924049920140011,0.9836110226023462,0.0,1.0158882465967773,0.8194479699192506,1.1317544244173745,1.212975783920933,0.5572548876487704
cell603_GM12878_,1.0327819665851612,1.2720418839629875,1.2986394615666539,1.1652605003161376,0.9735395012604084,1.170390617467464,1.0158882465967773,0.0,1.0438221641738545,1.16336016260594,1.2499980909721584,0.7679478117780197
cell535_K562_,0.8256551531543279,1.0757940784209041,1.218574131432947,0.780820178348993,0.750970736526416,0.966482594360308,0.8194479699192506,1.0438221641738545,0.0,0.9411189358404427,1.0400525919984491,0.5239071057582982
cell562_GM12878_,0.9215616107106412,1.0877581688938847,1.1034532842830287,1.028841187871954,0.7934156357685516,0.991636118758938,1.1317544244173745,1.16336016260594,0.9411189358404427,0.0,1.0992755383165775,0.8497389858403757
cell200_HAP1_,0.9675889851189984,1.2159009980202717,1.2078445479077762,1.13851470683769,0.8158108617259014,1.0067817136027086,1.212975783920933,1.2499980909721584,1.0400525919984491,1.0992755383165775,0.0,0.9904109991923037
cell500_K562_,0.6254476575693141,0.8511376701661756,1.117321485110092,0.5777356837695056,0.5655517198400066,0.7589865259178128,0.5572548876487704,0.7679478117780197,0.5239071057582982,0.8497389858403757,0.9904109991923037,0.0
