,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,0.10258137329538813,0.12390163121416618,0.09635834161228551,0.05047308292682447,0.09334177074783137,0.1002745864044236,0.10327819665851613,0.08256551531543278,0.09215616107106413,0.09675889851189984,0.06254476575693141
cell79_HeLa_,0.10258137329538813,0.0,0.1426093355629658,0.10974247737222949,0.09757323220293287,0.1281118179490747,0.1053430734754966,0.12720418839629877,0.10757940784209041,0.10877581688938848,0.12159009980202719,0.08511376701661756
cell496_HAP1_,0.12390163121416618,0.1426093355629658,0.0,0.12404781588434682,0.10122760960001645,0.11587001728349024,0.13253392783924722,0.12986394615666538,0.12185741314329471,0.11034532842830287,0.12078445479077762,0.11173214851100921
cell469_HAP1_,0.09635834161228551,0.10974247737222949,0.12404781588434682,0.0,0.07904360663973989,0.10101893345322034,0.08262071533336143,0.11652605003161376,0.07808201783489929,0.1028841187871954,0.113851470683769,0.057773568376950565
cell315_HeLa_,0.05047308292682447,0.09757323220293287,0.10122760960001645,0.07904360663973989,0.0,0.07888506035994522,0.08924049920140012,0.09735395012604084,0.0750970736526416,0.07934156357685515,0.08158108617259013,0.05655517198400066
cell602_K562_,0.09334177074783137,0.1281118179490747,0.11587001728349024,0.10101893345322034,0.07888506035994522,0.0,0.09836110226023462,0.11703906174674641,0.09664825943603081,0.0991636118758938,0.10067817136027087,0.07589865259178129
cell617_GM12878_,0.1002745864044236,0.1053430734754966,0.13253392783924722,0.08262071533336143,0.08924049920140012,0.09836110226023462,0.0,0.10158882465967772,0.08194479699192506,0.11317544244173745,0.12129757839209329,0.05572548876487704
cell603_GM12878_,0.10327819665851613,0.12720418839629877,0.12986394615666538,0.11652605003161376,0.09735395012604084,0.11703906174674641,0.10158882465967772,0.0,0.10438221641738546,0.116336016260594,0.12499980909721584,0.07679478117780197
cell535_K562_,0.08256551531543278,0.10757940784209041,0.12185741314329471,0.07808201783489929,0.0750970736526416,0.09664825943603081,0.08194479699192506,0.10438221641738546,0.0,0.09411189358404427,0.10400525919984491,0.05239071057582982
cell562_GM12878_,0.09215616107106413,0.10877581688938848,0.11034532842830287,0.1028841187871954,0.07934156357685515,0.0991636118758938,0.11317544244173745,0.116336016260594,0.09411189358404427,0.0,0.10992755383165777,0.08497389858403756
cell200_HAP1_,0.09675889851189984,0.12159009980202719,0.12078445479077762,0.113851470683769,0.08158108617259013,0.10067817136027087,0.12129757839209329,0.12499980909721584,0.10400525919984491,0.10992755383165777,0.0,0.09904109991923038
cell500_K562_,0.06254476575693141,0.08511376701661756,0.11173214851100921,0.057773568376950565,0.05655517198400066,0.07589865259178129,0.05572548876487704,0.07679478117780197,0.05239071057582982,0.08497389858403756,0.09904109991923038,0.0
