,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,102.50999860433208,123.61564271029897,96.35175751993731,50.46442568668945,93.28937309708667,100.26443850030199,103.19671789338778,82.51125087023917,92.11191922316978,96.66814781324494,62.54045592393952
cell79_HeLa_,102.50999860433208,0.0,142.37998829095878,109.68480567200169,97.55464161876166,128.0146905249669,105.29133254399531,127.12864825078701,107.55378902808025,108.72787898039006,121.49847373227016,85.06673389452106
cell496_HAP1_,123.61564271029897,142.37998829095878,0.0,123.88753872779681,100.92152416335927,115.59725181231425,132.36135383269416,129.67912996725278,121.68727053180206,110.19431815388883,120.62807263993164,111.5430092440682
cell469_HAP1_,96.35175751993731,109.68480567200169,123.88753872779681,0.0,79.03165816074778,100.97353920660363,82.6026511761062,116.48834523109821,78.0662503287673,102.85849514995166,113.81697899759669,57.76568127964663
cell315_HeLa_,50.46442568668945,97.55464161876166,100.92152416335927,79.03165816074778,0.0,78.8485312968434,89.23107963426496,97.27520048013554,75.07707256875293,79.31940824165054,81.52634995339155,56.54235038132209
cell602_K562_,93.28937309708667,128.0146905249669,115.59725181231425,100.97353920660363,78.8485312968434,0.0,98.27398871765703,116.9375013691757,96.55562641711818,99.12582447227568,100.56798498578152,75.86084907776376
cell617_GM12878_,100.26443850030199,105.29133254399531,132.36135383269416,82.6026511761062,89.23107963426496,98.27398871765703,0.0,101.52694817302364,81.91544490566326,113.10881005356458,121.2124281960096,55.72419313406671
cell603_GM12878_,103.19671789338778,127.12864825078701,129.67912996725278,116.48834523109821,97.27520048013554,116.9375013691757,101.52694817302364,0.0,104.29893197701507,116.2737247617997,124.9351948306866,76.76724968230366
cell535_K562_,82.51125087023917,107.55378902808025,121.68727053180206,78.0662503287673,75.07707256875293,96.55562641711818,81.91544490566326,104.29893197701507,0.0,94.04175895122569,103.90366949399927,52.35693090397912
cell562_GM12878_,92.11191922316978,108.72787898039006,110.19431815388883,102.85849514995166,79.31940824165054,99.12582447227568,113.10881005356458,116.2737247617997,94.04175895122569,0.0,109.88043873059307,84.93042025344496
cell200_HAP1_,96.66814781324494,121.49847373227016,120.62807263993164,113.81697899759669,81.52634995339155,100.56798498578152,121.2124281960096,124.9351948306866,103.90366949399927,109.88043873059307,0.0,99.00111688675192
cell500_K562_,62.54045592393952,85.06673389452106,111.5430092440682,57.76568127964663,56.54235038132209,75.86084907776376,55.72419313406671,76.76724968230366,52.35693090397912,84.93042025344496,99.00111688675192,0.0
