,arc_pair_165653,arc_pair_408679,arc_pair_48468,arc_pair_515485,arc_pair_33757,arc_pair_650957,arc_pair_361012,arc_pair_644200,arc_pair_542791,arc_pair_402982,arc_pair_671821,arc_pair_198453,arc_pair_54348,arc_pair_722439,arc_pair_311777,arc_pair_688264,arc_pair_152615,arc_pair_47538,arc_pair_130156,arc_pair_302717,arc_pair_168456,arc_pair_507631,arc_pair_595003,arc_pair_349698,arc_pair_537767,arc_pair_504729,arc_pair_155627,arc_pair_656372,arc_pair_284005,arc_pair_731593,arc_pair_427296,arc_pair_725084,arc_pair_343484,arc_pair_151599,arc_pair_709714,arc_pair_594469,arc_pair_599471,arc_pair_186105,arc_pair_296873,arc_pair_132039,arc_pair_23750,arc_pair_551617,arc_pair_78795,arc_pair_506464,arc_pair_721267,arc_pair_540228,arc_pair_382874,arc_pair_505907,arc_pair_653762,arc_pair_590203,arc_pair_457380,arc_pair_574805,arc_pair_401108,arc_pair_333357,arc_pair_391330,arc_pair_558843,arc_pair_28333,arc_pair_100141,arc_pair_62795,arc_pair_131562,arc_pair_11307,arc_pair_102644,arc_pair_650918,arc_pair_491263,arc_pair_551110,arc_pair_210909,arc_pair_189914,arc_pair_571027,arc_pair_333976,arc_pair_22407,arc_pair_89302,arc_pair_279057,arc_pair_674772,arc_pair_124612,arc_pair_220852,arc_pair_297765,arc_pair_89898,arc_pair_177397,arc_pair_642267,arc_pair_29050,arc_pair_624766,arc_pair_566901,arc_pair_723396
arc_pair_165653,0.0,0.9395419547422469,5.171960271787683,1.9640283138380685,28.474926699795017,3.1657162921887143,1.1983486205856817,0.6399476286556155,3.7344277711802647,5.356397618414047,1.00882267507367,3.4906024250009606,1.0015118157560077,1.44785990796858,0.9456919943680275,0.6020956650993665,1.7023808434711318,0.6209117941667489,1.5465110787366272,17.675409604739567,0.7663430658048965,4.999876234462357,0.7453636199056954,1.1154273727669604,3.08918319884923,0.7490329955945643,0.8436986334458222,1.3481388553968565,1.1102102526678133,0.9341701731616405,1.273059920236869,0.8577552391987495,0.6878481534105165,1.291324688087946,2.5068531101692675,3.4956438500503872,0.7997512024732429,2.1507075134007847,0.7553388986780221,2.3878123957279267,1.6885989015374512,3.575647339934251,4.104290260231012,3.0784295837362037,1.5273208444827595,0.46012288736790496,0.7384254295439816,2.871554660806352,2.3521638013580812,2.374781046318162,1.5586945986865604,0.8304077390868829,0.8278590657766156,0.7218439831263774,0.4485502187537149,1.3916092666221536,0.9502727408458251,2.4915806436102326,0.42954342668430356,2.1272289541092504,1.110210979149433,0.8604002060975909,5.481668788676458,1.052532854202416,1.8550393648997843,5.45770218395419,0.8922700107537129,0.812037564615329,6.973645020733702,1.7983770599958195,4.244399312521212,2.5597198744273477,3.3241682707454636,1.4358985692738409,0.9932845159199667,6.70515267553936,1.1470555458244975,1.1196023184058503,3.9593322989564723,1.7950886757067588,0.5409045184701242,0.5290589862401192,2.674693017392738
arc_pair_408679,0.9395419547422469,0.0,4.455227494603262,1.5956511982935768,27.64719922922663,2.825480032329036,1.0306169297615504,0.7293467557109861,3.2492260796688175,4.326588822098146,1.069600101040314,3.1311831940148127,0.927620131062805,1.125694957791303,0.7983000814189919,0.7193297256218351,1.2395659603372522,0.9019462841149457,1.2694718382316645,16.81550000714629,0.9429243248696315,4.317784929492603,0.8778874259148846,1.2200298225669641,2.159139692649756,0.7050175552114089,0.9209976341704733,0.930545382054756,1.086226470477589,0.6504954875054361,1.0975308910041313,0.9215945900668036,0.7241397682935993,0.9607205653624334,2.067643896505083,2.5823252825750083,1.00755420840754,1.4238237615228864,0.8332645139062858,2.2678662800192906,1.543086374074595,2.9342777503773476,3.640394224902542,2.2451101801785702,1.2349382283874066,0.9482059640406446,0.7338687374713382,2.2974394904916933,1.6317887272138882,2.1926415477968697,1.4922950541519993,0.8076815983054871,1.1334028127879465,0.8772900280521314,0.6944493190745709,1.1245344809038005,1.0942614097038044,1.6756030458227156,0.6787338364474037,2.257202814711899,1.1639622285107016,0.8370855350836368,5.267162483755681,0.8691903359878911,1.594505026542263,4.893626813958963,0.9687066574805574,0.7631931749294105,6.242493385117467,1.6044965442215344,3.536146305802777,2.0900630791743025,2.5884257139001043,1.069935742247397,0.8016872187977198,5.859563019714796,1.0664239979975922,1.189864143628998,3.269131079994965,1.4307396375155927,0.8014952368364197,0.8500445936250204,1.975086562059461
arc_pair_48468,5.171960271787683,4.455227494603262,0.0,5.093770118034741,26.41860305046607,4.891563328244388,4.303066553927885,4.601528872904497,5.536879297697576,5.207113792791327,4.688746713920645,5.555939859804878,4.969544292853697,3.9232558360228404,5.086035700129925,4.784985816542847,5.0852452556916585,4.781174667885508,4.775269844308207,15.665934506080797,4.799105167328129,5.090287590629421,4.815572415903002,5.112475864896058,3.9347792254721075,4.414745621670679,4.778891963455965,4.166680670928338,4.916433986350205,4.479921352310883,4.792140178500238,4.773962069348918,4.468762569100994,5.045973830167928,4.814159804443552,4.154213450707882,4.614546525338651,4.7400878242811295,5.10314800677406,5.034752461547117,4.888801980847797,4.532592894962637,5.810230324386376,4.302844532302325,5.169869705427746,5.116745336775543,4.6562374532462405,4.815194768276687,3.9409970632079574,5.1032107912049245,4.338541524880586,4.480940188866236,4.750976711188944,4.864061814037555,4.682842461881259,4.722717338207582,4.146449029922966,3.7387121840499167,4.892838646681786,5.122035753665569,4.39839422155101,4.991450376853419,7.625047782600568,4.336839932720931,4.102012583618405,6.5993396208444794,4.3926490218782055,4.3801214029966316,6.331965954808907,4.6596011727179025,4.660224703839756,4.343802572527507,3.9028951644237284,4.627517991480742,4.631591550023775,6.911417498296293,4.885303012320333,4.473351924475583,5.008787379162868,4.889793838607309,4.819412747951599,4.957733507049115,5.129416436519419
arc_pair_515485,1.9640283138380685,1.5956511982935768,5.093770118034741,0.0,27.219115382131246,3.156779706418685,1.8547690094631621,1.4594690311553342,3.2592485472492907,5.126883240103154,1.7952734735698384,3.692420230514519,2.00880249772612,1.8480510084276434,1.3991484715679063,1.5958268197203742,1.6800267415436636,1.7108829198221671,1.5958314486895522,16.848594107652527,2.172655891210897,4.630991169815801,2.1697501710425375,2.0303285263666124,2.8050230207534717,1.7025743111231084,1.9876697262016987,1.533550733065229,1.765644556899511,1.5151052526640651,2.4729154836031118,1.8383281862186356,1.6170343134352683,2.104542326590039,2.39407842548649,2.8261105560137434,1.6239695449980471,2.1967855388239292,1.946607279817162,3.051603092065623,1.4769092833565405,3.362099055223566,4.24251262456354,2.5416798701397485,1.3248576860494432,1.9292364717754193,1.3593337384314752,2.8732880895248676,2.437073228054543,2.9882616117532583,2.4253820522972642,1.6034628596918843,1.7216014369793842,2.0642094779104587,1.5870289201644177,1.1769831860398705,1.7711937922480134,2.4113738229752846,1.6376333339559193,2.888587340973265,1.4568973419092976,1.963348712471778,5.936871377167108,1.9488673402834422,2.1671170475899215,5.467898174944383,2.0094526170403286,1.8025545971856376,7.053286170562481,2.475278403074615,3.881560372496261,2.2958951352872052,3.1317857632121138,1.9832195850345502,1.8451914725199066,6.499931477093201,2.001059340600409,2.1212424198313364,3.3001165464422546,2.573615712493837,1.7241132250534108,1.892513376475486,2.8570549975445596
arc_pair_33757,28.474926699795017,27.64719922922663,26.41860305046607,27.219115382131246,0.0,25.854461267015846,27.672550466940457,28.078440802247936,25.821069344894152,24.025715976557247,27.876834233142286,26.526690038915884,28.564299231100183,26.807968386537045,27.780104897006847,28.12736735618816,28.148868777804147,28.182745600947715,26.999916040003267,24.95448083233512,27.99269090154577,24.072963447075757,28.305766093283996,28.645189633271258,25.22652949781064,27.723527119204363,28.045500233480798,26.51836367301469,27.896504951776656,27.805069345748574,28.36327967763918,28.294990954182516,27.90723542997176,27.866643375236386,26.331281641355,25.638212914856602,27.465754000235286,26.897337811675925,28.33139320568009,26.790676093632655,27.25768260750891,25.528353123210056,26.360718583032757,25.948138185511734,27.865564660055437,28.36013936276595,27.701684268966495,26.528349647354656,26.745463387867364,27.646270284425633,27.628503588214922,27.46858611879252,27.794564872558144,28.397856264088002,27.984467137699475,27.16730843241776,26.684064891328216,26.42997174872851,28.26779937091764,27.017169657841993,26.95131616888665,28.032263197542385,26.93804580197489,28.043381493886137,26.35648320784297,26.77499668162892,27.74361607580679,27.611300442397297,25.055960645298754,27.1315340897781,24.95690933180025,25.691694160404616,25.087724980458106,28.067175146128367,28.12331658274663,26.560086916091972,27.943360477760272,26.855327858628016,25.60237841781962,27.8995895789528,28.25730699349577,28.424899513382645,27.961248817568773
arc_pair_650957,3.1657162921887143,2.825480032329036,4.891563328244388,3.156779706418685,25.854461267015846,0.0,2.9054976190103776,2.874640181210813,3.4723370737083163,4.629457405388748,3.036763522088598,4.471146933315826,3.4077327034114653,2.3849490057515386,2.9463638644874224,2.836420421590484,3.1413425944968276,2.9174231457528577,3.0159495578993027,14.584800385757692,3.1786718566050194,3.78432597752424,3.147540431501714,3.3579100345080666,2.651420430011818,2.701281286742708,3.1628943300253614,2.4797812453210986,3.163726537316776,2.6237023493688074,3.415708689194414,3.022094843852541,2.915211095684721,3.251899253514556,3.365201768511696,3.3889376331362775,2.580698792517378,3.4747499547276077,3.0478170061983962,3.548155455414124,2.975573097198887,3.4859587300038255,4.8897181736124065,2.988386048171825,3.0811470260545226,3.1697487795270756,2.706044749892292,3.1598783772566477,3.109334808764009,3.7551019133339514,3.2582913055729685,3.011866104557066,2.7845114168800347,3.0142841205655415,2.8333962104362556,2.834608596159596,2.379273817839319,3.03067788397259,2.9543295660223428,3.7887904835698527,2.4715687392721697,3.2459261935594967,6.219273958633222,2.704900749601873,2.5253848395888463,5.890923362605999,3.0621365622326415,2.849407465379711,5.735727902088929,3.273199154685056,3.734875104921933,2.7971357554902285,2.6449440862052502,2.887951384561742,3.0232978638200345,6.099856705672044,3.030036527505091,2.712621980555809,3.5143265354039404,3.1886728172873857,2.9750800400141615,3.25200885575886,3.6086921729481585
arc_pair_361012,1.1983486205856817,1.0306169297615504,4.303066553927885,1.8547690094631621,27.672550466940457,2.9054976190103776,0.0,0.978092762700167,3.7069985777658445,4.473786121276175,1.207875372642882,3.309053292003185,1.153203642893984,1.2043426435165507,1.3578008084930246,0.88491849308234,1.6515044461044597,1.2087677458898145,1.8310741947099356,16.974458219464065,1.1249665728504812,4.3368019700176905,1.2034299219066924,1.371215690862997,2.7106068101232683,0.986689260200021,1.216704776960734,1.3897730439987126,1.050977350135918,1.050588433718064,1.5668503711578214,1.1273237985975169,0.9888850087930655,1.586020143801285,2.160283686250173,2.7954450121119594,1.2284770606962327,2.169934315890469,1.2956927929964426,2.2742484876351923,1.6415054367145725,2.9819105990086823,3.66276788133718,2.4967334556655376,1.6099412711418715,1.0665805182763668,1.2926041606026883,2.420840527939788,1.871853403971506,2.295243329031837,1.7563113920469258,0.9200172959891788,1.0432597338150114,1.0946989815109822,1.0276679678640814,1.57096759450685,1.2048911636837787,2.023343164633125,1.0159872749638463,1.861480192291841,1.4038186478689778,1.2008618579378592,5.568295463856394,1.1096591332479195,1.791613689554854,4.634414868281668,1.453412435756167,1.032376398389328,6.101108751112648,1.6895288797331864,3.517065674830847,2.020158392082797,2.610021006117309,1.4154817231373746,0.9806991162712013,6.132361365263627,1.4202194723758943,1.1620446569489669,3.4271970026460887,2.03010274641079,0.9952398250542092,1.0168187402888962,2.1628895625303333
arc_pair_644200,0.6399476286556155,0.7293467557109861,4.601528872904497,1.4594690311553342,28.078440802247936,2.874640181210813,0.978092762700167,0.0,3.5871037607817975,4.9570092302299,0.6791208649079126,3.070762229665488,0.7905645854144794,1.096404411743557,0.9433012663188636,0.45179532031965114,1.4031507587647216,0.412299537122356,1.3188336254272104,17.19745191440882,0.7208448978585948,4.617867336318278,0.7030564097836496,0.8946581295443032,2.5735460922755347,0.5228639725726751,0.6115413373942644,1.123678094470404,0.8183676421597192,0.55028476274134,1.0294049750767804,0.5007312857982601,0.5052522061186342,1.2137276807930282,2.0216902483537793,2.7470964935089124,0.6238758764799455,1.808833759785483,0.6705066332476234,2.225028043556616,1.4627234628546204,3.210602294115203,3.6927069994479464,2.4825457983480517,1.1923320398396255,0.5944093075802431,0.6704113316376609,2.4269554493508076,1.960454061795496,2.139157305958593,1.289321858056159,0.7552258066449666,0.8324770121832613,0.7042113584165172,0.36459271444936414,1.2391463764609398,0.7954841129780583,1.6721164739980634,0.42557085726926897,2.0367143292573253,0.9266211918781883,0.7059832687940997,5.326077651437849,0.6786961384607171,1.7118979787245547,5.147985876715564,0.8115433436528494,0.7228603131522966,6.473889238904549,1.5319672230435597,3.6521901401858923,2.082167310308455,2.8754950257811314,0.996259124591547,0.623037941979046,6.208640688904911,0.8153934499933884,1.1051685167312693,3.4657878983644395,1.4678396441175805,0.4701084652004305,0.4877117565208804,2.3829697794199514
arc_pair_542791,3.7344277711802647,3.2492260796688175,5.536879297697576,3.2592485472492907,25.821069344894152,3.4723370737083163,3.7069985777658445,3.5871037607817975,0.0,5.433855909302187,3.969570824890067,5.018313749787923,4.081346526463011,2.942100890491339,2.957887718294357,3.7065949331829495,2.918932489263012,3.556925321106583,2.74338071959708,15.537839943309192,3.8874779478824415,3.1852798123132517,3.8357863768638714,4.298097706593864,2.984171806633551,3.511898309843581,3.819045797308908,2.657137119922851,4.060368535230648,3.366643923535817,3.9730515762713146,3.772256347876295,3.4226830310367897,3.5906490465608027,3.976759509128087,3.9357768793056,2.9698922938681256,3.1438195506436033,3.6497915431974453,4.452457054238481,3.209510959538844,3.8053402810502943,5.068463608962099,3.3736801199882978,2.750581626554026,3.9766383728077828,3.0789086287635836,3.6915366761264052,3.6907677528926994,4.490414250316849,3.851619937592667,3.564569399344393,3.5815448043504854,3.7434332890774984,3.3123685976555244,2.93557119463562,3.3384627161597296,3.4767021266211393,3.6771372412812697,4.681905371517321,2.6219307849126934,3.6995291798362375,6.571050192862206,3.745369469403741,3.234249644792293,6.657244560567705,3.519842574944757,3.397688951342522,6.209865365483807,4.0136959860143255,4.000937032495164,3.4123478443625594,2.9922611824922933,3.4480937682122534,3.607785789458929,7.1296077792871655,3.460209322414136,3.463012019969064,4.160909063925313,3.905747061358207,3.8119538958526493,3.8496313274584857,3.0655145685228415
arc_pair_402982,5.356397618414047,4.326588822098146,5.207113792791327,5.126883240103154,24.025715976557247,4.629457405388748,4.473786121276175,4.9570092302299,5.433855909302187,0.0,4.773135524892237,5.260558829048533,4.980759693575926,3.6648380407305323,4.99889940107903,4.759825479355523,5.1595369346405455,5.19735159417073,4.765334882775605,14.147994952718937,4.8653231785454985,4.084539908586231,4.99795919754269,5.107778182690273,3.5473932714556162,4.4621863458019595,5.062642601244749,3.9955558406779623,4.7760586166080055,4.567854234329562,5.019928377332331,4.833599000638326,4.7914142989070765,4.858132361442097,3.992064201856601,3.678370873364316,4.8520443882909845,4.676627001787159,5.090260141072707,4.735684890530451,4.64946134117217,3.682091824755714,5.465355650452432,3.8737527664073275,5.033924339332664,5.28144772633511,4.942666811276602,4.209635114282077,3.9170447172913505,5.247532386011633,4.879355460623002,4.207571946902624,4.903240915976019,4.951065436150437,4.871763709816468,4.640769203089108,4.242984075299358,3.881373860152912,5.103182398568963,4.705642919411648,4.41802812691039,5.161412075470204,7.282460448427749,4.7805536558220245,3.513961999347697,5.435212032736586,4.800468592581643,4.464070621331198,5.425836622097752,4.702561230628005,3.7952000331365947,3.634912064564558,3.368239600082457,4.5485008786119225,4.843546991311082,6.233854743191271,4.857231147394886,3.9912100597066575,4.589280257462164,5.117072473855374,5.0266742447150365,5.161532751327249,5.384232133278459
