,cell_name,total_mass_4mb_85,total_mass_1mb_95,total_mass_1mb_98,cell_line
103,cell342_HeLa_,68.15822028533643,817.2046391788585,354.4614589324509,HeLa
104,cell261_HeLa_,106.76744149137376,903.204741997193,364.3621898896664,HeLa
105,cell531_K562_,127.96596155913505,936.2900767490669,363.01714215683774,K562
106,cell506_K562_,124.35367195006177,962.9970848003757,369.021811461782,K562
107,cell256_HeLa_,105.08353260266269,882.1012051890314,356.17818114331214,HeLa
108,cell97_HAP1_,43.95715870901559,654.2135496153014,326.0720659814691,HAP1
109,cell475_HeLa_,82.80416277610038,857.6369363796033,360.6880239776436,HeLa
110,cell320_HeLa_,100.5155576516689,900.3963007787501,360.45120297559833,HeLa
111,cell442_HeLa_,55.15014291478792,685.5066698288302,321.42712541083324,HeLa
112,cell79_HeLa_,105.90633663443953,905.9881700734373,363.273838581678,HeLa
113,cell564_K562_,68.21999541982659,796.0430001581594,342.792268135983,K562
114,cell539_GM12878_,57.18287332946391,724.4346115342947,328.7473282466906,GM12878
115,cell575_K562_,117.21874682385088,951.8528135175309,368.2026865731816,K562
116,cell68_HeLa_,102.3783083505487,849.2685266221608,345.90162012537655,HeLa
117,cell212_HeLa_,100.63927627652922,851.0333500207196,348.32669031644554,HeLa
118,cell331_HeLa_,110.88531869110895,874.2149848500409,348.8860846702753,HeLa
119,cell464_HeLa_,67.3855568462107,805.6193823825101,346.67862602103736,HeLa
120,cell247_HeLa_,113.75768032713148,917.2704445550303,361.83902919465874,HeLa
121,cell520_K562_,107.27617501362248,901.7749035129427,359.8609483360534,K562
122,cell195_HAP1_,96.93647301292835,850.4844216325018,353.43513275474186,HAP1
123,cell119_HeLa_,96.32805299650913,897.571782128005,364.26424282381583,HeLa
124,cell317_HAP1_,107.37817647077961,942.9218646739345,367.2512257024506,HAP1
125,cell203_HAP1_,52.93848272314604,655.1333942023836,309.7331891172132,HAP1
126,cell234_HAP1_,62.63837591502899,683.0400771767789,317.18735924956167,HAP1
127,cell108_HAP1_,81.73631697376163,826.5929137197836,352.505471010065,HAP1
128,cell417_HAP1_,81.4246690211917,801.4886639972739,346.330661227091,HAP1
129,cell517_GM12878_,94.27237660376925,872.237554603385,354.29090595953215,GM12878
130,cell396_HAP1_,94.87295228845983,886.8616351167052,360.40650581136623,HAP1
131,cell150_HeLa_,87.76051684958844,848.1451178856058,350.80678039192924,HeLa
132,cell239_HeLa_,93.38843116322215,865.8483927914352,351.8377251581364,HeLa
133,cell496_HAP1_,58.51239478227352,607.069177380932,300.32181505599783,HAP1
134,cell105_HeLa_,96.32690327528493,878.1941863352899,363.9038578846354,HeLa
135,cell132_HeLa_,100.5808359834528,863.1217543316692,356.308195522783,HeLa
136,cell580_GM12878_,107.79902347996678,831.2420633769057,340.27790862479844,GM12878
137,cell21_HeLa_,98.33224459039272,855.7958897274027,357.109045485739,HeLa
138,cell65_HAP1_,69.27529924967197,868.2514288304726,364.52245612643287,HAP1
139,cell293_HeLa_,98.68256737527844,896.861674749774,358.12081398475294,HeLa
140,cell141_HAP1_,123.90323568050299,955.6581816685126,364.90714895081874,HAP1
141,cell469_HAP1_,96.7440954193259,870.993596262649,353.61220862479865,HAP1
142,cell596_K562_,86.70230071301128,871.5038116514788,356.71041326092916,K562
143,cell30_HAP1_,113.80371029941392,856.7830532967454,355.8242129200187,HAP1
144,cell123_HAP1_,79.07145439830774,802.5758601198888,342.9913844578126,HAP1
145,cell504_GM12878_,107.47641172840407,858.2895008106582,353.536123240768,GM12878
146,cell369_HAP1_,122.38012487805766,929.9773586398395,357.55907960319007,HAP1
147,cell2_HeLa_,92.62368212936391,885.8956461083534,368.18893304289594,HeLa
148,cell218_HAP1_,35.61839169348001,551.1371501009685,309.5747935105036,HAP1
149,cell359_HAP1_,91.2068857929685,835.2757177975917,354.5050797983407,HAP1
150,cell124_HAP1_,98.13025087753184,870.7251088963324,358.4091945265345,HAP1
151,cell113_HAP1_,62.8091851180618,708.8867949819212,313.4849398431487,HAP1
152,cell480_HeLa_,88.6038498133723,868.4364591799896,357.64765450574095,HeLa
153,cell5_HeLa_,90.19575731120136,832.2734744586437,343.34463319935446,HeLa
154,cell591_K562_,84.90034807584246,859.5873480698128,356.85996252453816,K562
155,cell37_HAP1_,120.19032434242646,918.2695429315708,357.8464009416837,HAP1
156,cell285_HAP1_,52.911447993726874,631.5079917940855,315.66268470445254,HAP1
157,cell559_K562_,75.8682707039592,727.5796816283807,326.66435536148674,K562
158,cell209_HeLa_,85.08477059956803,848.6386374723149,355.12823348005276,HeLa
159,cell73_HeLa_,100.5478405650198,886.08061528631,359.34240416230233,HeLa
160,cell160_HeLa_,96.26480267084965,878.309402951603,355.17491611823664,HeLa
161,cell607_K562_,72.36381321683285,910.0029221347331,366.3953105861767,K562
162,cell448_HeLa_,101.6935500457084,858.6249527135762,347.8282240139374,HeLa
163,cell11_HeLa_,98.61014867864593,877.2544086996676,357.8290820253186,HeLa
164,cell348_HeLa_,66.61268042121746,747.2749911582196,333.050168797625,HeLa
165,cell135_HeLa_,116.17127939604993,932.2679456949653,366.86064443082546,HeLa
166,cell288_HeLa_,81.49239150699589,832.7107177543155,351.31918815334643,HeLa
167,cell524_GM12878_,62.04116192587389,780.7260820769566,346.98726781322466,GM12878
