,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,5.743946644626485,8.195117264048678,5.051723596647596,2.6134995489452644,5.242541637245993,5.571044229918551,5.637276946909973,4.811426144517778,5.524187878306045,6.16356075156637,3.453247658819948
cell79_HeLa_,5.743946644626485,0.0,7.589266985473981,6.024937903436883,4.668414121449738,6.961543122635501,5.555229728333547,6.414357307050945,5.822569790812665,5.744957150401284,6.179837073518735,4.432138917527367
cell496_HAP1_,8.195117264048678,7.589266985473981,0.0,6.766496234534761,6.3368531122459535,7.670770926688293,7.279874515744316,7.7123326878510525,7.513599371844187,7.240707297456055,8.415580572938001,6.2845748228364435
cell469_HAP1_,5.051723596647596,6.024937903436883,6.766496234534761,0.0,3.7494400137343966,5.120880640550958,4.146949538360747,5.705817915517405,4.303156113016685,5.624705076286155,6.057561025765253,2.819094471386848
cell315_HeLa_,2.6134995489452644,4.668414121449738,6.3368531122459535,3.7494400137343966,0.0,3.9675478870917145,4.426191685959047,4.890266530861518,4.118477496843276,4.394986627338744,4.593977922960801,2.7718272206686967
cell602_K562_,5.242541637245993,6.961543122635501,7.670770926688293,5.120880640550958,3.9675478870917145,0.0,4.774630665024313,6.176985840397443,5.541350510604039,5.916828979047036,6.111485523766758,3.9573151970566194
cell617_GM12878_,5.571044229918551,5.555229728333547,7.279874515744316,4.146949538360747,4.426191685959047,4.774630665024313,0.0,5.129929876363561,4.334133552406656,6.175394463843377,6.674328092955916,2.8660832892550365
cell603_GM12878_,5.637276946909973,6.414357307050945,7.7123326878510525,5.705817915517405,4.890266530861518,6.176985840397443,5.129929876363561,0.0,5.341301423729901,6.348832730844771,7.035079250391801,3.5590489158034377
cell535_K562_,4.811426144517778,5.822569790812665,7.513599371844187,4.303156113016685,4.118477496843276,5.541350510604039,4.334133552406656,5.341301423729901,0.0,5.496530966825301,5.872382752851865,2.8300443959891552
cell562_GM12878_,5.524187878306045,5.744957150401284,7.240707297456055,5.624705076286155,4.394986627338744,5.916828979047036,6.175394463843377,6.348832730844771,5.496530966825301,0.0,6.741196054349331,4.723301484552773
cell200_HAP1_,6.16356075156637,6.179837073518735,8.415580572938001,6.057561025765253,4.593977922960801,6.111485523766758,6.674328092955916,7.035079250391801,5.872382752851865,6.741196054349331,0.0,5.522011797325806
cell500_K562_,3.453247658819948,4.432138917527367,6.2845748228364435,2.819094471386848,2.7718272206686967,3.9573151970566194,2.8660832892550365,3.5590489158034377,2.8300443959891552,4.723301484552773,5.522011797325806,0.0
