,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,15.56341967932028,17.750928394460995,14.775824148899309,7.89205788330516,13.339797438458396,15.078579538262654,14.665183580450513,12.451731468750204,13.4668178733864,13.493303636472842,9.636833788202644
cell79_HeLa_,15.56341967932028,0.0,23.03163614143242,16.745557949903276,15.500824871474457,19.570280183730315,16.0877862457751,19.941841396194807,16.56479199505345,17.01557366113358,19.29197188477896,13.325825271202886
cell496_HAP1_,17.750928394460995,23.03163614143242,0.0,20.0324052542791,15.24183066004405,16.112538890382446,20.818985725583307,18.551197678839493,18.895311782590205,16.119614423601607,15.981280273201538,18.026354496517843
cell469_HAP1_,14.775824148899309,16.745557949903276,20.0324052542791,0.0,12.624690229060096,15.944205871077678,13.009063898757738,17.969267446539963,12.653517894966331,15.970636550149877,18.10368582287392,9.461012104836653
cell315_HeLa_,7.89205788330516,15.500824871474457,15.24183066004405,12.624690229060096,0.0,11.76765111944261,14.018327633414433,14.671207272570342,11.995212037493857,11.955943870988499,11.895769443062438,9.308866278303537
cell602_K562_,13.339797438458396,19.570280183730315,16.112538890382446,15.944205871077678,11.76765111944261,0.0,15.650577050281534,16.58388289861451,14.582101841866633,13.963615572326784,13.925144734128349,11.781974317814683
cell617_GM12878_,15.078579538262654,16.0877862457751,20.818985725583307,13.009063898757738,14.018327633414433,15.650577050281534,0.0,16.174143007133896,13.219987601958133,17.51791452273133,18.67806164634675,9.296142633909454
cell603_GM12878_,14.665183580450513,19.941841396194807,18.551197678839493,17.969267446539963,14.671207272570342,16.58388289861451,16.174143007133896,0.0,16.39530751919877,16.582331826419555,17.567028443472662,12.606919301931944
cell535_K562_,12.451731468750204,16.56479199505345,18.895311782590205,12.653517894966331,11.995212037493857,14.582101841866633,13.219987601958133,16.39530751919877,0.0,14.386030700370927,15.817134928530546,8.331784661326962
cell562_GM12878_,13.4668178733864,17.01557366113358,16.119614423601607,15.970636550149877,11.955943870988499,13.963615572326784,17.51791452273133,16.582331826419555,14.386030700370927,0.0,15.710704893327186,12.884403334805363
cell200_HAP1_,13.493303636472842,19.29197188477896,15.981280273201538,18.10368582287392,11.895769443062438,13.925144734128349,18.67806164634675,17.567028443472662,15.817134928530546,15.710704893327186,0.0,15.28120100013387
cell500_K562_,9.636833788202644,13.325825271202886,18.026354496517843,9.461012104836653,9.308866278303537,11.781974317814683,9.296142633909454,12.606919301931944,8.331784661326962,12.884403334805363,15.28120100013387,0.0
