,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,0.8342710252282817,1.8141174596740413,0.4156177965019964,0.27159943579683166,0.43949405371974015,0.5795082206726461,0.6361972003747549,0.6681935407636449,0.7613076544414228,0.9229299772813495,0.36400061656930277
cell79_HeLa_,0.8342710252282817,0.0,1.5927155147701018,0.9033840773237587,0.65005145865751,1.1158728578129162,0.7226134431241638,1.1493356723912675,0.8796272111215423,1.0827377867595047,0.9061838816581995,0.7428022422951479
cell496_HAP1_,1.8141174596740413,1.5927155147701018,0.0,1.438767183247633,1.6997891550832878,1.9660829647469564,1.5289975858534803,1.5613494038123,1.7186435512620026,2.0004691755308097,2.3692563711552883,1.4532512478902224
cell469_HAP1_,0.4156177965019964,0.9033840773237587,1.438767183247633,0.0,0.42420644531608304,0.5680440396060522,0.43062504730232415,0.4865181709777576,0.4361395922243268,0.8600355741325163,0.8800761457254005,0.25323205318011255
cell315_HeLa_,0.27159943579683166,0.65005145865751,1.6997891550832878,0.42420644531608304,0.0,0.38173370047732913,0.489510083000286,0.5518266121839936,0.6151595886615686,0.7719617665688188,0.530481431936833,0.34632228307271606
cell602_K562_,0.43949405371974015,1.1158728578129162,1.9660829647469564,0.5680440396060522,0.38173370047732913,0.0,0.4772687608642804,0.737396393296806,0.8526124301754693,0.9523682557428188,0.9212584200506281,0.5066355817874821
cell617_GM12878_,0.5795082206726461,0.7226134431241638,1.5289975858534803,0.43062504730232415,0.489510083000286,0.4772687608642804,0.0,0.6411728618865342,0.6450105629740269,1.125227475667843,1.0094340651998444,0.36726657526679063
cell603_GM12878_,0.6361972003747549,1.1493356723912675,1.5613494038123,0.4865181709777576,0.5518266121839936,0.737396393296806,0.6411728618865342,0.0,0.7994946511886293,1.1602585812614685,1.0838013985982642,0.35788506558760835
cell535_K562_,0.6681935407636449,0.8796272111215423,1.7186435512620026,0.4361395922243268,0.6151595886615686,0.8526124301754693,0.6450105629740269,0.7994946511886293,0.0,1.01496564093229,0.8792563779681856,0.3064464490603399
cell562_GM12878_,0.7613076544414228,1.0827377867595047,2.0004691755308097,0.8600355741325163,0.7719617665688188,0.9523682557428188,1.125227475667843,1.1602585812614685,1.01496564093229,0.0,1.3866060896550039,0.836278958866068
cell200_HAP1_,0.9229299772813495,0.9061838816581995,2.3692563711552883,0.8800761457254005,0.530481431936833,0.9212584200506281,1.0094340651998444,1.0838013985982642,0.8792563779681856,1.3866060896550039,0.0,0.8900162698964345
cell500_K562_,0.36400061656930277,0.7428022422951479,1.4532512478902224,0.25323205318011255,0.34632228307271606,0.5066355817874821,0.36726657526679063,0.35788506558760835,0.3064464490603399,0.836278958866068,0.8900162698964345,0.0
