,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,7.129400211313658,9.463089344751634,6.5723628079465035,3.2733594251300757,6.6265241212767885,7.158673190521634,7.282456480945154,6.055105406428687,6.7790720801887785,7.371750495179544,4.307855187431583
cell79_HeLa_,7.129400211313658,0.0,9.682346378984622,7.701157892832537,6.2100648273714105,8.91068921116148,7.535857626386834,8.593391778008009,7.641249217747772,7.234340068907704,8.251754328350223,5.837604415852066
cell496_HAP1_,9.463089344751634,9.682346378984622,0.0,8.548634929308685,7.461392541910211,8.944682983562217,9.546976482170138,9.656931098617227,9.080555865950323,8.52458209137686,9.775538306891592,7.84037127915165
cell469_HAP1_,6.5723628079465035,7.701157892832537,8.548634929308685,0.0,5.078985686678323,6.768159592241466,5.604997830298135,7.855784461851119,5.573520450001171,7.05570319635525,7.892929397583074,3.837108260288325
cell315_HeLa_,3.2733594251300757,6.2100648273714105,7.461392541910211,5.078985686678323,0.0,5.231415960286091,6.097378678834584,6.495857530955405,5.259748608460714,5.6369396742650215,5.748419038704741,3.6595795506359883
cell602_K562_,6.6265241212767885,8.91068921116148,8.944682983562217,6.768159592241466,5.231415960286091,0.0,6.650269698352244,8.232219270461167,6.814771304530368,7.306642904340489,7.606616411621378,5.270332758863696
cell617_GM12878_,7.158673190521634,7.535857626386834,9.546976482170138,5.604997830298135,6.097378678834584,6.650269698352244,0.0,7.15349456298069,5.730074741648073,8.033690053491155,8.878588912959136,3.726352138210162
cell603_GM12878_,7.282456480945154,8.593391778008009,9.656931098617227,7.855784461851119,6.495857530955405,8.232219270461167,7.15349456298069,0.0,7.257738243407823,8.370640996293622,9.215695546894434,4.989698845402936
cell535_K562_,6.055105406428687,7.641249217747772,9.080555865950323,5.573520450001171,5.259748608460714,6.814771304530368,5.730074741648073,7.257738243407823,0.0,6.883721218560542,7.609032956972014,3.6842140498829763
cell562_GM12878_,6.7790720801887785,7.234340068907704,8.52458209137686,7.05570319635525,5.6369396742650215,7.306642904340489,8.033690053491155,8.370640996293622,6.883721218560542,0.0,8.38684892088202,5.933278939260656
cell200_HAP1_,7.371750495179544,8.251754328350223,9.775538306891592,7.892929397583074,5.748419038704741,7.606616411621378,8.878588912959136,9.215695546894434,7.609032956972014,8.38684892088202,0.0,7.118008513470276
cell500_K562_,4.307855187431583,5.837604415852066,7.84037127915165,3.837108260288325,3.6595795506359883,5.270332758863696,3.726352138210162,4.989698845402936,3.6842140498829763,5.933278939260656,7.118008513470276,0.0
