,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,0.2540788837954502,0.3132696296464534,0.0027746245992382908,0.003072098601092474,0.04302501006638623,0.12409161924693835,0.06188194076585438,0.02432136238653798,0.04943329559589253,0.01671526413085402,0.009041808895541778
cell79_HeLa_,0.2540788837954502,0.0,0.22222778981677926,0.21641675509654917,0.2407220103195207,0.31182803142458915,0.13728237825737127,0.30431454155179405,0.24684731174941177,0.3292511327076246,0.2426868993247204,0.2308966369876587
cell496_HAP1_,0.3132696296464534,0.22222778981677926,0.0,0.2678004295150872,0.31995417423691747,0.2937422753758062,0.15741181701145118,0.25159891465802003,0.30594416120314294,0.2939580822484624,0.3610225076712127,0.2801664148552273
cell469_HAP1_,0.0027746245992382908,0.21641675509654917,0.2678004295150872,0.0,0.004400981677921996,0.04904055337557303,0.10104838291021107,0.06275843098690487,0.0194202096399995,0.05443252662228622,0.017115399773612164,0.00726405289313142
cell315_HeLa_,0.003072098601092474,0.2407220103195207,0.31995417423691747,0.004400981677921996,0.0,0.05966516659283019,0.12623214150759546,0.07950285328763677,0.013204408389099276,0.06587958036421722,0.0064970325471264065,0.004785017163691583
cell602_K562_,0.04302501006638623,0.31182803142458915,0.2937422753758062,0.04904055337557303,0.05966516659283019,0.0,0.1172997682393406,0.0051733577292237855,0.10391801852913529,0.0026589271865722604,0.09797592704230819,0.050383918126345004
cell617_GM12878_,0.12409161924693835,0.13728237825737127,0.15741181701145118,0.10104838291021107,0.12623214150759546,0.1172997682393406,0.0,0.10031829604908338,0.1366447622796019,0.12254561624588765,0.14535940558347515,0.10336766263809964
cell603_GM12878_,0.06188194076585438,0.30431454155179405,0.25159891465802003,0.06275843098690487,0.07950285328763677,0.0051733577292237855,0.10031829604908338,0.0,0.1176583421928927,0.0033555413960779457,0.1209312043642765,0.061840797604890405
cell535_K562_,0.02432136238653798,0.24684731174941177,0.30594416120314294,0.0194202096399995,0.013204408389099276,0.10391801852913529,0.1366447622796019,0.1176583421928927,0.0,0.1030702396254665,0.01193479391323799,0.011922797023072532
cell562_GM12878_,0.04943329559589253,0.3292511327076246,0.2939580822484624,0.05443252662228622,0.06587958036421722,0.0026589271865722604,0.12254561624588765,0.0033555413960779457,0.1030702396254665,0.0,0.10543803939303734,0.05268620848773202
cell200_HAP1_,0.01671526413085402,0.2426868993247204,0.3610225076712127,0.017115399773612164,0.0064970325471264065,0.09797592704230819,0.14535940558347515,0.1209312043642765,0.01193479391323799,0.10543803939303734,0.0,0.012393402101414534
cell500_K562_,0.009041808895541778,0.2308966369876587,0.2801664148552273,0.00726405289313142,0.004785017163691583,0.050383918126345004,0.10336766263809964,0.061840797604890405,0.011922797023072532,0.05268620848773202,0.012393402101414534,0.0
