,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,10.258137329538815,12.39016312141662,9.635834161228551,5.047308292682446,9.334177074783137,10.027458640442362,10.327819665851614,8.25655153154328,9.215616107106413,9.675889851189982,6.25447657569314
cell79_HeLa_,10.258137329538815,0.0,14.260933556296578,10.97424773722295,9.757323220293287,12.811181794907469,10.53430734754966,12.720418839629874,10.757940784209044,10.877581688938848,12.159009980202718,8.511376701661757
cell496_HAP1_,12.39016312141662,14.260933556296578,0.0,12.404781588434684,10.122760960001646,11.587001728349026,13.253392783924724,12.98639461566654,12.185741314329473,11.034532842830288,12.078445479077761,11.173214851100925
cell469_HAP1_,9.635834161228551,10.97424773722295,12.404781588434684,0.0,7.904360663973989,10.101893345322036,8.262071533336144,11.652605003161376,7.808201783489929,10.28841187871954,11.3851470683769,5.777356837695056
cell315_HeLa_,5.047308292682446,9.757323220293287,10.122760960001646,7.904360663973989,0.0,7.888506035994523,8.92404992014001,9.735395012604084,7.50970736526416,7.9341563576855165,8.158108617259014,5.655517198400066
cell602_K562_,9.334177074783137,12.811181794907469,11.587001728349026,10.101893345322036,7.888506035994523,0.0,9.836110226023465,11.703906174674643,9.66482594360308,9.91636118758938,10.067817136027088,7.589865259178128
cell617_GM12878_,10.027458640442362,10.53430734754966,13.253392783924724,8.262071533336144,8.92404992014001,9.836110226023465,0.0,10.158882465967773,8.194479699192508,11.317544244173746,12.12975783920933,5.572548876487705
cell603_GM12878_,10.327819665851614,12.720418839629874,12.98639461566654,11.652605003161376,9.735395012604084,11.703906174674643,10.158882465967773,0.0,10.438221641738547,11.6336016260594,12.49998090972158,7.679478117780197
cell535_K562_,8.25655153154328,10.757940784209044,12.185741314329473,7.808201783489929,7.50970736526416,9.66482594360308,8.194479699192508,10.438221641738547,0.0,9.411189358404428,10.400525919984492,5.239071057582983
cell562_GM12878_,9.215616107106413,10.877581688938848,11.034532842830288,10.28841187871954,7.9341563576855165,9.91636118758938,11.317544244173746,11.6336016260594,9.411189358404428,0.0,10.992755383165779,8.497389858403757
cell200_HAP1_,9.675889851189982,12.159009980202718,12.078445479077761,11.3851470683769,8.158108617259014,10.067817136027088,12.12975783920933,12.49998090972158,10.400525919984492,10.992755383165779,0.0,9.904109991923038
cell500_K562_,6.25447657569314,8.511376701661757,11.173214851100925,5.777356837695056,5.655517198400066,7.589865259178128,5.572548876487705,7.679478117780197,5.239071057582983,8.497389858403757,9.904109991923038,0.0
