,cell144_HeLa_,cell79_HeLa_,cell496_HAP1_,cell469_HAP1_,cell315_HeLa_,cell602_K562_,cell617_GM12878_,cell603_GM12878_,cell535_K562_,cell562_GM12878_,cell200_HAP1_,cell500_K562_
cell144_HeLa_,0.0,0.4175525677593424,1.0473475458275894,0.21148712614291365,0.08428602581707859,0.17331888433911657,0.2933252578456883,0.22949431036431847,0.36759319901969656,0.33833300188802373,0.3438352686104784,0.19156827980246705
cell79_HeLa_,0.4175525677593424,0.0,1.0365842304980002,0.4543428937609812,0.331505617690005,0.4759771736464493,0.28182078372960195,0.6338889310166305,0.5379628001983001,0.5695856797215733,0.39244861381817886,0.4388764852282842
cell496_HAP1_,1.0473475458275894,1.0365842304980002,0.0,0.8213103838525317,1.1095794192029784,1.0555948273884819,0.8667170305635572,0.912245091995012,1.1250467431089626,1.092768074058395,1.4230631865437422,0.9199517094446303
cell469_HAP1_,0.21148712614291365,0.4543428937609812,0.8213103838525317,0.0,0.16621327752966342,0.24181669169826375,0.26359825396920866,0.19715204268794628,0.2667039255445837,0.38032560472940236,0.3638203454401525,0.13509756114973043
cell315_HeLa_,0.08428602581707859,0.331505617690005,1.1095794192029784,0.16621327752966342,0.0,0.12661446316493352,0.21625798557069162,0.2910447752658345,0.2969669007131744,0.311672399545077,0.17943174170303028,0.15301379951571764
cell602_K562_,0.17331888433911657,0.4759771736464493,1.0555948273884819,0.24181669169826375,0.12661446316493352,0.0,0.23949830177360906,0.2952191455831274,0.41393528296656834,0.283001222349871,0.3575951095926725,0.2539165967038405
cell617_GM12878_,0.2933252578456883,0.28182078372960195,0.8667170305635572,0.26359825396920866,0.21625798557069162,0.23949830177360906,0.0,0.3201453633992797,0.3246819997794281,0.4855716050446526,0.3875934559948264,0.23169717541515977
cell603_GM12878_,0.22949431036431847,0.6338889310166305,0.912245091995012,0.19715204268794628,0.2910447752658345,0.2952191455831274,0.3201453633992797,0.0,0.31069338733248214,0.5028844919192487,0.5977052729296612,0.10995430680584575
cell535_K562_,0.36759319901969656,0.5379628001983001,1.1250467431089626,0.2667039255445837,0.2969669007131744,0.41393528296656834,0.3246819997794281,0.31069338733248214,0.0,0.47688794201681145,0.39668126411301297,0.11261951516413518
cell562_GM12878_,0.33833300188802373,0.5695856797215733,1.092768074058395,0.38032560472940236,0.311672399545077,0.283001222349871,0.4855716050446526,0.5028844919192487,0.47688794201681145,0.0,0.5786912778809807,0.3905236841426607
cell200_HAP1_,0.3438352686104784,0.39244861381817886,1.4230631865437422,0.3638203454401525,0.17943174170303028,0.3575951095926725,0.3875934559948264,0.5977052729296612,0.39668126411301297,0.5786912778809807,0.0,0.3542420078740629
cell500_K562_,0.19156827980246705,0.4388764852282842,0.9199517094446303,0.13509756114973043,0.15301379951571764,0.2539165967038405,0.23169717541515977,0.10995430680584575,0.11261951516413518,0.3905236841426607,0.3542420078740629,0.0
