,arc_pair_48468,arc_pair_337111,arc_pair_542791,arc_pair_313438,arc_pair_624573,arc_pair_144158,arc_pair_720681,arc_pair_588558,arc_pair_450035,arc_pair_384979,arc_pair_131562,arc_pair_119264,arc_pair_16513,arc_pair_641885,arc_pair_703887,arc_pair_22407,arc_pair_89302,arc_pair_149569
arc_pair_48468,0.0,19818.354482431914,4568.0104589022685,3844.438958393915,22150.8765467801,17682.432457040904,11913.179645808461,25913.194819708817,15568.997945031011,13285.537128234748,10524.863914379908,21083.172553653705,25708.42995997829,20829.5897940569,21729.813997355926,12496.859331548236,3130.595037036215,19752.25936729381
arc_pair_337111,19818.354482431914,0.0,13150.324507379057,23149.5148394718,1204.9592936796082,1522.3633887188323,2855.7962240602087,1642.6338679872358,1275.512891150027,2289.0696968093503,5289.904716371006,1709.8902632322622,1155.082306792263,2184.33526296757,1838.6251539822488,4153.227529632897,16349.58966528319,1479.6539435110085
arc_pair_542791,4568.0104589022685,13150.324507379057,0.0,4084.0000851208406,14990.730664940314,11796.20243950087,8409.70391228225,18338.155900915004,9981.141679734525,8046.774814062683,8913.451845659325,14036.544939089868,17525.412408652413,12999.884223631427,13586.360621563248,7419.869835022878,2010.3661962429699,13063.532390666742
arc_pair_313438,3844.438958393915,23149.5148394718,4084.0000851208406,0.0,25335.89610686215,22098.71301262271,16558.355932192593,30248.822721910346,18586.132991468763,15597.677047685625,13305.531792676584,25502.829542942676,29783.216990309207,23470.932766194346,23255.634268706573,15120.346346197817,2399.4941078789398,23378.35286344837
arc_pair_624573,22150.8765467801,1204.9592936796082,14990.730664940314,25335.89610686215,0.0,1252.772085727469,3470.484962908784,1102.5990741903272,1621.9448934944746,2263.6708493733095,5334.701547318342,1361.4212291732874,989.8781778093339,1936.3402138035294,1673.2822260640883,4362.768557616086,18255.39475368307,1037.7208674955027
arc_pair_144158,17682.432457040904,1522.3633887188323,11796.20243950087,22098.71301262271,1252.772085727469,0.0,1523.8966907426857,1393.612627571229,1127.9902426025906,1577.8376145532484,4840.993563365292,1216.7277153588095,1669.443795054717,2141.7235349795956,2189.5307940417492,3720.053940550922,14962.382623443138,775.8930972650512
arc_pair_720681,11913.179645808461,2855.7962240602087,8409.70391228225,16558.355932192593,3470.484962908784,1523.8966907426857,0.0,3877.8979241519105,1295.0653377859317,1601.8296635880422,4232.640117442889,2885.7868355954633,4059.474814991114,3916.7062525289493,3926.888996633336,3732.843310866352,10601.168431547561,2520.8716587149875
arc_pair_588558,25913.194819708817,1642.6338679872358,18338.155900915004,30248.822721910346,1102.5990741903272,1393.612627571229,3877.8979241519105,0.0,2150.5685989499234,3378.9755367527177,7547.403939552671,1485.3335604854292,768.9321727633439,2627.4947701882447,1833.1446774573976,6761.612031105272,22129.307479636638,1349.5655143345691
arc_pair_450035,15568.997945031011,1275.512891150027,9981.141679734525,18586.132991468763,1621.9448934944746,1127.9902426025906,1295.0653377859317,2150.5685989499234,0.0,1023.2945634013402,4242.553053271676,1855.683485580856,2070.015493470909,2705.064899891593,2071.120162141178,3787.4547025427005,12400.402958744666,1315.7704441567485
arc_pair_384979,13285.537128234748,2289.0696968093503,8046.774814062683,15597.677047685625,2263.6708493733095,1577.8376145532484,1601.8296635880422,3378.9755367527177,1023.2945634013402,0.0,4070.649203986639,2158.2056036878475,3452.394200635864,3132.9137917927583,2558.971679398165,3562.6225388147795,9680.452721845559,1670.6855793426907
