,arc_pair_48468,arc_pair_337111,arc_pair_542791,arc_pair_313438,arc_pair_624573,arc_pair_144158,arc_pair_720681,arc_pair_588558,arc_pair_450035,arc_pair_384979,arc_pair_131562,arc_pair_119264,arc_pair_16513,arc_pair_641885,arc_pair_703887,arc_pair_22407,arc_pair_89302,arc_pair_149569
arc_pair_48468,0.0,4.693088198116718,5.536879297697576,5.328567878596434,4.732993443714991,4.320059971847462,4.174640550925386,4.560077551848211,3.990835117411261,3.967567678814249,5.122035753665569,4.886888023744195,4.592072725617872,4.972246718657612,5.115881379697031,4.6596011727179025,4.660224703839756,4.467876206552324
arc_pair_337111,4.693088198116718,0.0,3.6819512319069605,5.229176085291423,0.9233144839138956,1.0191408811054186,1.4838642683477898,0.7595426216146259,1.015568089711239,1.2637812091741345,2.2359640520489226,1.1528446076392938,0.602420511690995,1.115801522797762,1.2949112937523783,1.6758895872987494,3.683353645736293,0.8970336584908627
arc_pair_542791,5.536879297697576,3.6819512319069605,0.0,4.420923193092326,3.5404248447917164,3.2311080842505624,3.3137972285409445,3.520765167214508,2.532023401030444,3.1457508729133137,4.681905371517321,3.5310088956801398,3.302196141124688,3.820439865162893,3.6137041074521985,4.0136959860143255,4.000937032495164,3.6715003793386303
arc_pair_313438,5.328567878596434,5.229176085291423,4.420923193092326,0.0,5.106080759006758,5.253744301481335,4.5334578389874896,5.179242459365544,4.232332639583884,4.489177752778906,5.049906543449346,5.497407694022659,5.074862118232158,5.509314218115945,5.315036105081422,4.841290942575261,3.8965436768761674,5.308189615749651
arc_pair_624573,4.732993443714991,0.9233144839138956,3.5404248447917164,5.106080759006758,0.0,0.738492521223081,1.247730511608743,0.5474050531962338,0.9348959422349762,0.7253563957115967,1.862581793991734,0.5557332611870697,0.6178335620988554,0.7302196509101648,0.9279368007250769,1.5216572574792449,3.6806420981501033,0.5821478412393957
arc_pair_144158,4.320059971847462,1.0191408811054186,3.2311080842505624,5.253744301481335,0.738492521223081,0.0,1.0472060547615119,0.5995064741435658,0.7776947117327695,0.9175156221412236,2.250755010692291,1.0114119224214844,0.7161752802733037,0.8494723771835507,1.0141612814938,1.7259340508534358,3.6176066724015574,0.5985453692613133
arc_pair_720681,4.174640550925386,1.4838642683477898,3.3137972285409445,4.5334578389874896,1.247730511608743,1.0472060547615119,0.0,1.1414954913409017,1.119415941071448,1.2489600410582098,2.504543915514693,1.456668767138488,1.092880473699342,1.3431147927937552,1.555815704106535,2.059419772040707,3.357734966119673,1.296960143464706
arc_pair_588558,4.560077551848211,0.7595426216146259,3.520765167214508,5.179242459365544,0.5474050531962338,0.5995064741435658,1.1414954913409017,0.0,0.7065757008918997,0.817432669713333,2.0682736909210715,0.8045599549429927,0.36870561630118825,0.7649234285636484,0.7590648566771268,1.5922492604551164,3.775032669387893,0.524596079656414
arc_pair_450035,3.990835117411261,1.015568089711239,2.532023401030444,4.232332639583884,0.9348959422349762,0.7776947117327695,1.119415941071448,0.7065757008918997,0.0,0.9108094719834177,2.2924364957149788,1.2236831487547666,0.7021161386151185,1.2080324113600458,1.1532984868094518,1.6032226281505952,3.001470212887665,0.9634634459666148
arc_pair_384979,3.967567678814249,1.2637812091741345,3.1457508729133137,4.489177752778906,0.7253563957115967,0.9175156221412236,1.2489600410582098,0.817432669713333,0.9108094719834177,0.0,2.1478647361879384,1.038581015850568,0.9385865788604713,1.1026930190933104,1.239752766781232,1.447130349976419,2.9448108703691798,0.8216708871584442
arc_pair_131562,5.122035753665569,2.2359640520489226,4.681905371517321,5.049906543449346,1.862581793991734,2.250755010692291,2.504543915514693,2.0682736909210715,2.2924364957149788,2.1478647361879384,0.0,2.1317010395614813,2.098336898265511,2.3178126739675036,2.418351289593045,2.332075447993363,4.079609077773202,2.203757773919657
arc_pair_119264,4.886888023744195,1.1528446076392938,3.5310088956801398,5.497407694022659,0.5557332611870697,1.0114119224214844,1.456668767138488,0.8045599549429927,1.2236831487547666,1.038581015850568,2.1317010395614813,0.0,0.7352895400056596,0.9781935906813086,1.0006756703659978,1.7707583892854397,3.9782123502283246,0.8580255862331472
arc_pair_16513,4.592072725617872,0.602420511690995,3.302196141124688,5.074862118232158,0.6178335620988554,0.7161752802733037,1.092880473699342,0.36870561630118825,0.7021161386151185,0.9385865788604713,2.098336898265511,0.7352895400056596,0.0,0.8136297224734383,0.8334603872641421,1.4799130905805686,3.7344454255956574,0.6857912879878661
arc_pair_641885,4.972246718657612,1.115801522797762,3.820439865162893,5.509314218115945,0.7302196509101648,0.8494723771835507,1.3431147927937552,0.7649234285636484,1.2080324113600458,1.1026930190933104,2.3178126739675036,0.9781935906813086,0.8136297224734383,0.0,0.9108381756220577,1.9754136992305669,3.9937662019162765,0.8028501167258446
arc_pair_703887,5.115881379697031,1.2949112937523783,3.6137041074521985,5.315036105081422,0.9279368007250769,1.0141612814938,1.555815704106535,0.7590648566771268,1.1532984868094518,1.239752766781232,2.418351289593045,1.0006756703659978,0.8334603872641421,0.9108381756220577,0.0,2.1381906009117584,3.90955619276701,0.9420394615309058
arc_pair_22407,4.6596011727179025,1.6758895872987494,4.0136959860143255,4.841290942575261,1.5216572574792449,1.7259340508534358,2.059419772040707,1.5922492604551164,1.6032226281505952,1.447130349976419,2.332075447993363,1.7707583892854397,1.4799130905805686,1.9754136992305669,2.1381906009117584,0.0,3.6514125634618178,1.4991653189715795
arc_pair_89302,4.660224703839756,3.683353645736293,4.000937032495164,3.8965436768761674,3.6806420981501033,3.6176066724015574,3.357734966119673,3.775032669387893,3.001470212887665,2.9448108703691798,4.079609077773202,3.9782123502283246,3.7344454255956574,3.9937662019162765,3.90955619276701,3.6514125634618178,0.0,3.6525085353098197
arc_pair_149569,4.467876206552324,0.8970336584908627,3.6715003793386303,5.308189615749651,0.5821478412393957,0.5985453692613133,1.296960143464706,0.524596079656414,0.9634634459666148,0.8216708871584442,2.203757773919657,0.8580255862331472,0.6857912879878661,0.8028501167258446,0.9420394615309058,1.4991653189715795,3.6525085353098197,0.0
