sigma,ot_value
0,0.0
0.1,0.3330883503516046
0.2,0.4472502943635464
0.3,0.7645475077240028
0.4,1.451179748412518
0.5,3.9210827328322617
0.6,16.378917399699116
0.7,9.187102894644726
0.8,21.573526639019864
0.9,58.796326092838505
1.0,71.52956499733386
