,arc_pair_684529,arc_pair_206257,arc_pair_337111,arc_pair_218228,arc_pair_307657,arc_pair_694660,arc_pair_578116,arc_pair_307953,arc_pair_203062,arc_pair_197122,arc_pair_255622,arc_pair_139628,arc_pair_557730,arc_pair_610128,arc_pair_283483,arc_pair_370771,arc_pair_522221,arc_pair_624573,arc_pair_144158,arc_pair_115275,arc_pair_593564,arc_pair_708260,arc_pair_247784,arc_pair_511862,arc_pair_649551,arc_pair_270697,arc_pair_446116,arc_pair_148500,arc_pair_656372,arc_pair_664080,arc_pair_257072,arc_pair_547258,arc_pair_67750,arc_pair_720681,arc_pair_347280,arc_pair_588558,arc_pair_649403,arc_pair_599471,arc_pair_695283,arc_pair_724174,arc_pair_450035,arc_pair_726873,arc_pair_156269,arc_pair_269928,arc_pair_242245,arc_pair_384979,arc_pair_595373,arc_pair_295568,arc_pair_142660,arc_pair_167650,arc_pair_435729,arc_pair_653762,arc_pair_365022,arc_pair_716732,arc_pair_692544,arc_pair_134659,arc_pair_639703,arc_pair_632661,arc_pair_271027,arc_pair_493828,arc_pair_336359,arc_pair_731860,arc_pair_323321,arc_pair_462000,arc_pair_131562,arc_pair_119264,arc_pair_625567,arc_pair_16513,arc_pair_101269,arc_pair_176092,arc_pair_523521,arc_pair_551110,arc_pair_521750,arc_pair_532740,arc_pair_700005,arc_pair_474346,arc_pair_460240,arc_pair_594335,arc_pair_24655,arc_pair_75573,arc_pair_641885,arc_pair_292663,arc_pair_703887,arc_pair_22407,arc_pair_280409,arc_pair_172674,arc_pair_208250,arc_pair_713999,arc_pair_564013,arc_pair_149569,arc_pair_281486,arc_pair_27275,arc_pair_723396
arc_pair_684529,0.0,158.63073294672964,354.4275331551421,385.16929030869375,363.7903962060184,210.02080105370197,435.5685376800009,331.2718158345039,216.12010240894398,294.58490966088556,188.05231884127068,191.21889145146454,259.9075829012439,248.00076196295052,685.3899369630723,468.9039339658913,264.93444052245775,137.56384627630547,265.4365500197648,424.4653751401454,321.76755718357924,452.27122539502443,237.77075238657255,131.38607981599768,468.3400588277618,355.6534445311805,561.516054523112,282.24230016387787,218.76391408891322,413.69315062129033,205.3427160976156,262.4162128845055,303.2731280938925,464.91707976081784,457.52298881649256,224.36429600323612,214.51636709139694,264.5901755053783,274.4050878955894,193.78680031383274,284.4767035020909,315.7905529595243,314.015265463092,240.9594497146382,309.7207544818462,315.80092045932736,293.1792259258385,366.9860057066884,402.8623323472835,428.9947176668186,408.13830821014636,577.0743391798849,210.4216318855889,1183.8567634241058,175.22552182148956,491.1179739546718,222.8004337618564,687.4948140236918,366.5532460737334,345.9138401660099,354.89026703687796,314.5059365341484,441.955690320245,152.451867244969,445.50864552648466,266.4676956570776,486.6192092822096,294.47803810268056,307.7347023590745,475.397558181931,288.95957588358283,277.52783435052083,253.51539561564186,198.67466569682423,403.4186406551701,588.3998150212684,603.6449016172191,166.00086525201323,413.7043941634077,509.33931737138533,301.1136808746351,284.6218253943305,309.3329044572037,363.3019571342748,322.9558037075227,387.1571188290817,340.1616500391025,222.57595170525343,446.9563699813575,188.87944949444392,281.5684581853784,372.90819465319896,994.7258889632303
arc_pair_206257,158.63073294672964,0.0,404.88144152427776,362.143238997474,313.88541120842876,224.16494814799455,488.0837514883391,302.52339631702125,191.30916705778964,232.54603574852496,176.20378553495368,115.73485887177208,242.54200606107182,290.85180706507145,482.0112046534114,518.6891472587099,185.36154262554732,148.99057893650883,223.18151265006952,394.4463797116952,293.81682652002996,359.2023791097047,217.3708454691644,159.6365531839259,449.8931663422004,239.57588341766308,533.2677428188315,289.64742555010514,214.22234096617416,387.93502998945803,217.61740310553915,189.0205935970062,261.10411381729244,422.6881817383848,401.00167183120027,157.6090300637719,200.22318123104225,222.32525196192785,264.4511189125221,224.06550149940506,258.68679409907077,337.9053072233298,346.6479026659544,269.492723164747,204.0718909544803,275.3971446505982,291.4365568277633,426.49299159476845,313.24375755601955,255.659398858594,371.7462195921577,555.0156148241056,244.74695396120615,941.2432464075866,299.6255940819438,450.54642322341795,255.2338267035613,595.7361861442088,354.07497613072564,339.5148346983307,234.69295193632144,268.84150928476475,512.8767663212042,111.38634484050571,567.6022094811647,204.43525839608782,421.61630138421623,267.09066910894364,297.79895197014184,383.43719261615445,279.98384933550847,301.52860015944884,184.03898658093846,233.1525573424534,430.20712729734504,445.936299198049,575.2719343889089,155.97504176252906,396.81898756773455,573.3994995580354,320.56837469599355,281.7188931821528,354.0868158123269,383.10588014087125,301.28788461619604,302.1982299939275,318.17928050984034,211.57217239123156,394.94393380401635,242.4378998711165,180.10659998678992,297.9472734776929,846.530003103643
arc_pair_337111,354.4275331551421,404.88144152427776,0.0,519.9535523106056,778.5136449327516,400.35053380669183,822.6226938900606,666.979436256244,302.75938820904224,449.8714904380735,418.9867388909666,477.88126349488107,448.4514808802599,257.0540491006108,1106.1662879179087,423.31858836662195,234.8421790346812,346.3125765657562,464.94393504922994,657.029472159511,330.6115475832733,824.4220349299344,591.8695807032922,258.2834497134733,610.1495404670522,502.50144219757624,871.7807079856905,259.25700774160794,234.41081985134983,273.89535163088624,181.10223984815076,224.48979559121665,552.2930911395852,618.3117749196973,850.5448952926884,187.850813860769,373.49092262605484,342.45811352332294,481.84872021735447,208.51701058977076,254.90184997660657,239.8399505291132,229.70622326193464,304.68400213805455,374.48688208001397,700.8997588665256,416.33892350275437,298.5082538868553,755.2084569094521,388.7849210512137,467.23695443612144,988.7603711328425,203.35755499824924,1833.3651795060791,390.88903191254144,536.2873258634788,432.55890988522447,1198.2944167190253,512.91398072639,726.8445140768321,503.8810750169356,473.38162212811943,477.3854888462227,355.0858607335337,657.0317211277095,457.60195235200854,847.9821544333465,164.5380093356599,223.79162794113847,571.7685497162879,493.38428762674323,464.89197495639155,594.4945213255036,282.7092407807966,648.5902617525747,908.2998286426812,1070.3037028822196,310.06710998245455,276.132891661647,811.2715454891703,501.79488096568537,307.8518337380168,454.203176680182,601.2335260375104,527.296530915407,672.7832615728568,313.43301412810024,221.5528870272209,740.8397926804533,378.3883202281603,428.41422328683586,505.99399967308716,1517.100382888754
arc_pair_218228,385.16929030869375,362.143238997474,519.9535523106056,0.0,516.199064664843,516.608833723717,465.289522226075,379.26376497779677,462.9888624395592,397.0511367629071,327.8658561218156,410.2191417726665,417.4967878538828,522.9114351519702,491.8675750534445,420.4076509022923,444.04892280237914,357.74166801034835,444.61737083307986,502.8048339566876,313.83010655038777,551.2301646609915,426.1080361994604,402.24160046118993,420.45681284102454,495.5904852777935,470.2795756105645,462.95351299059814,275.83245789543366,532.8186900322435,418.5307714887033,490.29332336895646,445.84648790344784,458.4861064891912,455.6213553132203,413.48326106753564,448.46274282249146,387.77988307097394,315.6521981982764,488.7749392040721,318.1287370966289,552.8347812023877,527.3367934477583,394.3422814500812,463.90315110179324,437.6699585527849,304.426906963376,460.61143048733163,413.25743662754655,455.8525392318713,409.60505044260736,466.5046469182495,382.50439819692735,892.7904650606301,432.2256986225687,538.0672026609241,446.00387945680995,588.7342468559783,324.2994027581705,478.3599040982572,409.4778896314894,413.02393880187316,589.5406200837866,418.22759678567536,418.6097183730775,451.6922703704872,368.9175451158893,338.9064060358903,531.5593612221096,504.2242765275058,493.7758424531079,253.50574734719189,413.7395499064586,446.64237963081405,437.48479333026205,481.1354135465003,565.3210374584899,425.23920551458576,549.8080698982448,546.963085604841,537.6948339322321,397.8943898936154,551.2279573321357,316.3157509664529,466.39422636277425,435.940240122303,446.15895610946916,310.95243527847794,430.737077109506,455.1749360455142,365.4000127165435,544.7736363062338,903.8356632560345
arc_pair_307657,363.7903962060184,313.88541120842876,778.5136449327516,516.199064664843,0.0,370.8046617474976,400.5743874393833,145.50532256198647,505.76824465949073,425.9500203991021,369.83245338843255,346.29753543360874,417.4436800613323,537.8438919381992,502.99807273014403,782.9636410455992,500.9050430213963,435.7403423093467,423.3240438965876,540.6110772329582,525.2622502955071,153.95345097240397,230.86279090172707,373.5191509216627,475.39180816018694,299.58301655961867,465.5988544540652,578.5711029242711,392.53870477779094,727.5800299708491,465.0277893727786,629.8927143643027,216.17561177284458,512.1000453833674,376.21560616942367,464.3090562347249,460.21284587034904,377.7642756672166,425.00771956864827,599.1150310131483,489.9884035566578,650.6758426714322,561.3342501260998,356.2556100797647,405.54715603900564,345.9933003522181,531.0478007279141,633.6115846655213,309.92148096317567,583.1082886943958,513.9683633040511,543.4176656915897,567.9756036892095,719.6474728466828,398.3501700611045,588.7582787046499,397.9446392759297,581.6763230672354,555.3612645487307,254.03876076887664,550.7681344310718,383.60345188218474,723.0480713317265,357.4235528668858,712.1522386235083,401.4450019357764,504.1678616991924,577.504055700554,632.8701738175972,521.5872999446815,528.9991816629517,365.5997420369058,252.2214831217401,539.8939589752586,479.2802323384665,424.006808653836,273.25525037432135,354.0482358106835,783.0602279869775,562.534631878844,514.3470450245768,550.7284862103945,410.38344871883834,548.245187917259,406.6851629946381,252.2667197070913,663.1144743980591,443.41467102411553,397.71610708113474,353.1039644724705,411.15198835355835,283.9198617159459,551.0891302943696
arc_pair_694660,210.02080105370197,224.16494814799455,400.35053380669183,516.608833723717,370.8046617474976,0.0,541.9575235941775,350.49786204820543,210.6040462739898,303.60918096979543,316.23212044370933,220.28020227555632,327.4548579094359,273.6613362120147,641.1016554665894,563.7759788212888,260.09488351906873,294.2371333228203,326.0502493538068,488.4283709692857,428.19084820498915,373.1076759524815,273.87716662501094,243.94746091710675,616.5518764959298,303.85201198413824,566.3949435708594,291.8916532619381,339.84214143003027,501.62326494646163,265.269009992305,270.78361692884835,357.43959927995775,503.68549838004935,475.40178909563724,306.4771987826,302.78377589318734,314.737653100584,426.31875263425883,259.7223887574287,392.03127282080993,359.278576716794,319.6745458646154,278.111964067008,270.84558289264714,425.1741739625328,443.9379574737889,470.40684336286245,474.04323433536547,373.34132173886195,457.559831265605,674.9322532089263,274.6055065504446,1209.6894368563176,284.5675109916137,526.677261911145,257.495807598,761.3023493560586,519.2358537022935,392.166439851308,329.40724414903457,373.91537558081825,574.610397820409,259.7033346955308,671.7961667430964,245.26040858851826,532.8197633521644,344.0754346052402,378.48150114085445,474.00339160878207,342.2923921608702,329.766661750269,264.2417806820107,310.79872603347684,550.6470855223572,562.4038172841774,617.9984792092694,114.47546654643145,510.0671043116716,576.6695416715088,235.46084033996422,313.4550715867277,378.69938446802206,552.8592728606277,372.2155435085214,430.3741134551318,440.39922718816007,287.65308493302797,402.2149731036653,292.21743350418365,339.8322099297558,396.61413400496207,949.0456327228854
arc_pair_578116,435.5685376800009,488.0837514883391,822.6226938900606,465.289522226075,400.5743874393833,541.9575235941775,0.0,329.57955245776714,534.6350322116634,476.2294408610437,498.61746867817317,483.28416265602567,438.0308605672362,667.1460113200825,582.8311595241954,806.7852984495505,603.5617656511068,515.3019464692213,392.63941773330833,343.49911037212865,488.7755946526004,469.19889722374444,417.8207579821058,520.1617062854971,371.21279876368254,520.5527657837381,314.838706864149,650.9223128105941,432.66705473614735,643.2409229482216,551.7580522463496,704.9934311249826,417.40915282267565,353.31766465605403,254.82718044009823,563.9611898562108,502.8620132101308,493.39781244133104,374.5122208138087,757.0476147059385,490.3253922234492,740.1463342380662,586.951581185767,389.3398587598603,568.9056794189266,308.5387116366472,459.92812817188184,672.0441622791827,526.5850034052446,681.9288842096446,358.5674001103033,270.2992747077549,557.417298486029,709.0606387474934,506.99157699836525,541.6951217086871,515.1364195876822,361.0471938890695,467.5143232241526,323.29017261049023,513.9199368526789,333.89409923997556,620.8384298471324,516.8101168189063,598.3118080133415,593.4498442915893,374.567267517304,646.2024861016757,784.8719935700487,525.1540006203289,557.6146997669259,309.7447533496528,409.8433449729973,538.6726625769022,414.65768496413136,462.5260545446806,443.65920234628584,490.67046982189635,793.2621486822102,406.503280441033,549.2179394637715,486.840546513184,592.3607806833174,363.63270853319614,555.7813951717189,359.2330584522554,636.9863394500755,478.4751127234002,390.8040665332873,411.92625012607084,496.6979344073232,546.738501496982,563.6546207215713
arc_pair_307953,331.2718158345039,302.52339631702125,666.979436256244,379.26376497779677,145.50532256198647,350.49786204820543,329.57955245776714,0.0,448.2344389327172,364.41739776951664,356.73717181023227,363.75832680691735,336.73659958522774,544.850702794129,416.6460836277204,712.5323327377896,410.8874294014126,392.4722508859712,367.5358420967945,427.0549944775819,417.19088294443543,185.67259378912328,235.9354620173527,362.6668963946034,432.9526103666897,269.29477263411474,343.8241754399086,541.6418451425153,306.1686843646584,632.6415760018267,374.47084012348205,587.5236780417465,166.87898358957506,440.16646079311926,319.0379322532982,432.0894917288722,375.6672193296929,280.6494590525266,349.7508134418369,587.5690683413384,410.39294018701526,609.9590241506857,506.8097371397506,309.1469224765251,416.13823169713925,316.32471490966566,463.52312672112384,573.6494121543253,232.50254683761978,512.8048293523223,454.37210672019603,437.9371536235231,476.3325386927952,631.5004943749398,366.31607075337746,516.3408603580714,353.1622392575705,503.6011243645388,421.64366203104623,246.94428850258754,476.7256152265336,304.9266222846369,628.2287848937758,351.6847291869518,615.8206506552192,362.0870293200799,363.0272359789529,462.8857782408147,624.1003731743336,454.0257897387555,462.7021726717047,235.36939143085033,258.47544119113894,483.8023304822312,392.6504815135319,351.55413694798335,236.0877551269071,325.5259390583835,693.6825975459574,467.70770223917816,488.29695444997594,418.8309015264321,418.9939129496324,430.80641974648415,393.40984350834634,171.26674326217687,598.7969564058617,334.4898245241447,363.9358281876784,362.5505220688683,404.2483641667567,292.0326511712148,568.1990982112669
arc_pair_203062,216.12010240894398,191.30916705778964,302.75938820904224,462.9888624395592,505.76824465949073,210.6040462739898,534.6350322116634,448.2344389327172,0.0,280.51902069583076,288.6924150040837,227.80713154233405,320.0090278295724,303.2020370813591,728.2464475186142,482.41575716614955,188.42103601564946,216.0440996563037,258.2834455845918,435.1366073089409,377.13442021938556,537.8486417331227,328.176336529129,218.9240869518232,534.1524468075961,349.66585550084767,618.2707086488289,274.5386785197719,292.69205917822654,300.78404686060077,188.32324772872835,139.38889489723192,323.990338001772,421.6997412954436,501.1127880701456,175.34574835802923,205.8521430535609,300.99416333584156,362.14224476419497,247.80913529414323,275.13440076443874,249.85078004795915,240.35980624968425,314.61765088316474,271.92399290314614,371.5923458309115,340.58808555187505,387.35039498032154,554.8745169839756,315.9075795813265,385.8274601174792,656.6660871716067,240.187312888772,1285.2070317037615,280.8534244977956,443.12341937088354,283.0576916070694,753.3516885518249,373.70577719972187,489.5053583495419,284.79233741120845,309.95311659265167,480.87966873921926,205.8090095956335,673.9119413680382,313.2368759073902,593.5009856580264,256.0884943909553,331.18703017635465,386.3198777722888,299.35614942687164,363.6758794980841,349.56966593467985,214.22026465786934,432.65365171834924,618.5709300463702,747.1811333319292,146.34227537534207,391.2903249312775,637.3668977336255,329.96785388616746,213.00777212428324,412.7766688326504,510.9678931115043,350.7859053233133,415.7015085357611,268.3626481429586,176.95809808739853,506.6520705464719,255.84423593659335,307.7958944766772,369.4259170143392,1099.3443172903865
arc_pair_197122,294.58490966088556,232.54603574852496,449.8714904380735,397.0511367629071,425.9500203991021,303.60918096979543,476.2294408610437,364.41739776951664,280.51902069583076,0.0,321.132625407328,311.3310683398126,238.79021060677562,328.71077211321074,456.861817237755,497.4898685977786,182.16371079488908,284.7664896311798,207.26167200066948,318.3437240032471,189.81379967435504,415.2616653706266,404.0530338500666,254.1526959694869,502.94941734391,305.58465612402847,420.5201938565366,376.6690573288298,232.95908148937775,305.86495849404946,250.23674850402128,330.6731687798721,373.9905000669455,314.5243738691315,426.8832692791693,248.4305754374833,294.41496541609513,353.37700677566954,242.44750160461803,358.79946962635427,265.76533067808987,354.35221996393426,333.14084531101014,260.24432712150025,255.70587259587808,354.72990192596035,279.5045334221676,462.89590597709105,330.6328302142813,379.1505921562439,350.60185126279964,513.0470718282888,249.67988829984242,961.6936009917284,358.2250286574264,303.5906158021424,401.20688335013375,660.5388584859991,304.54761470350417,298.7538111665327,308.99935443614174,258.3958123762886,632.9383263102454,326.44481889440215,724.509038914375,311.0606582778995,397.84897847749437,233.26859147401785,520.6465983470237,360.5263850717921,436.8804822029012,287.0512324885179,260.1089788131484,445.4223715191981,391.46080406761894,316.6942246149347,513.421517416406,247.8802414448086,478.55352175391783,565.9475020730746,331.30892026252616,254.9947086892402,446.25301591282357,375.2815893562001,391.4693638154049,338.18021395133485,404.37050290555976,275.7759789294016,276.62861286369946,267.62943538846724,317.08628471376994,290.95993774712497,865.7348127971006
