,cell_name,cell_type,total_mass
2224,arc_pair_211357,T cells,10.369298020997183
2225,arc_pair_211445,NK cells,9.899484087878966
2226,arc_pair_211544,T cells,18.485608117764755
2227,arc_pair_211612,NK cells,17.656016227599842
2228,arc_pair_211618,T cells,17.806642402183805
2229,arc_pair_211730,NK cells,19.27678659438147
2230,arc_pair_211785,B cells,23.412223335100848
2231,arc_pair_211891,NK cells,12.774877551020406
2232,arc_pair_212031,T cells,13.381869198461157
2233,arc_pair_212191,T cells,10.1415695359444
2234,arc_pair_212201,Monocytes,28.29905541476372
2235,arc_pair_212240,T cells,26.390932361690844
2236,arc_pair_212385,NK cells,13.041533776860582
2237,arc_pair_212623,Dendritic cells,92.16088749263696
2238,arc_pair_212638,T cells,11.530169998131887
2239,arc_pair_212649,T cells,13.071366145354189
2240,arc_pair_212837,CD4+ T cells,11.665340011044885
2241,arc_pair_212887,CD4+ T cells,22.824766526053985
2242,arc_pair_212929,T cells,14.313265645379914
2243,arc_pair_212964,CD4+ T cells,33.39992660271824
2244,arc_pair_212990,T cells,14.090234805459016
2245,arc_pair_213047,Monocytes,39.917776475601954
2246,arc_pair_213060,CD4+ T cells,8.110655665294441
2247,arc_pair_213140,CD4+ T cells,13.79873010154684
2248,arc_pair_213281,Monocytes,20.33369572841411
2249,arc_pair_213527,CD4+ T cells,12.297146458742084
2250,arc_pair_213547,T cells,8.849110542413083
2251,arc_pair_213809,CD4+ T cells,7.920468995128397
2252,arc_pair_213818,CD4+ T cells,9.93747453621968
2253,arc_pair_213849,CD8+ T cells,31.34149875707344
2254,arc_pair_213970,T cells,16.53885094961438
2255,arc_pair_214127,CD8+ T cells,11.434575313438108
2256,arc_pair_214192,Monocytes,16.105043576381156
2257,arc_pair_214197,NK cells,6.902023452177856
2258,arc_pair_214387,NK cells,18.92256694129763
2259,arc_pair_214794,CD4+ T cells,8.6938202247191
2260,arc_pair_214816,Monocytes,20.88769655349464
2261,arc_pair_214856,NK cells,18.6437498832365
2262,arc_pair_215073,T cells,12.53693066053237
2263,arc_pair_215245,Monocytes,37.59376253063043
2264,arc_pair_215252,CD4+ T cells,12.432938520257316
2265,arc_pair_215305,Monocytes,45.162909122096075
2266,arc_pair_215487,Monocytes,21.90639705380891
2267,arc_pair_215673,Dendritic cells,74.98601621863227
2268,arc_pair_215679,CD4+ T cells,15.59593931703252
2269,arc_pair_215780,NK cells,14.026061776061775
2270,arc_pair_215812,NK cells,10.804425027464807
2271,arc_pair_215934,NK cells,343.9547797043589
2272,arc_pair_215979,CD4+ T cells,12.502828840841984
2273,arc_pair_216044,NK cells,15.33725156247624
2274,arc_pair_216045,CD4+ T cells,7.654366041315346
2275,arc_pair_216063,B cells,14.857425656103986
2276,arc_pair_216098,T cells,15.82586405529954
2277,arc_pair_216141,Monocytes,38.53478954302753
2278,arc_pair_216313,Monocytes,12.56576328489244
2279,arc_pair_216336,Monocytes,15.03715938476256
2280,arc_pair_216478,CD4+ T cells,10.457963280604792
2281,arc_pair_216567,CD4+ T cells,7.281248748180691
2282,arc_pair_216579,NK cells,23.835281207133058
2283,arc_pair_216641,Monocytes,88.15546081217943
2284,arc_pair_216663,NK cells,20.968182668912597
2285,arc_pair_216833,T cells,140.37939819401592
2286,arc_pair_217403,CD4+ T cells,12.776797656739411
2287,arc_pair_217428,Monocytes,49.4938677543772
2288,arc_pair_217450,Dendritic cells,43.062054099647376
2289,arc_pair_217718,T cells,14.787490129453712
2290,arc_pair_217721,Monocytes,59.23116378557708
2291,arc_pair_217858,CD4+ T cells,18.57929541062239
2292,arc_pair_218136,Monocytes,72.04443289410838
2293,arc_pair_218197,T cells,18.85825946817083
2294,arc_pair_218228,Monocytes,28.588961591584468
2295,arc_pair_218284,CD4+ T cells,11.657719743682746
2296,arc_pair_218472,CD4+ T cells,9.34055072173884
2297,arc_pair_218505,NK cells,41.38494691593424
2298,arc_pair_218510,Monocytes,37.111539995214926
2299,arc_pair_218516,T cells,11.99611732846096
2300,arc_pair_218559,Dendritic cells,9.847179411000113
2301,arc_pair_218602,T cells,11.728327239008344
2302,arc_pair_218611,T cells,16.510616159639017
2303,arc_pair_218682,NK cells,13.51713343528962
2304,arc_pair_218818,T cells,8.241821721104257
2305,arc_pair_218892,Monocytes,31.036647119868967
2306,arc_pair_218894,Monocytes,14.310708898944192
2307,arc_pair_218988,Monocytes,15.3530531483244
2308,arc_pair_219016,B cells,12.401583692163788
2309,arc_pair_219021,CD4+ T cells,24.070889375199783
2310,arc_pair_219107,NK cells,12.38963468536069
2311,arc_pair_219196,NK cells,17.158602374629336
2312,arc_pair_219265,CD4+ T cells,12.692384056897318
2313,arc_pair_219292,Monocytes,41.451972866611435
2314,arc_pair_219687,CD4+ T cells,9.34550972912018
2315,arc_pair_219760,NK cells,14.744476187032149
2316,arc_pair_219917,T cells,16.42385212276973
2317,arc_pair_220021,B cells,19.28661327231121
2318,arc_pair_220081,B cells,21.2032519355339
2319,arc_pair_220195,T cells,5.452810180275716
2320,arc_pair_220233,T cells,9.1664795289607
2321,arc_pair_220272,CD8+ T cells,15.211342738822209
2322,arc_pair_220345,CD4+ T cells,14.2221840724845
2323,arc_pair_220347,CD4+ T cells,13.252159071951956
2324,arc_pair_220544,T cells,106.71562629375777
2325,arc_pair_220753,NK cells,11.12886108173034
2326,arc_pair_220852,T cells,14.660768325910135
2327,arc_pair_220908,CD4+ T cells,11.531650064108888
2328,arc_pair_221029,CD4+ T cells,14.942202062440202
2329,arc_pair_221107,CD8+ T cells,8.871949371601747
2330,arc_pair_221230,Monocytes,12.241118887569325
2331,arc_pair_221253,CD4+ T cells,13.315071598594477
2332,arc_pair_221309,CD4+ T cells,9.219274977895669
2333,arc_pair_221519,CD4+ T cells,9.568941816753636
2334,arc_pair_221583,NK cells,8.919674240314087
2335,arc_pair_221634,T cells,9.450899585980578
2336,arc_pair_221702,CD4+ T cells,6.863695459157788
2337,arc_pair_221769,NK cells,18.34476409666283
2338,arc_pair_221856,Dendritic cells,48.0650771346116
2339,arc_pair_221861,NK cells,9.054058745920422
2340,arc_pair_221968,B cells,58.57066169783279
2341,arc_pair_222081,CD8+ T cells,10.21668032843825
2342,arc_pair_222229,NK cells,13.157916392363395
2343,arc_pair_222429,T cells,9.182379376759346
2344,arc_pair_222444,T cells,19.18362695892656
2345,arc_pair_222514,B cells,19.779858657243818
2346,arc_pair_222540,CD4+ T cells,11.131003222275329
2347,arc_pair_222685,NK cells,102.94879885166428
2348,arc_pair_222847,CD4+ T cells,8.568814860358094
2349,arc_pair_223124,B cells,34.29833840092501
2350,arc_pair_223173,CD4+ T cells,25.048727777335444
2351,arc_pair_223240,CD4+ T cells,32.3544963939729
2352,arc_pair_223322,Monocytes,19.702328306726216
2353,arc_pair_223348,NK cells,11.063747924344902
2354,arc_pair_223368,NK cells,10.874792515467028
2355,arc_pair_223387,T cells,8.088914269051322
2356,arc_pair_223613,CD4+ T cells,14.32603127730738
2357,arc_pair_223652,T cells,25.60813208949855
2358,arc_pair_223834,T cells,8.821379534163816
2359,arc_pair_223891,Monocytes,32.52491432384072
2360,arc_pair_223907,T cells,11.147858395039115
2361,arc_pair_224169,NK cells,11.354601814096696
2362,arc_pair_224185,T cells,11.577603501732629
2363,arc_pair_224210,Dendritic cells,26.812008554567527
2364,arc_pair_224318,Monocytes,54.84537244179302
2365,arc_pair_224477,Monocytes,21.298880017440116
2366,arc_pair_224492,NK cells,12.577329152209009
2367,arc_pair_224860,Dendritic cells,25.83649066499667
2368,arc_pair_225061,T cells,9.88478754157471
2369,arc_pair_225219,Monocytes,16.269217740254327
2370,arc_pair_225230,CD8+ T cells,22.40419442448453
2371,arc_pair_225579,T cells,14.063137005096042
2372,arc_pair_225610,NK cells,12.898583020055456
2373,arc_pair_225729,CD4+ T cells,51.101161771153
2374,arc_pair_225906,CD4+ T cells,25.8463380063604
2375,arc_pair_225963,NK cells,15.958189045341236
2376,arc_pair_226060,T cells,13.940053963164274
2377,arc_pair_226131,Monocytes,30.73126406793534
2378,arc_pair_226293,CD4+ T cells,10.450067154802651
2379,arc_pair_226326,B cells,17.612793358522698
2380,arc_pair_226422,CD4+ T cells,194.8478358828412
2381,arc_pair_226522,Monocytes,11.46124006835219
2382,arc_pair_226561,NK cells,12.2583712676491
2383,arc_pair_226773,CD4+ T cells,11.063675574004412
2384,arc_pair_226900,Monocytes,49.22000051700961
2385,arc_pair_227163,T cells,13.559443619895728
2386,arc_pair_227168,T cells,8.431458600165747
2387,arc_pair_227203,B cells,22.798134682263672
2388,arc_pair_227206,CD4+ T cells,8.020298151042125
2389,arc_pair_227284,B cells,13.811523983451975
2390,arc_pair_227497,B cells,11.498989758238697
2391,arc_pair_227650,T cells,12.425498125378608
2392,arc_pair_227877,CD4+ T cells,66.63922003391157
2393,arc_pair_227932,CD4+ T cells,15.61522603046291
2394,arc_pair_228205,Monocytes,22.895272736119896
2395,arc_pair_228212,T cells,17.273400454693082
2396,arc_pair_228328,Dendritic cells,26.942354215830324
2397,arc_pair_228341,T cells,19.12879074730646
2398,arc_pair_228385,NK cells,10.219664841273108
2399,arc_pair_228396,CD4+ T cells,23.322498995580556
2400,arc_pair_228418,NK cells,21.671688661258365
2401,arc_pair_228424,NK cells,15.219737488221476
2402,arc_pair_228454,T cells,16.75614607964569
2403,arc_pair_228500,NK cells,28.0813322706705
2404,arc_pair_228523,Monocytes,33.3319194845117
2405,arc_pair_228858,T cells,8.939635194737235
2406,arc_pair_228990,T cells,27.744070993475773
2407,arc_pair_229014,Dendritic cells,17.437519668144756
2408,arc_pair_229182,CD8+ T cells,28.05601498728757
2409,arc_pair_229194,CD4+ T cells,9.460881697094
2410,arc_pair_229216,NK cells,14.719064025265578
2411,arc_pair_229254,Monocytes,17.38836881928559
2412,arc_pair_229477,NK cells,8.384701298371642
2413,arc_pair_229684,CD8+ T cells,10.449732528948648
2414,arc_pair_229697,Monocytes,20.13422623931731
2415,arc_pair_229806,T cells,10.840384195060349
2416,arc_pair_229970,T cells,6.021049688448634
2417,arc_pair_230163,NK cells,11.323470774232051
2418,arc_pair_230189,T cells,16.096451607790932
2419,arc_pair_230354,CD4+ T cells,19.64739767423037
2420,arc_pair_230384,CD8+ T cells,9.228225951994224
2421,arc_pair_230411,CD4+ T cells,10.209631612561315
2422,arc_pair_230437,T cells,14.583766191071074
2423,arc_pair_230450,CD4+ T cells,10.91514070662248
2424,arc_pair_230451,T cells,19.50296615594725
2425,arc_pair_230596,CD4+ T cells,12.112792297111415
2426,arc_pair_230683,CD4+ T cells,11.101320879976194
2427,arc_pair_230730,T cells,16.42797263681592
2428,arc_pair_230744,Monocytes,16.34703695067925
2429,arc_pair_230757,NK cells,10.39222914340298
2430,arc_pair_230795,T cells,9.715912584703554
2431,arc_pair_230895,Monocytes,15.579324256177507
2432,arc_pair_230935,T cells,33.54073717119955
2433,arc_pair_231300,T cells,11.767264408126362
2434,arc_pair_231471,T cells,7.991551263052106
2435,arc_pair_231781,T cells,8.526665003175756
2436,arc_pair_231916,CD4+ T cells,13.076603188730491
2437,arc_pair_232063,CD4+ T cells,13.877234729091656
2438,arc_pair_232524,Monocytes,13.58890542174277
2439,arc_pair_233113,CD8+ T cells,15.471121576771178
2440,arc_pair_233510,T cells,63.252883000559805
2441,arc_pair_233659,NK cells,17.954211102913227
2442,arc_pair_233731,Monocytes,23.980146094774305
2443,arc_pair_233814,NK cells,19.8433328732822
2444,arc_pair_234393,CD4+ T cells,25.41220054334404
2445,arc_pair_234448,T cells,144.38809864139108
2446,arc_pair_234474,B cells,28.094686752154487
2447,arc_pair_234641,CD4+ T cells,112.8909283331908
2448,arc_pair_234719,T cells,17.407777777777778
2449,arc_pair_234727,CD4+ T cells,11.850316955225376
2450,arc_pair_234734,CD4+ T cells,12.966039751824283
2451,arc_pair_234787,CD4+ T cells,13.973029045643154
2452,arc_pair_234847,CD4+ T cells,13.021780097726932
2453,arc_pair_234967,Monocytes,33.61847627317099
2454,arc_pair_234995,Dendritic cells,39.58767429734412
2455,arc_pair_235139,CD8+ T cells,9.317563250702786
2456,arc_pair_235199,CD8+ T cells,14.00355983368457
2457,arc_pair_235376,CD4+ T cells,12.722191511577911
2458,arc_pair_235407,T cells,28.54149568279201
2459,arc_pair_235414,CD4+ T cells,14.354432944123172
2460,arc_pair_235418,CD4+ T cells,67.3986565272497
2461,arc_pair_235527,CD4+ T cells,13.392940612452808
2462,arc_pair_235533,CD4+ T cells,23.239418289494107
2463,arc_pair_235550,CD4+ T cells,85.64043702430641
2464,arc_pair_235688,CD4+ T cells,17.763352211628074
2465,arc_pair_235767,T cells,10.95880318073588
2466,arc_pair_235836,Monocytes,13.50512544467328
2467,arc_pair_235936,NK cells,16.069729462578163
2468,arc_pair_235970,CD4+ T cells,9.142836606193036
2469,arc_pair_236052,CD4+ T cells,7.807539248698999
2470,arc_pair_236090,CD4+ T cells,6.65245817089635
2471,arc_pair_236100,T cells,11.52202654727969
2472,arc_pair_236158,Monocytes,13.169522235290378
2473,arc_pair_236356,NK cells,15.893837213269496
2474,arc_pair_236688,T cells,26.257046437568327
2475,arc_pair_236743,CD4+ T cells,19.224566068024483
2476,arc_pair_236788,Monocytes,102.56119011494845
2477,arc_pair_236807,Monocytes,46.70825585023401
2478,arc_pair_236878,Monocytes,15.974988110807278
2479,arc_pair_236895,T cells,17.44120154200435
2480,arc_pair_236981,CD4+ T cells,21.009874581465297
2481,arc_pair_237575,Monocytes,110.4434014200816
2482,arc_pair_237648,T cells,23.860737400916296
2483,arc_pair_237747,CD4+ T cells,26.34657635972549
2484,arc_pair_237773,Monocytes,85.8762925880668
2485,arc_pair_237887,CD4+ T cells,26.277340494490232
2486,arc_pair_237911,T cells,23.057145285584767
2487,arc_pair_238059,Monocytes,36.22879717111442
2488,arc_pair_238152,CD4+ T cells,16.396227080394922
2489,arc_pair_238302,CD8+ T cells,8.712461578236766
2490,arc_pair_238368,Monocytes,41.48123978124824
2491,arc_pair_238376,CD4+ T cells,9.646252864596033
2492,arc_pair_238544,CD4+ T cells,14.015724447772373
2493,arc_pair_238604,Monocytes,21.48769806779434
2494,arc_pair_238656,NK cells,22.473285929437328
2495,arc_pair_238697,T cells,10.727486174170098
2496,arc_pair_238720,T cells,10.97957158962796
2497,arc_pair_238741,T cells,9.22492834217256
2498,arc_pair_238882,T cells,10.430862962090888
2499,arc_pair_238899,B cells,66.99850398314487
2500,arc_pair_238910,T cells,10.313535850230313
2501,arc_pair_238916,NK cells,11.579289272325784
2502,arc_pair_239415,T cells,7.463988347572773
2503,arc_pair_239555,Monocytes,13.392118592871416
2504,arc_pair_239594,T cells,12.988066761267651
2505,arc_pair_239632,Monocytes,15.096417113609093
2506,arc_pair_239653,T cells,7.432948877359973
2507,arc_pair_239771,CD8+ T cells,12.831487322428424
2508,arc_pair_239814,T cells,18.058191972803275
2509,arc_pair_239858,T cells,14.356797741362753
2510,arc_pair_240014,CD4+ T cells,8.733223927431425
2511,arc_pair_240054,CD4+ T cells,17.522503413302125
2512,arc_pair_240190,T cells,21.921420468146668
2513,arc_pair_240193,CD4+ T cells,64.61117443635169
2514,arc_pair_240203,CD4+ T cells,24.39312536106297
2515,arc_pair_240204,T cells,23.88678828624358
2516,arc_pair_240218,NK cells,6.515742906048843
2517,arc_pair_240296,CD8+ T cells,14.68042829197982
2518,arc_pair_240400,NK cells,20.150399518097903
2519,arc_pair_240536,CD8+ T cells,13.971080058673667
2520,arc_pair_240576,T cells,6.977502732818506
2521,arc_pair_240583,CD4+ T cells,23.870623207849945
2522,arc_pair_240643,NK cells,16.76780168276018
2523,arc_pair_240652,NK cells,19.057646536770346
2524,arc_pair_240734,T cells,12.287860554084697
2525,arc_pair_240824,CD8+ T cells,11.679530022775165
2526,arc_pair_241324,CD4+ T cells,11.673125090897338
2527,arc_pair_241334,Monocytes,30.544835073068896
2528,arc_pair_241447,Monocytes,11.520508570832517
2529,arc_pair_241487,T cells,12.214085668631125
2530,arc_pair_241652,CD4+ T cells,6.604407076150438
2531,arc_pair_241784,B cells,41.05844556877835
2532,arc_pair_242032,T cells,56.34730623767016
2533,arc_pair_242055,Monocytes,27.887435113418185
2534,arc_pair_242166,T cells,23.056970971321768
2535,arc_pair_242178,T cells,16.824535750840766
2536,arc_pair_242240,NK cells,15.230366557401569
2537,arc_pair_242245,T cells,10.663545357403969
2538,arc_pair_242311,Monocytes,48.82049704036075
2539,arc_pair_242461,CD4+ T cells,16.006352269529206
2540,arc_pair_242491,T cells,14.22112898306658
2541,arc_pair_242494,T cells,21.995410940513096
2542,arc_pair_242505,CD4+ T cells,14.987632202508236
2543,arc_pair_242596,Monocytes,63.16144216159081
2544,arc_pair_242632,CD4+ T cells,65.09832998625939
2545,arc_pair_242801,Monocytes,25.46140454092475
2546,arc_pair_242953,Monocytes,74.6331889049365
2547,arc_pair_243023,T cells,11.698689628415163
2548,arc_pair_243079,Monocytes,20.52930664760543
2549,arc_pair_243234,T cells,21.40155207704428
2550,arc_pair_243319,Monocytes,23.312953367875643
2551,arc_pair_243346,CD4+ T cells,7.050674591547723
2552,arc_pair_243379,CD4+ T cells,9.97036586265398
2553,arc_pair_243480,CD4+ T cells,9.48186129753915
2554,arc_pair_243499,T cells,11.751168476306896
2555,arc_pair_243666,Monocytes,17.57687584742511
2556,arc_pair_243832,NK cells,28.4518794686809
2557,arc_pair_243874,T cells,17.17468162218689
2558,arc_pair_243926,T cells,29.751326596530085
2559,arc_pair_243930,NK cells,13.724761051373957
2560,arc_pair_244077,CD4+ T cells,8.95284932450534
2561,arc_pair_244110,T cells,15.02613474103241
2562,arc_pair_244225,CD4+ T cells,9.781680859691807
2563,arc_pair_244403,CD4+ T cells,10.183362931869553
2564,arc_pair_244460,NK cells,18.372081046482545
2565,arc_pair_244492,Monocytes,28.215642854403928
2566,arc_pair_244528,T cells,12.617443868739205
2567,arc_pair_244560,T cells,13.328547209181012
2568,arc_pair_244581,Monocytes,9.926881476009168
2569,arc_pair_244681,CD8+ T cells,13.546178462454415
2570,arc_pair_244760,T cells,12.552517787046124
2571,arc_pair_244853,T cells,16.95668357561933
2572,arc_pair_244902,CD4+ T cells,14.17718748560107
2573,arc_pair_245141,NK cells,18.92054243928801
2574,arc_pair_245280,T cells,9.188708077531434
2575,arc_pair_245384,CD4+ T cells,8.74850119340713
2576,arc_pair_245708,T cells,68.34455771572917
2577,arc_pair_245804,B cells,11.190784865960332
2578,arc_pair_245815,CD4+ T cells,32.5711150053989
2579,arc_pair_245868,T cells,10.394881054598716
2580,arc_pair_245934,Monocytes,13.34980514642673
2581,arc_pair_246090,CD8+ T cells,7.083813823392301
2582,arc_pair_246132,CD4+ T cells,14.94337420593884
2583,arc_pair_246141,CD4+ T cells,34.794958963344385
2584,arc_pair_246163,NK cells,17.0625
2585,arc_pair_246527,Monocytes,23.512069312915575
2586,arc_pair_246622,Monocytes,72.09991756947716
2587,arc_pair_246773,Monocytes,21.16040980342468
2588,arc_pair_246782,T cells,11.59113897001211
2589,arc_pair_246807,B cells,7.447026976570521
2590,arc_pair_246858,Monocytes,41.03509989407941
2591,arc_pair_246945,Monocytes,16.076085080679956
2592,arc_pair_247141,Dendritic cells,38.38005422359258
2593,arc_pair_247271,T cells,12.26156319757731
2594,arc_pair_247343,T cells,19.28133367713271
2595,arc_pair_247461,Monocytes,14.282390862588466
2596,arc_pair_247558,CD4+ T cells,15.749555746632272
2597,arc_pair_247638,T cells,13.154906097399053
2598,arc_pair_247784,T cells,15.564131038312052
2599,arc_pair_247866,T cells,16.109512211855105
2600,arc_pair_248020,NK cells,11.81779288215709
2601,arc_pair_248050,NK cells,12.5002837773924
2602,arc_pair_248069,CD8+ T cells,15.348027137408446
2603,arc_pair_248139,NK cells,10.316857564752365
2604,arc_pair_248215,T cells,92.86051900696894
2605,arc_pair_248332,Monocytes,8.008117870722433
2606,arc_pair_248409,Monocytes,22.159069484126412
2607,arc_pair_248464,T cells,23.728470237355538
2608,arc_pair_248581,T cells,8.660235140681639
2609,arc_pair_248627,Dendritic cells,37.96007854206296
2610,arc_pair_248782,CD4+ T cells,9.846526141501624
2611,arc_pair_248867,T cells,11.43277347871966
2612,arc_pair_249058,B cells,18.405294825511433
2613,arc_pair_249156,CD4+ T cells,19.886262778595004
2614,arc_pair_249346,Monocytes,57.27908571148737
2615,arc_pair_249543,T cells,46.89377300644949
2616,arc_pair_249601,NK cells,11.789402851161398
2617,arc_pair_249616,Monocytes,14.008118189131867
2618,arc_pair_249749,Monocytes,26.338507866273353
2619,arc_pair_249778,T cells,6.154172308618167
2620,arc_pair_249971,CD4+ T cells,9.145376652748784
2621,arc_pair_250063,Monocytes,33.06693518572568
2622,arc_pair_250120,CD4+ T cells,25.064461420932012
2623,arc_pair_250142,T cells,24.36514893669119
2624,arc_pair_250172,T cells,8.521266395296248
2625,arc_pair_250426,T cells,15.742298453369294
2626,arc_pair_250447,Monocytes,16.08855428380931
2627,arc_pair_250510,CD4+ T cells,19.381714114324275
2628,arc_pair_250665,CD4+ T cells,15.248809919185211
2629,arc_pair_250703,CD8+ T cells,29.52272284279181
2630,arc_pair_250898,CD4+ T cells,23.404383006021977
2631,arc_pair_250999,T cells,13.870712860933054
2632,arc_pair_251014,CD4+ T cells,9.112245861891616
2633,arc_pair_251231,B cells,22.001968503937007
2634,arc_pair_251244,T cells,15.127104034103375
2635,arc_pair_251262,Dendritic cells,25.62265286704596
2636,arc_pair_251295,CD4+ T cells,9.951651308553917
2637,arc_pair_251358,Monocytes,12.944244966442952
2638,arc_pair_251384,NK cells,29.491250200967116
2639,arc_pair_251475,Monocytes,32.444844325410116
2640,arc_pair_251547,NK cells,12.77701972583003
2641,arc_pair_251857,T cells,10.737363075853724
2642,arc_pair_251894,Monocytes,7.81659697188176
2643,arc_pair_251980,Monocytes,14.55509580589666
2644,arc_pair_252286,T cells,25.04917797143114
2645,arc_pair_252545,Dendritic cells,19.249917950089344
2646,arc_pair_252765,B cells,19.0738165121972
2647,arc_pair_252998,NK cells,15.26211308516136
2648,arc_pair_253125,T cells,19.0072567006611
2649,arc_pair_253137,CD8+ T cells,14.541341596119445
2650,arc_pair_253143,Monocytes,32.81689356901091
2651,arc_pair_253171,Monocytes,26.74005289392703
2652,arc_pair_253274,CD4+ T cells,10.43800282999798
2653,arc_pair_253306,CD8+ T cells,12.840937398202616
2654,arc_pair_253324,T cells,11.581707884470848
2655,arc_pair_253349,NK cells,25.6883206634416
2656,arc_pair_253368,Monocytes,27.814054768521657
2657,arc_pair_253468,Monocytes,43.02760949917926
2658,arc_pair_253639,NK cells,34.21485109664849
2659,arc_pair_253744,T cells,64.18153571029396
2660,arc_pair_253877,T cells,47.75270496887276
2661,arc_pair_253960,NK cells,8.757633319262698
2662,arc_pair_254205,Monocytes,24.35735399576723
2663,arc_pair_254522,T cells,16.66097021947003
2664,arc_pair_254537,Monocytes,24.26417488746289
2665,arc_pair_254637,Monocytes,66.18355824841642
2666,arc_pair_254667,Monocytes,22.230360934182592
2667,arc_pair_254815,T cells,11.617211003224586
2668,arc_pair_254951,CD8+ T cells,63.13321775069174
2669,arc_pair_255056,T cells,15.14215480981081
2670,arc_pair_255091,T cells,11.15828319791602
2671,arc_pair_255137,Dendritic cells,24.729270446147304
2672,arc_pair_255153,CD4+ T cells,18.864859920551957
2673,arc_pair_255164,Monocytes,20.512547917807566
2674,arc_pair_255246,Dendritic cells,37.85020968145083
2675,arc_pair_255377,CD4+ T cells,19.59955678099312
2676,arc_pair_255622,NK cells,12.858491515192163
2677,arc_pair_255652,T cells,15.729675830500303
2678,arc_pair_255660,T cells,12.513935933417208
2679,arc_pair_255755,CD4+ T cells,21.232192565907976
2680,arc_pair_255967,T cells,10.828425294482331
2681,arc_pair_256238,T cells,9.240021130480718
2682,arc_pair_256246,CD8+ T cells,9.35771852771986
2683,arc_pair_256322,CD4+ T cells,15.67919625040605
2684,arc_pair_256364,Dendritic cells,29.64810316909554
2685,arc_pair_256371,CD4+ T cells,25.678177072876935
2686,arc_pair_256372,NK cells,14.4986907338873
2687,arc_pair_256470,CD4+ T cells,9.625798097387117
2688,arc_pair_256601,Monocytes,20.760257763116105
2689,arc_pair_256662,T cells,5.015953767221998
2690,arc_pair_256813,T cells,16.62059177291316
2691,arc_pair_256869,CD4+ T cells,14.101741932149071
2692,arc_pair_256884,T cells,34.75255545603035
2693,arc_pair_256996,Monocytes,18.129635952931288
2694,arc_pair_257072,CD4+ T cells,9.366668980838655
2695,arc_pair_257343,NK cells,17.42838748878794
2696,arc_pair_257554,Monocytes,15.3662702672943
2697,arc_pair_257574,CD4+ T cells,16.792334153991433
2698,arc_pair_257650,Monocytes,21.730296889662583
2699,arc_pair_257720,T cells,11.309422957870384
2700,arc_pair_257743,Monocytes,14.788370153422427
2701,arc_pair_257841,Monocytes,23.798533950617283
2702,arc_pair_257878,Monocytes,22.365842926289197
2703,arc_pair_257950,B cells,11.89958871082116
2704,arc_pair_257982,Monocytes,61.947472772210006
2705,arc_pair_258096,CD4+ T cells,57.36991739941381
2706,arc_pair_258141,NK cells,10.721541304310977
2707,arc_pair_258326,T cells,9.234875772113485
2708,arc_pair_258567,Monocytes,16.839559434865215
2709,arc_pair_258584,Monocytes,80.94841163190712
2710,arc_pair_258706,Monocytes,17.639392962739798
2711,arc_pair_258817,NK cells,14.918074482277106
2712,arc_pair_258831,NK cells,29.003436580490103
2713,arc_pair_258842,NK cells,10.784251380803106
2714,arc_pair_258970,CD4+ T cells,12.575898494955949
2715,arc_pair_259001,NK cells,10.1830288487757
2716,arc_pair_259177,CD8+ T cells,11.088326082201103
2717,arc_pair_259257,CD4+ T cells,9.406155739006191
2718,arc_pair_259381,CD4+ T cells,8.532246495614395
2719,arc_pair_259398,NK cells,8.652774968942305
2720,arc_pair_259679,T cells,14.269366749197218
2721,arc_pair_259720,Monocytes,16.21836409282128
2722,arc_pair_259755,Monocytes,78.6177256896776
2723,arc_pair_259784,CD4+ T cells,18.16920178621267
2724,arc_pair_259913,CD4+ T cells,9.793497836944615
2725,arc_pair_259922,NK cells,40.268678350243775
2726,arc_pair_260260,NK cells,37.08788534972525
2727,arc_pair_260316,Monocytes,28.70562794720835
2728,arc_pair_260321,NK cells,16.01925616197183
2729,arc_pair_260376,Dendritic cells,26.355617625561237
2730,arc_pair_260398,CD8+ T cells,15.967525301464256
2731,arc_pair_260474,T cells,8.087936734727784
2732,arc_pair_260549,NK cells,11.430628638602776
2733,arc_pair_260654,Monocytes,22.03760908897403
2734,arc_pair_260677,CD4+ T cells,10.196976602856274
2735,arc_pair_260749,NK cells,12.477516098365948
2736,arc_pair_261030,T cells,23.54041506156895
2737,arc_pair_261076,Monocytes,17.37628034466026
2738,arc_pair_261081,T cells,9.913334690553746
2739,arc_pair_261242,Monocytes,35.91977508298896
2740,arc_pair_261349,CD4+ T cells,11.21463098619624
2741,arc_pair_261364,NK cells,9.394060212738092
2742,arc_pair_261394,T cells,12.618336778824814
2743,arc_pair_261455,CD8+ T cells,11.572305129450962
2744,arc_pair_261462,T cells,9.028850848723325
2745,arc_pair_261559,CD4+ T cells,11.625773721387478
2746,arc_pair_262062,T cells,8.566999512907941
2747,arc_pair_262113,T cells,13.430915062181892
2748,arc_pair_262285,T cells,14.017817847757817
2749,arc_pair_262460,NK cells,12.43617836091778
2750,arc_pair_262563,NK cells,35.11780721445558
2751,arc_pair_262636,Monocytes,110.25623952793764
2752,arc_pair_262652,T cells,8.317427764745542
2753,arc_pair_262752,T cells,10.950296859184506
2754,arc_pair_263031,CD8+ T cells,18.326160053799597
2755,arc_pair_263132,Monocytes,56.29732537003375
2756,arc_pair_263236,T cells,16.372067553411
2757,arc_pair_263332,NK cells,9.908981782234148
2758,arc_pair_263391,NK cells,13.06371161924179
