,1 Mb
10,2.1783111249969807
25,0.1892669580047368
50,0.1951010419943486
100,0.232075582993275
250,0.5889130840005237
500,10.401327166997362
750,34.52115437499742
1000,76.18636345899722
2000,1583.514076625
1500,301.6085962919997
