,d_bp_max,time,SCCs,Average SCC
0,100000,11.498743290983839,"[0.91396139 0.93413587 0.92750318 0.9384735  0.94392995 0.92152824
 0.95947382 0.94218889 0.92534597 0.92765188 0.96539439 0.91898417
 0.8988614  0.95959862 0.90682713 0.91738297 0.94122917 0.92732681
 0.92227786 0.96810642 0.99801259]",0.9361044877468674
1,500000,14.727804708003532,"[0.93324707 0.93646303 0.93568688 0.9323155  0.94389311 0.9255286
 0.95998485 0.94149368 0.9320429  0.93163965 0.95045951 0.92481476
 0.92442402 0.95927099 0.90399638 0.93101293 0.93122428 0.93391439
 0.91758575 0.96325617 0.96650291]",0.937083684454312
2,1000000,17.919251332990825,"[0.93398758 0.93466013 0.9398088  0.9308719  0.93740776 0.92573584
 0.95277089 0.94645838 0.93502302 0.93892029 0.94450698 0.93641671
 0.94275518 0.95844455 0.91049689 0.93927542 0.9264868  0.94643119
 0.93428243 0.96010729 0.77298567]",0.9308492242478592
3,5000000,37.30432358299731,"[0.90512972 0.92325194 0.93181847 0.92381873 0.91738483 0.91628679
 0.93814818 0.92942214 0.90933063 0.92440687 0.92824021 0.92447978
 0.91850606 0.926717   0.91128249 0.92338488 0.92209985 0.92892211
 0.91958802 0.93467514 0.1314156 ]",0.8851575916900296
4,10000000,57.222708041983424,"[ 0.89670535  0.91089307  0.88932332  0.89683633  0.89254184  0.89652239
  0.91904882  0.90986175  0.87855054  0.90035622  0.90763178  0.9049794
  0.88947529  0.89997023  0.89678246  0.88760744  0.9105778   0.90495847
  0.90123767  0.91558687 -0.06813323]",0.8543482759282719
5,100000000,302.17805416701594,"[ 0.82227463  0.8259253   0.77921081  0.82256434  0.82762822  0.79643045
  0.83739045  0.84039994  0.82508527  0.80682405  0.84900588  0.82597313
  0.81254481  0.8347109   0.85250352  0.83755562  0.86709718  0.83298227
  0.88044327  0.7977579  -0.20604323]",0.7794411762848891
6,1000000000,326.68511674998445,"[ 0.75848848  0.78811556  0.74954082  0.80394605  0.81738348  0.76935594
  0.82430584  0.83543702  0.81916412  0.79442139  0.84360835  0.82273013
  0.80861034  0.83009928  0.85248157  0.83755562  0.86709718  0.83298227
  0.88044327  0.77192726 -0.20604323]",0.7667452743269649
