,cell512_K562_,cell583_GM12878_,cell393_HAP1_,cell173_HeLa_,cell137_HAP1_,cell370_HeLa_,cell38_HAP1_,cell577_GM12878_,cell517_GM12878_,cell524_GM12878_,cell611_GM12878_,cell545_K562_,cell266_HeLa_,cell616_K562_,cell599_K562_,cell553_GM12878_,cell566_K562_,cell585_K562_,cell98_HAP1_,cell509_K562_,cell488_HAP1_,cell610_K562_,cell151_HAP1_,cell365_HeLa_,cell617_GM12878_,cell47_HeLa_,cell592_K562_,cell560_K562_,cell324_HeLa_,cell562_GM12878_,cell249_HeLa_,cell484_HAP1_,cell571_GM12878_,cell15_HAP1_,cell77_HAP1_,cell398_HeLa_,cell262_HAP1_,cell595_GM12878_,cell267_HeLa_,cell112_HeLa_
cell249_HeLa_,2.6121109747422375,4.676173190535003,5.302637395203154,2.645712092478922,4.40200205206795,3.1507554386220296,2.0531907631935993,3.640319663877097,2.9140658827655246,5.071933643456208,4.0442473388310685,2.65723696399779,2.364473384387109,3.84791015063697,4.301604553220345,4.619624543473271,2.199429817992132,2.449924053514599,3.7076199234402107,3.572061789559735,4.787104383067888,4.8336693234617005,2.9441069197048684,3.857505576381556,3.14145015556646,2.907470694819762,3.0028365271009267,2.50605055322165,2.827901875132098,4.034223873019593,0.0,5.1264590863970225,3.167466437863559,5.789059910312049,4.201395919312445,2.0558627878241307,3.43837470088016,3.3630312072802617,2.719865177566831,2.2044021663627555
cell484_HAP1_,5.099633782513948,5.092402962135073,6.945226013554248,5.03539178328087,6.433471275503195,5.089586146472213,4.436173638569972,5.630338428337609,4.867683321676804,5.560501950993293,5.422265945752439,5.608225870897332,4.597904136125868,5.1831075262265855,6.180054237244148,5.7836086452800055,5.042879514611548,5.1809860255805855,5.204765170907967,5.697487456169169,5.442120497074364,5.918224642819698,4.5296086486696225,5.118997766470084,4.981134321328717,4.711043691283233,5.71797317799244,5.618670985935577,4.596648079019003,5.2873844021191285,5.1264590863970225,0.0,5.045798451545725,5.969044524863033,4.9119768845409055,4.579884902353189,5.431465709192954,4.9696530683647335,4.968917981415872,4.701198987124868
cell571_GM12878_,2.9185754958161065,3.888892090200346,5.496220967193968,3.6052896769646843,3.2563118724104996,2.5927481945515622,2.511646048024325,3.844616667237831,3.4152179120663733,3.6847256667763073,3.316221950193156,2.876093663153574,2.774054679560611,3.3999791962148906,3.7991528508765207,3.7065037965447103,2.942679983297957,3.0009803421022774,3.6569283817866713,3.2416038476893823,3.9855854105171344,3.9005654720756286,2.9167334593067555,3.3681734174908957,4.187618614514797,3.6494729915294966,3.480640718751578,3.572212048913187,3.4654957582569033,3.5112006402064253,3.167466437863559,5.045798451545725,0.0,4.153657729582461,3.5175799285460085,3.6122277688480056,4.141467072808709,3.2495903964402606,2.7419127452680705,2.3813732418558025
cell15_HAP1_,3.899460694409747,4.563169114264166,5.817035104061022,5.732661426854764,3.862408422625691,3.733575951925468,4.8858185580077444,6.559749184876686,5.5347044877863265,3.3862322286160307,4.208818833570737,6.00946541865499,3.5646689850047424,3.414018674499374,3.1136176864797456,3.1129082255778604,5.9370039850585705,5.649250490159821,5.080312569553657,4.255953082370384,3.3373125105981165,2.6739369966893776,4.649047174154428,3.5933905032032163,6.252368331158514,5.005300951848072,4.729300837879395,7.193432673208044,4.416682154826313,3.3797551018587013,5.789059910312049,5.969044524863033,4.153657729582461,0.0,3.6510626723501716,5.720981924446884,5.085606461192456,3.441328310730917,5.047351013715784,4.016744503628399
cell77_HAP1_,3.832363083365138,3.694322974312918,4.81080498593237,4.226958832088877,4.250200236482879,3.2716461727289614,3.882450960845175,4.673080074346418,4.283984269582048,3.3847929968041885,3.442820548696326,4.521188823955503,3.3859230175876713,3.359610936397185,3.808028374649381,3.7391733156612252,4.473228422333588,4.570380442148723,3.891021939693152,4.025609042302859,3.3960766544751455,3.3485873561804826,3.2207917264885677,3.3724350820934808,5.41261050118322,3.6914181644311155,4.19709936401133,5.3946575055548465,3.902857052268272,3.623632606530082,4.201395919312445,4.9119768845409055,3.5175799285460085,3.6510626723501716,0.0,4.83919083097944,4.418577667288984,3.00528347474126,3.8401905974145985,3.1584297193830975
cell398_HeLa_,2.9983126064715027,4.872599220100377,5.39271429335237,2.8340104287151435,4.7662593290931765,3.594023805916466,2.333418763322625,4.162842933108276,3.4712261261451767,5.222232979338656,4.378278989925011,3.061158754878176,2.7302119905529576,4.027883482718922,4.679627365907493,4.906265680465729,2.4595990714471485,2.763183481002476,4.062268283683808,3.8251342988820856,5.059120479564637,5.13037175648939,3.9085072478652734,4.482154641166016,3.1736801783326976,3.302529933622925,3.1735433556831696,2.9445913421710985,2.6559052631397893,4.24471088883312,2.0558627878241307,4.579884902353189,3.6122277688480056,5.720981924446884,4.83919083097944,0.0,3.660068704389521,3.579440586153539,2.779896583374713,2.4100265499583218
cell262_HAP1_,3.4025505800001765,4.4608450779558275,5.496774646298041,3.649240904800724,4.497029858136624,3.654647990215489,3.204230207669681,4.835336298169675,3.673196484036441,4.207965356013496,3.852793324266071,3.513791976576973,3.381592557053807,3.390607953007593,3.631539601016032,4.101804574353803,3.4889735544886813,3.4641152795642203,4.10420218272705,3.714910363197881,4.146242031275914,4.046316078052765,3.7170441236784644,3.8885542446706722,3.743061004497987,3.396299330541475,3.4831821682080992,4.402869355653747,3.615860555677102,3.6059597070631946,3.43837470088016,5.431465709192954,4.141467072808709,5.085606461192456,4.418577667288984,3.660068704389521,0.0,3.3632020332257544,4.010233480283906,3.0226494401304134
cell595_GM12878_,2.9089042476346467,3.296491437725709,4.936989380947244,3.5170339511645077,3.2145339463095812,2.5972592809076094,2.974325337098363,4.025668390038681,3.609915250556194,2.973373197835234,3.0082229364099815,3.625298414988775,2.61052777963466,2.3390521972292784,2.677521692579409,2.908626024177965,3.557478060751977,3.4355757206916375,3.624452595497453,2.9866391335589664,3.0885881156439625,2.6183689103071544,3.074893338919608,3.0642014413553516,4.533379355839719,3.177250839373243,3.2527066595217384,4.445078360119069,2.9709408102535484,2.5951028410305166,3.3630312072802617,4.9696530683647335,3.2495903964402606,3.441328310730917,3.00528347474126,3.579440586153539,3.3632020332257544,0.0,3.2127575307269387,2.3394770055922036
cell267_HeLa_,2.922315999359866,4.098173549306155,5.287654133569022,2.915281565526361,3.9225823375032336,2.761749607660743,2.1760164683401384,3.9524485712889255,3.8690128121116434,4.362875068820791,3.58513690986571,2.9213728784379587,2.8029246927935945,3.4752619645063056,4.038879120418132,4.04553962739741,2.2228846997999288,2.6573695283922563,4.012534474034668,3.1365425615894367,4.342852059625176,4.348611603573409,3.1796491260419293,3.7165443757202805,3.992879034643288,2.8644159664708697,3.42896780525045,3.0279683555316685,3.003975502913751,3.8333465278204355,2.719865177566831,4.968917981415872,2.7419127452680705,5.047351013715784,3.8401905974145985,2.779896583374713,4.010233480283906,3.2127575307269387,0.0,2.2622935425546338
cell112_HeLa_,2.103063867908655,3.5327815372652562,4.592390045547187,2.694530564407316,2.879907374341727,2.171073459186002,1.7977585334980228,3.524154984262962,3.148724151529991,3.170830920465923,3.0993289707713503,2.314341974952887,1.8309747738976387,2.7245472624953324,2.863879596115305,3.2024353800325165,2.109524669416797,2.266491957737822,3.152560444505566,2.7596639278386697,3.745964096013564,3.337230661382878,2.5683369589946086,2.9326558733968096,3.4436256154486937,2.554523273851101,2.4787229970883495,2.865661492319675,2.52280087367061,3.018462031870204,2.2044021663627555,4.701198987124868,2.3813732418558025,4.016744503628399,3.1584297193830975,2.4100265499583218,3.0226494401304134,2.3394770055922036,2.2622935425546338,0.0
