,cell547_K562_,cell382_HeLa_,cell577_GM12878_,cell453_HAP1_,cell475_HeLa_,cell575_K562_,cell524_GM12878_,cell611_GM12878_,cell266_HeLa_,cell553_GM12878_,cell254_HeLa_,cell566_K562_,cell23_HAP1_,cell601_GM12878_,cell522_K562_,cell151_HAP1_,cell202_HeLa_,cell552_K562_,cell565_K562_,cell213_HAP1_,cell474_HAP1_,cell508_GM12878_,cell543_K562_,cell513_K562_,cell329_HeLa_,cell603_GM12878_,cell542_GM12878_,cell402_HAP1_,cell560_K562_,cell319_HeLa_,cell581_GM12878_,cell516_GM12878_,cell200_HAP1_,cell414_HAP1_,cell161_HeLa_,cell276_HAP1_,cell537_K562_,cell284_HeLa_,cell72_HAP1_,cell219_HeLa_
cell581_GM12878_,3.509693764210815,3.0092842375667876,3.9444290497879746,5.432221244923285,3.1370950868165055,2.9976554083406244,4.21038012611309,3.605850469757843,2.7360499887045826,4.005138798286188,2.9655778702602076,2.9067021073748402,2.8215058915338442,4.692879363647822,3.5422873032283126,2.8845813500459827,2.8456216629744624,2.9951385912307256,3.765166692259646,2.8890777981497537,4.5000748293803445,3.4048674988704475,2.935394717627891,3.200057677798667,3.5858203648286837,3.6674644905054334,3.362320900014473,3.395399223945634,3.461735423533301,2.8289586102232693,0.0,2.834183235587178,4.264845843642549,3.599013553258671,3.557206832939034,3.4912973337300697,4.157156071378225,3.074172734350929,2.860226638496747,2.5329037315430787
cell516_GM12878_,3.4885770690338394,2.8714777910582288,3.8209732313436784,5.140656317310602,2.81040987459832,2.9791421423860616,4.039980765581025,3.5690558492868627,2.853911980375446,3.5881067749340474,3.352119150813365,3.050809113832637,3.107082045004982,4.284907673977586,3.6281038528832377,3.089901042220758,2.8205929998707813,3.026913053261694,3.5861705176618743,3.215958456880333,4.054273072199589,3.367590812201253,3.314110351317646,3.176336698836078,3.443099989525618,3.36119308250156,3.516458699532812,3.2513524486265784,3.6043067955908885,2.624113131538123,2.834183235587178,0.0,4.062446187110583,3.6408165750589068,3.918521927579036,3.6724836822118987,3.8594119801161426,3.14098442214015,3.1005819524979445,2.5683225971114663
cell200_HAP1_,3.38721610904357,2.924661540863916,5.53243355895504,3.29483757892576,3.397387013200838,5.373319803454994,3.1288210557355605,3.888463972925047,3.2714751527856065,3.273483428163017,3.580577729900921,5.093781789794791,5.504354857045874,3.147532864764701,5.040638926563755,4.479009763921025,3.90856882022536,4.700991924448076,2.845934567294453,4.405670819495743,4.321889498756304,3.657735438937042,5.243670569689286,5.634434101503015,3.0543757623376697,3.7139006431656547,5.514751351919253,3.792741310569622,6.135120628970087,4.104862783783291,4.264845843642549,4.062446187110583,0.0,2.8494275323367777,5.482233737836729,2.8855795348625106,2.82849677477613,5.100185984993419,3.99842886330868,4.3588513423538915
cell414_HAP1_,2.782122679986575,2.38182039958249,5.100358578754603,2.882916663029075,3.1731111984841904,4.6429492731086075,2.897064985396389,3.5331580602679815,3.1385303860673335,3.212967234281267,3.298935125564016,4.54976753979548,4.801988490850025,3.0273694378992184,4.451670136121024,3.703102595688328,3.0512406764953655,4.587160890389943,2.7196570195330123,3.823455198556948,4.50901407352057,3.509395816084324,4.5597348936006785,5.204829759043733,2.893363713574037,3.7665072864632347,5.238742595498137,3.077076079126916,5.745113603895157,3.662769236554066,3.599013553258671,3.6408165750589068,2.8494275323367777,0.0,4.970910525068467,2.7280236647336906,2.3852306373812864,4.500199627998333,3.5517975460241322,3.8944804716366157
cell161_HeLa_,4.548836248859877,3.870880459907897,4.72914961531823,6.958777110423354,3.9371462720194548,3.7043733257426874,4.948301309123286,4.250877494418164,3.526668221528115,5.2500516889046125,3.8719479417031755,3.461758432544115,3.5620294078561128,6.141036300498163,4.040302935161153,3.733821793551333,3.9513096778102126,3.576979348847231,4.548631673822913,3.7635269427000764,5.215833401089036,4.496470774421161,3.6772780207052698,3.6469651635792624,4.223250535505326,4.747365352488227,3.9255378337571845,4.224945751196948,4.133706695792121,3.4819107984695057,3.557206832939034,3.918521927579036,5.482233737836729,4.970910525068467,0.0,4.474885207122636,5.018939807946334,3.6133094548594924,3.58529917523056,3.2215020312071316
cell276_HAP1_,3.0061578669213573,2.4523176413892647,4.92249946897147,3.4579310359300903,3.2799167469570207,4.531899835117666,3.1934404599889867,3.5589294429861287,2.7096538945390343,2.9155971229811044,3.168757319080535,4.349685134079927,4.700646369789917,3.334777724436664,4.556508858435153,3.862371556762435,3.2953800169664778,4.036998171690103,3.0081794303398115,3.8762579673275583,4.144202927793565,3.6630856240094345,4.5600544305450335,4.894285437295352,3.0028780972905116,3.4570808553788432,5.051643600399068,3.043213520233163,5.219898463455359,3.465483312802862,3.4912973337300697,3.6724836822118987,2.8855795348625106,2.7280236647336906,4.474885207122636,0.0,2.7937616159653285,4.548664302756169,3.6048159813464276,3.4983388659861796
cell537_K562_,2.5154343325378323,2.611295100852944,5.3874456119145355,2.6888109841314707,2.986318855617365,4.8458711102675895,2.692577114149512,3.357171228774895,3.1168744811168567,3.0449962193643074,3.440541609978507,4.472690068171902,5.415514468326371,2.492196193522485,4.197569645276353,3.939811354306532,3.3710927115641107,4.407620828846662,2.5088491887965656,4.157260731900648,4.451321335646858,3.47066127780196,4.844368921617797,5.391901938080512,2.439565266645875,3.486648558129055,5.360978660805867,3.54228686573252,5.8790027004595,3.5053021692261197,4.157156071378225,3.8594119801161426,2.82849677477613,2.3852306373812864,5.018939807946334,2.7937616159653285,0.0,4.851308646357529,3.7802219704398534,4.2058577539559225
cell284_HeLa_,4.240313685158538,3.549515779859568,4.352297385368733,7.19031378814635,3.316356713657771,1.3325013804404384,5.235927605968061,4.291135013621275,2.955722845283956,4.7768233996099525,3.4457751098305254,2.0346571441786274,2.368985913241176,6.530959973488562,2.904242473608274,3.5099636174365845,2.7706292301018953,2.4118049390759473,4.472925738494705,1.3963134980972882,4.980573641194283,3.6875783131359365,1.4597852495459525,1.8218839129317934,4.263152652408197,4.1454300564697615,2.6102642275145547,3.3381135013253314,2.680454985296809,2.414438336820546,3.074172734350929,3.14098442214015,5.100185984993419,4.500199627998333,3.6133094548594924,4.548664302756169,4.851308646357529,0.0,2.487461398050713,2.373355395331256
cell72_HAP1_,3.6727107930110767,3.017125386398162,4.083869777865174,5.615968519794943,2.97681531902244,2.675390391926486,3.9148842222474585,3.660923279900104,2.8071493568380887,3.8356838503954145,3.114964661097307,2.753871454961703,3.0838361869448,4.986029078284448,3.1057596331223474,3.2553342768527154,2.739056892580156,3.0458765884716668,3.6942333347898835,2.372532724886721,4.73248126042237,3.4877453646465373,2.7103882657583824,2.981518585042287,3.5996055892675947,3.329291145719437,3.5885966367989277,3.14871797925219,3.4660882879361683,2.781098803534637,2.860226638496747,3.1005819524979445,3.99842886330868,3.5517975460241322,3.58529917523056,3.6048159813464276,3.7802219704398534,2.487461398050713,0.0,2.534692226353809
cell219_HeLa_,3.5521527524825327,2.6342444212631184,3.315580518660406,5.922341556540138,2.7018656633264877,1.8343075155351611,4.287933584285835,3.528005382013082,2.23271807913114,4.042996888909955,2.5879649758038035,2.246016943419488,2.030729276427996,5.353467700924083,2.8610843455900246,2.8447257048978787,2.1234233204888207,2.211436874743187,4.006016732513267,2.124419885972797,4.204354022149914,3.00041265957083,2.3234974447229946,2.1496746859789404,3.793080466169717,3.799635498624129,2.7291708542723234,2.66501580264653,2.438671817553007,2.1227555554128497,2.5329037315430787,2.5683225971114663,4.3588513423538915,3.8944804716366157,3.2215020312071316,3.4983388659861796,4.2058577539559225,2.373355395331256,2.534692226353809,0.0
