,cell29_HAP1_,cell412_HAP1_,cell547_K562_,cell570_K562_,cell512_K562_,cell583_GM12878_,cell482_HeLa_,cell529_GM12878_,cell13_HeLa_,cell278_HeLa_,cell614_K562_,cell370_HeLa_,cell361_HAP1_,cell38_HAP1_,cell456_HAP1_,cell577_GM12878_,cell587_K562_,cell478_HAP1_,cell43_HAP1_,cell342_HeLa_,cell531_K562_,cell506_K562_,cell539_GM12878_,cell108_HAP1_,cell417_HAP1_,cell517_GM12878_,cell132_HeLa_,cell65_HAP1_,cell504_GM12878_,cell218_HAP1_,cell591_K562_,cell524_GM12878_,cell611_GM12878_,cell301_HeLa_,cell606_GM12878_,cell554_K562_,cell569_GM12878_,cell81_HeLa_,cell299_HeLa_,cell146_HeLa_,cell55_HeLa_,cell404_HAP1_,cell553_GM12878_,cell322_HeLa_,cell399_HAP1_,cell557_GM12878_,cell309_HeLa_,cell602_K562_,cell165_HeLa_,cell174_HAP1_,cell485_HeLa_,cell601_GM12878_,cell540_K562_,cell515_K562_,cell366_HeLa_,cell488_HAP1_,cell527_GM12878_,cell605_GM12878_,cell415_HAP1_,cell588_K562_,cell578_GM12878_,cell610_K562_,cell109_HeLa_,cell507_K562_,cell202_HeLa_,cell552_K562_,cell430_HAP1_,cell235_HAP1_,cell508_GM12878_,cell604_GM12878_,cell246_HeLa_,cell600_GM12878_,cell468_HAP1_,cell597_K562_,cell617_GM12878_,cell513_K562_,cell47_HeLa_,cell603_GM12878_,cell615_K562_,cell542_GM12878_,cell252_HeLa_,cell535_K562_,cell546_GM12878_,cell551_GM12878_,cell207_HeLa_,cell609_K562_,cell423_HeLa_,cell562_GM12878_,cell196_HeLa_,cell432_HAP1_,cell305_HAP1_,cell120_HeLa_,cell571_GM12878_,cell419_HAP1_,cell153_HAP1_,cell77_HAP1_,cell164_HeLa_,cell581_GM12878_,cell516_GM12878_,cell200_HAP1_,cell376_HAP1_,cell255_HAP1_,cell589_K562_,cell262_HAP1_,cell541_K562_,cell523_K562_,cell514_K562_,cell208_HeLa_,cell595_GM12878_,cell590_K562_,cell573_K562_,cell544_K562_,cell619_GM12878_,cell205_HAP1_,cell444_HAP1_,cell9_HeLa_,cell537_K562_,cell500_K562_,cell411_HeLa_,cell219_HeLa_
cell417_HAP1_,4.410675201107021,3.323324598750454,4.045533930698945,3.7141729361066806,3.4624225941830793,3.635593940656325,4.002133774331945,3.4874902382761803,3.907674147355457,4.025189375905868,3.6276477439330375,3.558676949687366,4.052553049460046,3.2528765787848726,4.6421446061480705,4.342787794124781,3.5735257835975065,5.11833396337185,4.655162057787102,3.4522442003089564,4.786479582228406,4.566502277328137,3.2903361939275038,2.990210539920462,0.0,4.342147811902854,3.4632796313419227,2.927958119705281,5.260476618001715,4.877192059272751,3.5955692446798504,3.6707996998851637,3.5446159586403785,3.8090474073265623,4.0427841065656445,4.072226303349338,3.709232133206766,4.039077140081981,3.423102467202892,3.7340423925598376,3.4368256682257234,4.044943166707286,3.8119383204687898,4.792914522410557,4.105386901630213,3.4550631641341587,4.22907631951022,3.9233115336325732,3.829669774442731,3.5908636418389204,4.104449132247748,3.9077207666154807,4.074273017497918,4.0146619022313335,3.77466962945892,4.072329299965851,3.910893213511718,3.8472227012783047,3.7921073446833202,3.306431887023064,4.973231300691761,4.186158060994322,3.5276378733817078,3.8270048288341174,3.5365287698246552,4.078349576233072,5.439048714117439,3.114365548741597,4.070095232477694,3.8756659246570395,3.9299955302094562,3.3787173605718586,4.800806059482408,3.6305228180311406,5.127620746172924,4.387682681047508,3.4905339501300916,3.7687831824545057,3.4007594485222334,4.391467507382782,2.8137042621067323,3.605913818911217,4.066869884378789,3.610368428487869,3.848191397430524,3.76304192614393,4.156381954805752,3.788167191379107,2.953836635973272,4.130318829012958,4.240303914559155,5.269944518779913,3.4966944953395522,4.50138823527809,3.6282282053695862,4.010210374553205,2.9828527444548296,3.741310462451832,3.816858603843543,4.399137098843873,4.535425430916671,3.556243244273856,3.609905069948679,4.217323702254295,3.869998220861195,3.0518455311514114,3.2965531813908795,3.949463502683406,3.2917242374524673,3.7088165528806183,3.378076007963408,3.7344585992064885,5.505396200313527,5.7380756476024635,3.8413055539824184,3.2195028274546793,3.703527998541101,3.7409289069693106,4.462499370068022,3.27467261752452
cell517_GM12878_,4.131530033772243,4.3206617055291545,4.1202045240461045,4.020431834925487,3.492870379136821,4.2455366212575,4.065939611735173,3.6642272832230596,3.0753649643168037,3.8433035144275203,3.4946603595669696,3.6850781518958993,4.659737995634707,3.0618928577234032,4.346301767463787,3.961163019070539,3.950257346543684,5.340193090140081,5.692383761727111,4.313087408828735,3.7295862912539963,3.347384590397371,3.846443630214898,4.047059552235099,4.342147811902854,0.0,3.0261489414926177,3.8723627542167924,4.246884285206097,6.338708222872854,3.5110336108459164,4.67490830418532,4.213870236645769,3.882933040871022,3.5561216739883337,4.527089772143875,3.8243370277969984,3.5307980380980326,4.444618532266048,3.605368882160945,3.2193080946727957,4.872123496047735,4.535443157303843,3.960614725409881,4.457654174083064,3.838470064378983,3.4943330194151097,3.994609012450066,3.6724858772360354,3.606320817863861,4.305023176547786,5.449990914120068,3.722901131337337,3.651516219270375,4.112579474312327,4.6560528349684605,3.809289152035632,3.883186293080172,4.5444314467701314,3.7997391885503777,3.6842887111818934,4.81370512491322,3.8290912438864715,3.7931483711672467,3.562366616024913,3.408497672247486,5.726861631601956,3.4291950490666463,3.853986144017428,4.210920263980441,3.8482504667235284,4.026955793180747,4.237806282071116,3.7256645377439845,3.6025216155442883,3.4487837769128546,3.691057766214227,4.04968391547227,3.4959468714042234,3.559770322375738,2.97622957107402,4.075748003431394,3.6155174114257953,4.573886040724196,3.748703824419655,4.782360776586811,5.586980957481257,4.053736537059779,3.421113631431112,3.4784805496400435,4.938776942963583,3.376000017655247,3.4152179120663733,5.071634890934542,4.163043299221727,4.283984269582048,3.0758880879754034,3.68811639327442,3.3395895094580945,5.014918277317228,3.8235252988181516,3.4345831106423717,3.808232258613586,3.673196484036441,3.4843246371321372,3.8689839360158116,3.5402829713619877,3.3540112014957906,3.609915250556194,3.780041963078731,4.241957902741381,3.5952107823636092,4.283930208057102,7.1131932874108035,5.364928428102525,3.79013503606319,4.853169202047049,3.26920422978386,4.389888948586634,2.965383437259761
cell132_HeLa_,2.4123882139868633,3.576924364258886,3.677198664994622,3.6002018714537174,2.452566634644769,4.0786696364174215,3.2848310606427074,3.404576151648082,1.1391502551368151,2.6814636337751168,2.546770661190602,2.8581978243020445,3.3209337756507122,1.5549182191321311,4.110386310107896,3.3052757176017566,2.7993768325096458,4.846254542174527,5.49144906238346,3.8129439953242708,2.119517195556845,1.7111339620643065,3.7790555712431724,3.051066378527934,3.4632796313419227,3.0261489414926177,0.0,3.060589433153103,2.8792016891279797,6.748370413125807,2.427163107801352,4.265903250924384,3.447416434125227,2.4767421305607593,3.3160819633696317,4.125532255531631,3.692164956578523,1.6343269464954593,2.962357602688478,1.9998026150538557,1.399570524900875,4.410086438979149,4.210002339151668,2.014629770332317,3.45208137011665,3.6172692975391803,3.2455634513839886,3.946744359115029,2.768391134660261,2.8698109441332638,4.0705312664209,5.48571285621626,2.011083117891036,2.357982092597961,2.93805030676806,4.48900977079959,3.601413571451297,3.8959347569350604,3.633862771181734,3.20276662964012,2.357517636073606,4.37873809365744,3.174954661275879,2.617022146277798,2.266097714815335,1.9832177475193675,5.5993493160804775,2.140932763736415,3.191812933293079,3.4916017863214526,2.349278548480891,3.5905266465739114,3.1899728396099682,2.7478795614527325,2.556521918012619,1.715691293304502,2.4866181269158125,4.002541190535251,2.8783044135642273,2.597999161258118,1.6252295657960465,2.8590287451539167,3.35406000130107,3.9245300826233773,2.2304525113784526,4.2814046386937274,5.357004704531221,3.7775132306717927,1.702803024727494,1.772889281192123,4.671619518656893,2.2960813545962493,2.8656231132886467,4.668849764477574,3.3810844741137522,3.931496790214689,1.502348138479221,2.4311873774516473,2.5738178513543293,4.554900781646957,2.3956924409894804,2.1543388963566708,2.906220360301821,3.017760877789497,2.420075287595626,2.97520122278506,2.213502569883243,1.6995140368299415,3.054177456840441,2.880489268821142,3.401315751536233,2.0244702433907618,3.4977058648502366,7.610219628744087,5.349279870425488,2.421276805804757,4.058207266265832,1.7557858716478265,3.2223757733552745,1.6353307006250324
cell65_HAP1_,4.52853859949208,1.8255431123916617,2.3322637951956584,2.449677932619171,2.649247583603919,3.3288362683502415,3.247125655600473,2.3940171719403045,3.692137615454704,3.710197537176458,3.1431056538634783,2.271665159819222,2.4046840483483836,3.0486986530040983,3.7185360872092996,4.421542991998705,3.3526510721698712,3.7576826775345595,2.586968230814853,2.103043587379847,4.266314442896672,4.1672838671553745,2.202350561596,2.7480408352010968,2.927958119705281,3.8723627542167924,3.060589433153103,0.0,5.828856585759758,2.4572366060560955,2.147935292629805,2.347306998131373,2.94210748929563,3.340028674547165,3.8235374079747686,2.1726811319653683,3.2012399437434254,4.701916398862091,2.6487471010292722,3.6780557972257117,3.0784345897723053,2.0339558974886707,2.392267844272462,5.205807682918966,3.523298489628248,2.3263846170825406,2.5960464905782574,1.8686668879625632,2.599494095005203,2.824546219870046,2.954872578610986,2.707684634416071,4.616105885186853,3.5306093688230282,3.1852068647499987,3.0026661383229545,3.239100186273574,2.1687805208934794,3.3968080335651343,1.946928373744739,4.938806049754799,1.9758183342739848,1.9909450380534328,3.7511038727133554,2.333278087638983,3.7203046696605933,3.4170637913816586,2.990153141228877,2.9856707349475866,3.9749370089908544,3.7316942356519545,2.4956061715485065,3.947916712858535,2.8930434182474407,4.794041000135613,4.207143840237573,3.365090451384712,2.9011962483846303,2.22170469992578,4.40636272227464,2.236774937934695,2.906939091526021,3.7103937080010474,1.9928542022443971,2.936769914211574,2.101537718206604,2.16319153561584,2.229488989065026,2.599130614068908,3.4361064393676894,3.552560189649429,5.2029578720818,2.808583455869355,2.6195106674595854,3.000852560482429,2.920963534049929,2.6040806571721307,3.0214335789498428,2.8595266689948664,2.4818179701324,4.145545482367902,3.115898610066127,2.4891389105785944,3.2719280811888307,3.3810336791190347,2.3923455281733643,2.7422453096953805,4.672206813940951,2.0946207247615565,3.0657700276810873,2.5290395718850927,3.6351460033665877,5.923149557665896,3.3231504056182652,2.1817630174941014,2.1883501544594512,1.9639430036803591,3.687479626721071,4.531223411613537,2.75206361585701
cell504_GM12878_,3.565577013753427,5.596849600730478,5.932301112640404,5.473443879192008,4.263221775233343,5.512843974577412,5.293142893659381,5.136280782357083,2.7416584166960822,4.462565959392583,4.209084435137183,4.759912267969856,5.4994296803007465,2.9099073517623193,5.465112854713771,4.063513263080536,4.831961511741774,6.996087086784755,8.228718565843074,6.31843262977177,4.018202111428357,2.8923193108843117,5.693333282131119,5.137006341652739,5.260476618001715,4.246884285206097,2.8792016891279797,5.828856585759758,0.0,9.537551469051026,4.555217734837505,6.934525115780255,5.0412797567448,4.343872085492709,4.275259101083583,6.6309891879235305,5.495042802733938,2.656907066209415,5.229825722626625,3.058140974863943,2.9953501436702767,6.9411608784878265,6.365395978659452,3.211811571743609,5.2808043564802265,5.659401385636101,5.153849383790698,5.922086584121966,4.719907500815828,4.31002332318705,5.80394913361459,7.777491688253198,3.1412073966411875,3.8772942769414662,5.070838795327462,6.201181510914143,5.120660460877869,5.970137470848501,5.1635592015250555,5.574250565787517,2.9165970049506678,7.0414221162169035,5.353169052087658,3.840422022838631,4.064888495775785,3.289865641821261,7.8422740894409575,3.7032439226596168,4.7641059774217265,4.77474711896954,4.158206140079829,5.679294716782254,4.4954090968414295,4.3462172033714195,3.894850988470173,3.0545727602758324,4.202815204624052,5.342273407750021,4.701466770605443,3.729313737923828,3.353513292061567,4.725032921172431,4.326553955601206,6.058972082757698,3.9754269886095828,6.624883603325416,8.158984986970914,5.538390194265707,3.4939606688232168,3.6221492434473284,6.460150687080251,3.279421525268248,3.996126012446327,6.774317399481799,5.2939868124088925,5.831556451443524,3.285146911336608,4.208246320336408,3.8184527966680317,7.064085650714773,4.512651098957065,3.587854637244226,5.043477714865607,5.0852155208601975,3.9963146009682897,5.107800972116833,4.141413164618395,3.0547944362438235,5.270535575742879,4.7476687590092,5.622793886082891,3.2600258734900205,4.299644274835364,10.54533484090873,7.821841301709065,4.908109913317674,6.61793604315052,3.0218298797181946,4.405144220409703,2.9290776479167064
cell218_HAP1_,8.180259043417822,2.898139431953343,3.583295064577527,3.654567067063561,4.89902169304646,4.563117170844651,5.175931388099416,4.031467412598884,7.7733350553089675,5.902584862227393,5.542263371022155,4.382016376906798,4.455851187422436,6.481058934258257,4.8155713729367475,7.302797652547689,5.52331979289828,4.5445164752481535,2.694586744283651,3.203896286662787,8.371472410172998,8.66024371486931,3.0905447912357036,4.802592923015776,4.877192059272751,6.338708222872854,6.748370413125807,2.4572366060560955,9.537551469051026,0.0,4.605915928768266,2.8655139787818067,4.264448401071389,5.81870279311023,5.874038003831805,3.016205017870297,4.558078500907071,8.807033473084713,4.149017049208842,7.257225038145899,6.906915396229614,2.7832904056807166,3.236205324159541,9.341510209834288,5.6645514868822975,3.1581172677932754,4.289661057911772,2.9402200527563567,4.550831525622366,5.4310194636219435,3.81355274922526,2.7941309275355106,8.559787741349723,6.646472293718469,5.431636803002667,3.8051450885598457,4.558628079450271,3.150567510194059,4.927354463489142,3.2988745651806353,9.094363125512897,2.1925784269493285,3.4263667332382157,6.675154369905925,5.186795270733139,6.743686530835593,3.977730604816073,5.5823540709554615,4.92515119305052,5.711583760373192,6.6276792173425285,3.751453018030616,6.317188222993201,5.063119386092154,7.906591882059231,8.34030621450497,5.628972377372581,4.2152573546882035,4.252276613984771,7.465352074166177,5.36762589810394,5.137884784141732,5.271541508916037,3.0204766844731887,5.855234478433733,2.8047435856749754,2.095987435291495,3.5908338783730747,5.791254196651616,7.187946303791786,4.581063367094114,9.033196126581625,5.249171262766142,3.6048248436300803,4.634084767678495,3.9336207497786133,5.622886036179717,5.626583773286122,5.380601121859107,2.9594345467093177,7.278318765249253,6.484079195207169,4.483235621408765,5.421057780090344,6.400384556416938,4.151789438689894,5.2095459348766795,8.807702241227595,3.513051510258271,5.229771912292393,3.9349746794982847,6.68435181205223,8.97024034592171,2.3138263956396203,2.2062795708347416,4.319984252915728,2.519849870601649,7.335550238380753,6.811403666865838,6.29426647536518
cell591_K562_,3.9591381652142656,2.7531124971201955,2.673676671477588,2.600039262384753,2.3418007277607877,3.6345366660459963,3.533954077904318,3.031512780621745,2.8905817100307445,3.3534571647311076,2.8854192953688216,2.641503713683826,2.7916050629812474,2.555374335142365,3.456994058859472,4.143654001559778,2.8064654709038654,4.197913809150785,3.863068096428953,2.808017987746406,3.578445706687709,2.970381970307893,2.880876689148192,3.2841498387483394,3.5955692446798504,3.5110336108459164,2.427163107801352,2.147935292629805,4.555217734837505,4.605915928768266,0.0,3.6038561285541775,3.601553232699765,3.0918879529375047,3.2653421827220286,2.9133238199885954,3.126553151505775,3.429746887226023,3.0026203295053735,3.041011744959227,2.659353067808455,2.876017828305317,3.1095722493329387,4.03432909494204,3.5963614733666605,2.87249687743801,3.020255459434848,2.9299120947441013,2.769723142017244,3.1410935929000923,3.4280068769334875,3.930966533040557,3.281669565932352,2.67234650275074,3.3067865903895624,3.586507630602097,3.3370536968236255,3.1187038092979886,3.5366297909213698,2.608793495716511,3.4983859835497526,3.0688948727164913,2.6620516671920007,2.996924202873527,2.5641047701115114,2.501840561047166,4.160276263726716,2.5723905439855237,3.4980180905210068,3.704106380941033,3.3434668275409924,3.1587198324482406,3.4984927202509253,2.7793878504714655,3.7294795111172006,3.0686512020043804,3.21386186579951,3.698270755622609,2.076491340863609,3.490352299013351,2.37260982779814,2.287057169239942,3.6239431159130344,2.9527353517683292,2.962142443626144,2.9876384507237974,3.794434855494446,2.877549011196597,2.712057793560684,2.777517883149769,4.314924098104893,3.8363678995244346,2.9117673632822907,3.6089846145510416,2.98662032103943,3.2252875672947106,2.5280946997831446,2.860652677161159,2.8673815008187984,3.3789198386290735,3.3677358154178316,3.1874477451733654,2.285515054523832,3.3036503565930397,2.8768791444258994,2.671017776189066,2.5818086343369653,3.1843523891343066,2.6961615293127332,3.0963312373293226,2.9468561334452885,2.6958141151564234,4.83389554267562,5.234053375149249,3.586125424800903,2.803533886242655,3.113129177314943,2.883625281547431,4.221309532993381,2.6195104258835067
cell524_GM12878_,5.884522637757776,2.6126959970382777,3.128103800831798,3.397093991537584,3.8831520807807207,3.6289178843344647,4.015772186362943,3.035372214185144,5.097174027459919,4.353537566919359,4.259277262927615,3.3366350428772265,3.783257160239984,4.210196341131263,4.370106289347779,5.09606001645685,4.4202963778222415,4.4117124717401115,3.426948982011408,3.2995729604646087,6.112427677737714,5.7992011873649245,2.847978405725928,3.3837009596865526,3.6707996998851637,4.67490830418532,4.265903250924384,2.347306998131373,6.934525115780255,2.8655139787818067,3.6038561285541775,0.0,3.3583465632514304,4.32299383186255,4.704446544887778,3.364751292832482,3.940152645868858,5.752223819052848,3.6644519646727174,5.112179150420596,4.630780328714574,3.0219168757351804,3.3111393898501644,6.077259930552204,4.477609188387859,3.0365226373930883,3.506409970498881,2.76987803493658,3.6830863376131378,3.83919113805074,3.2995019620511212,2.9386134822135763,5.8052390644270115,4.810368395650016,3.904425392485741,3.6215375055073276,3.9824961568067834,3.1443069416802536,3.9179240751781657,3.1185926677122153,5.8447065714136475,2.556128581777724,3.121857752160577,4.734972615085734,3.701741814093137,4.830805060405494,4.363248268474015,3.967689132576872,3.8287446089535493,4.635644979254065,4.913952354649982,3.2871521089029136,4.776750460425291,4.21706499602225,5.872671158071348,5.783189639080117,4.072268524666025,3.615939211596691,3.5594284274024117,5.4217899085076695,3.772457905747256,4.261501164476526,3.9339182459192967,2.7664636867827292,4.172993531994055,3.096822129188064,2.9885646833598924,3.3914489982223266,4.119018862179632,4.955437238590118,4.018661759936605,6.17555775603125,3.6847256667763073,3.474115593430135,3.6484050339792806,3.3847929968041885,3.986819533561679,4.21038012611309,4.039980765581025,3.1288210557355605,5.33048295598655,4.524145956913976,3.7694398498989496,4.207965356013496,4.640803829731402,3.5205741384133207,3.8973178963816917,5.867591185165303,2.973373197835234,3.823238717911167,3.5160543317166715,4.929370615742594,6.654553339181556,3.817444215693061,2.7963140094240937,3.35669772337285,2.692577114149512,5.116641574697969,5.306165958043907,4.287933584285835
cell611_GM12878_,4.528338844316175,3.208549260355936,3.937149999909173,3.727209874178145,3.6289842899713123,3.8524824378031974,3.9739640551850233,3.510603816236226,3.9223158632398096,3.9533850833465647,3.505196411331948,3.380224633794291,3.793288865992886,3.460433807360773,4.3759599840426535,4.181476428197845,3.779822634712527,4.755390149611962,4.372298099516114,3.7172683424997697,5.047243982636195,4.725654272884322,3.058328861622594,3.561027369657598,3.5446159586403785,4.213870236645769,3.447416434125227,2.94210748929563,5.0412797567448,4.264448401071389,3.601553232699765,3.3583465632514304,0.0,3.841063838153172,4.1269507844970335,3.940202232839564,3.8438213867212223,4.387048148668457,3.3751050819537642,3.9969554803098797,3.924996070440061,4.033295362559583,3.631031492397257,4.991872875739962,4.131695071806028,3.1237945360168338,3.7989321494088935,3.6007243759491296,3.796216678009627,3.430467199859585,3.5027998124856143,3.8206581763071124,4.406127135892403,3.9733802730087207,3.828547277031188,3.4965748981379985,3.6697384412988407,3.320268653599366,3.632117601423147,3.121077767334788,4.818081457661878,3.7828553694972493,3.3816793068646507,3.989608409469856,3.2799579453256973,3.998192257641546,5.060927479192278,3.1711761376583647,3.7795554564353817,3.750021071225789,4.099884385217317,3.5447050327514695,4.662319685677071,3.704286689612597,4.730897366828362,4.57054930791168,3.339645317573014,3.931190570198935,3.312992813344202,4.204970328605313,3.228363872335819,3.4884074902270603,3.2351137145511437,3.4297435640119076,3.7243157941973895,3.5718742912971186,4.267320923816431,3.498207044625433,3.6033077635399033,3.9911137347083745,4.20393273921741,5.25443439447585,3.316221950193156,4.1025954990127715,4.01080724506926,3.442820548696326,3.0525667583481084,3.605850469757843,3.5690558492868627,3.888463972925047,4.667578420529276,3.4807729897115607,3.6307084362225677,3.852793324266071,3.849481135289775,3.4137400296362856,3.1759811309215067,4.556498531794116,3.0082229364099815,3.858052039522029,3.6121584100206534,3.6917337701186614,5.514274801403181,5.570836356761263,4.204872046201996,3.003583523794142,3.357171228774895,3.831960596029044,4.202631237593871,3.528005382013082
cell301_HeLa_,4.061429970009356,3.292936673100359,3.9118391379309605,3.7172019517902966,3.16918333284086,4.0102048292341035,3.7835486899552153,3.710466274292755,2.6457213839701543,3.350986535655401,3.4151389538805303,3.113102547317659,4.139899082710574,2.73394148573407,4.769718969189564,4.038487802232851,3.504385221240413,4.924966604895397,5.236822320854348,3.736959125046573,3.841413084791009,3.4465207299092624,3.6465401322188775,3.5606172801380653,3.8090474073265623,3.882933040871022,2.4767421305607593,3.340028674547165,4.343872085492709,5.81870279311023,3.0918879529375047,4.32299383186255,3.841063838153172,0.0,4.116859866686484,4.216592966981988,4.200839313967773,3.240304238234109,3.2952497227935456,2.9297160083893363,2.7106046182018355,4.031944378580723,4.399404158375186,3.6423467395741937,4.390356885779764,3.7520276084766655,3.809058185969442,4.091198780253037,3.2578532154497104,3.7372280624465875,3.9188589626652197,4.796479197908376,3.49792714257255,3.3170357996989788,3.6565601824633465,3.987404900896787,3.68612037437133,3.6041658780768753,4.1951237707131135,3.568213911601813,3.967161263172268,4.3484856691601985,3.4812494446362763,3.44280926790856,3.1063324387917355,3.037274045991043,5.886625406624296,2.993071858372608,4.0041847743010806,4.370284049539026,3.1195401312747677,4.054439314209189,4.257659995436356,3.7692997427930326,4.134250306863897,3.5029150904607116,2.7518363526569196,4.1197055474112405,2.863128756131205,3.31504842431516,2.595444505147592,3.440045211738876,4.052113983004374,3.689944513150932,3.008635020674072,4.187048256902278,4.579971961833259,3.9081566770767315,2.3807016364342806,3.3597529295669935,4.9968568699281795,3.8410196257440514,3.843324013180938,4.514764113810912,3.8854998833334964,4.013904910080139,2.362761089146071,3.363710267313723,3.3283565277093192,4.6823669012685105,3.8943704793227427,3.369724023075758,3.4542066222038406,3.6951466987302055,3.406419564440018,3.416867803819745,3.356293435857297,3.200687225355372,2.837874353728211,3.523752766574888,3.9651745096041706,2.9840735604677326,4.798077831093792,6.8771678139454755,4.882199626083916,2.9426931277955575,4.174547090085444,3.0343663607194316,4.01336553781884,2.9456521162295553
cell606_GM12878_,3.9219714430340678,4.027837460660974,3.8722945859293976,3.8797629470998207,3.1612047349839365,4.195862757340247,4.489686746933044,3.9371908477984903,3.4855573338406307,4.2212138412338485,3.6294350299977367,3.803277461706985,3.9812885899122303,3.007292856362215,4.712617310101873,4.325843750902008,3.4841425968530326,4.852146666465956,5.294133102903158,4.00491269855681,4.236142494271363,3.7753313323144386,3.8039244546557196,3.977472998992554,4.0427841065656445,3.5561216739883337,3.3160819633696317,3.8235374079747686,4.275259101083583,5.874038003831805,3.2653421827220286,4.704446544887778,4.1269507844970335,4.116859866686484,0.0,4.0666536817918795,3.705683670911852,3.6632489714045735,4.058224279904426,3.5521373525364677,3.499647731947765,4.401123019157771,4.314063745380864,4.722127779255253,4.598067560908195,3.6128202261734854,3.8810296371297435,4.131825757987287,4.077372450097467,3.67600478775352,4.386870428441506,4.9933858382719265,3.7027698133612645,3.4920177702800403,4.001590730955067,4.58914167103294,4.229302135452455,3.8792216219085414,4.437191125985107,3.659477437711619,3.7996742293819157,4.397257218786058,3.594897927272518,3.7281552021696163,3.501168463377163,3.547263410974347,5.294641389680628,3.1310960375233776,4.051556084856973,3.83366505467975,3.872532010841172,3.9589451206115007,3.719637906739004,3.254924845411165,4.064360597876732,3.519233093290453,3.939884640811252,4.056773103031915,3.4169181143968492,3.7257738147509163,3.1312523716103846,3.1225953124295014,3.8009136895200157,4.245681733196788,3.656261001068854,4.2110074039113625,5.233898635253734,3.8973673172772383,3.393982901920822,3.5046764829413153,4.8399494831308605,4.398610843346924,3.229713742305828,4.923867817314927,4.14208458577049,4.013470325504889,3.2339575527593176,3.390246408576301,3.4215784516757353,4.709253330270584,4.318437337335793,3.4194832811708076,3.3283899861450204,4.266662396380481,3.8371168040841,3.344294799260247,3.2515915256493297,3.8237679986459034,3.3144076168653585,3.6833210063720245,4.08327629426343,3.541487431821775,4.546898541682349,6.689487870730709,4.744053051243158,3.9083325787035843,4.5548117886554875,3.250309501980537,4.469288198160265,3.232207188063067
cell554_K562_,5.333165978531029,2.5571784517830176,2.9777379204795587,2.953762834098735,3.448721180778339,3.638080124379071,3.5357797538911533,3.1479252746729838,4.963613544559509,4.670687688017248,4.189422331444433,3.1023019354908214,3.0999355499599046,3.881056574471324,3.983780451028661,5.409477345697896,3.8322689237302274,4.107642117371865,3.085053573612107,2.959105401590411,5.560246456256153,5.394072328785375,2.900294286746354,3.6104435960425083,4.072226303349338,4.527089772143875,4.125532255531631,2.1726811319653683,6.6309891879235305,3.016205017870297,2.9133238199885954,3.364751292832482,3.940202232839564,4.216592966981988,4.0666536817918795,0.0,3.3727137381624983,5.917225159342527,3.216660301797908,4.629790957321562,4.427761412828861,2.5046921302948997,2.6381752329415313,6.2897999373033375,4.533976535597036,2.8764765800926426,3.3568960654404973,2.387259894792451,3.239378718470719,4.037174578415269,3.3057642676547943,3.2871435933201747,5.488314974919808,4.1429319859752205,4.12041980499986,3.4892943782942547,3.8736157934716737,2.7655770539078133,3.799154468992364,2.8778508808183174,5.8236688791077444,2.4669311281096613,2.791305063707358,4.392221320698491,3.350057626393717,4.276944838347041,3.78171749511299,3.695748275506925,3.8420012761379105,4.6028026743725015,4.766547877194282,3.6162734769985994,4.4338062224359565,3.3492896852539933,5.535353150356657,5.189568605320002,4.363256347452387,3.4924477635150515,2.937308729354956,5.18549953025381,3.5265730984838495,3.2630465792470096,4.224903138946155,2.741311527703539,3.9688806200898403,2.3777375303872894,2.7219377353719203,2.832727371441557,4.103080606592897,4.343368929127488,4.156663005616948,5.835049058370091,3.6929669935636813,3.5218002574553715,3.411578980947083,3.631027021032216,3.6869579218451376,3.9803926905233196,3.541032818034126,2.6280389593468385,5.014699862858439,4.667909807379386,3.176045674961352,4.1134487590542514,4.581658174838004,2.790432639280879,3.512280701434668,5.636775126014206,2.740815486306369,3.9029973316360653,3.34307799974913,4.553991195562713,6.158407671100333,3.7429231511266807,2.603956612037429,3.3305299827015133,2.6401384592874146,4.552995438927317,5.441783060463399,4.088358575410089
