,cell29_HAP1_,cell412_HAP1_,cell547_K562_,cell570_K562_,cell512_K562_,cell583_GM12878_,cell482_HeLa_,cell529_GM12878_,cell13_HeLa_,cell278_HeLa_,cell614_K562_,cell370_HeLa_,cell361_HAP1_,cell38_HAP1_,cell456_HAP1_,cell577_GM12878_,cell587_K562_,cell478_HAP1_,cell43_HAP1_,cell342_HeLa_,cell531_K562_,cell506_K562_,cell539_GM12878_,cell108_HAP1_,cell417_HAP1_,cell517_GM12878_,cell132_HeLa_,cell65_HAP1_,cell504_GM12878_,cell218_HAP1_,cell591_K562_,cell524_GM12878_,cell611_GM12878_,cell301_HeLa_,cell606_GM12878_,cell554_K562_,cell569_GM12878_,cell81_HeLa_,cell299_HeLa_,cell146_HeLa_,cell55_HeLa_,cell404_HAP1_,cell553_GM12878_,cell322_HeLa_,cell399_HAP1_,cell557_GM12878_,cell309_HeLa_,cell602_K562_,cell165_HeLa_,cell174_HAP1_,cell485_HeLa_,cell601_GM12878_,cell540_K562_,cell515_K562_,cell366_HeLa_,cell488_HAP1_,cell527_GM12878_,cell605_GM12878_,cell415_HAP1_,cell588_K562_,cell578_GM12878_,cell610_K562_,cell109_HeLa_,cell507_K562_,cell202_HeLa_,cell552_K562_,cell430_HAP1_,cell235_HAP1_,cell508_GM12878_,cell604_GM12878_,cell246_HeLa_,cell600_GM12878_,cell468_HAP1_,cell597_K562_,cell617_GM12878_,cell513_K562_,cell47_HeLa_,cell603_GM12878_,cell615_K562_,cell542_GM12878_,cell252_HeLa_,cell535_K562_,cell546_GM12878_,cell551_GM12878_,cell207_HeLa_,cell609_K562_,cell423_HeLa_,cell562_GM12878_,cell196_HeLa_,cell432_HAP1_,cell305_HAP1_,cell120_HeLa_,cell571_GM12878_,cell419_HAP1_,cell153_HAP1_,cell77_HAP1_,cell164_HeLa_,cell581_GM12878_,cell516_GM12878_,cell200_HAP1_,cell376_HAP1_,cell255_HAP1_,cell589_K562_,cell262_HAP1_,cell541_K562_,cell523_K562_,cell514_K562_,cell208_HeLa_,cell595_GM12878_,cell590_K562_,cell573_K562_,cell544_K562_,cell619_GM12878_,cell205_HAP1_,cell444_HAP1_,cell9_HeLa_,cell537_K562_,cell500_K562_,cell411_HeLa_,cell219_HeLa_
cell578_GM12878_,2.732126323591908,5.104170961659037,5.030228623592468,4.900944992227466,3.626735663800395,5.134781451083259,4.69559878927414,4.58975373117663,2.2424376978978655,4.145936276356419,3.5868121680721554,4.266437314872807,4.736071027128471,2.4241456779019,5.386250147620723,4.015004759487912,4.232601049163344,6.476876219627789,7.645986841496082,5.574857581139362,2.88022302060255,1.9563890206822223,4.983983434833261,4.207324496293538,4.973231300691761,3.6842887111818934,2.357517636073606,4.938806049754799,2.9165970049506678,9.094363125512897,3.4983859835497526,5.8447065714136475,4.818081457661878,3.967161263172268,3.7996742293819157,5.8236688791077444,5.031543988637375,2.3090955931594728,5.1093682686809,2.737072564168975,2.5011762290105954,6.353198795715467,5.71319778743076,3.0688796018443574,4.331341010205619,5.017076013194386,4.7980255359082005,5.468970853176627,4.4284858602092,3.6472385770743414,5.4594319596972785,7.479137514988594,2.438283605369908,3.2188918735454974,4.23836640237702,6.082188267657672,4.696290609700267,5.593323452572385,4.970753635549679,4.766413385727125,0.0,6.447647078654841,4.699169732549022,3.203779997191181,3.4249373643747987,2.6855822462402785,6.941386775975425,3.0823551331026326,4.364775187201462,4.477880932055701,3.9839299933791965,4.885194841153835,3.729048843636824,3.7831038602173646,3.2496201501073685,2.156316940168902,3.9535673129930533,5.041104411649914,4.348370865901956,3.228645263030688,2.882760526536164,4.061892548299582,4.293693796544109,5.497701762868925,3.4316686233519826,5.9046779271092324,7.8513961213651,4.988510212199852,3.013057766188058,2.547871823824482,5.712818983255277,2.7518760941110343,3.5443795512456076,6.155514903068521,4.929430790083037,5.598169446373641,2.8407875673316907,3.2853237273439815,3.461461187561919,6.294856595093272,3.6396464141558456,3.0913069599606384,3.9376257788654563,4.418860063602691,3.0821455447154396,4.455769865833992,3.808105849335236,2.4748702382705536,4.74245072172063,3.8499231690548146,5.189101539143412,2.6990159588563727,4.0623692022704345,10.000959291685072,7.181192757523116,4.106872260586949,6.1934559793071475,2.4964188326906522,4.521967400688984,2.483291055375491
cell610_K562_,6.175214378722883,2.5840000443755,2.8127077232897744,3.147177400411016,3.3942995146282433,3.8252862780180124,3.9001277143919126,3.2273125905600226,5.111369262381394,4.27456489801593,4.108980708027769,3.291737883066313,3.2893368760497252,4.269750964702265,3.959465932073746,5.441254486973666,4.204201037744984,3.7738255522527915,2.4729781931907926,2.610035869217641,5.870863223343801,5.850833721920579,2.5605188584784275,3.8857819855243747,4.186158060994322,4.81370512491322,4.37873809365744,1.9758183342739848,7.0414221162169035,2.1925784269493285,3.0688948727164913,2.556128581777724,3.7828553694972493,4.3484856691601985,4.397257218786058,2.4669311281096613,3.799973259142077,6.12979246164382,3.3303167606144264,5.013062412617161,4.723233736874794,2.401769390508738,2.910765164666058,6.662792310629353,4.475215104708625,2.6651098951500396,3.142774684711964,2.219134503824249,3.1318419034105975,4.010644244424665,3.2884554193350137,2.7858078499800207,5.910793762509783,4.522319755081865,4.126323072059408,3.4019458932713755,3.7298072286615445,2.5223567147740984,4.015610707898608,2.5838547088847834,6.447647078654841,0.0,2.80025761071722,4.722954583419824,3.447358127470454,4.648057791520276,3.8077825745420433,3.912333729916221,3.9566059353232115,4.488951546247978,5.075997707049182,3.063988266440473,4.49360866819516,3.663579230786192,5.878527948135183,5.644102330708842,4.184613194719889,3.367799637383998,2.9225287158293574,5.374749158048708,3.5470648293187423,4.006364185793002,4.099698615250382,2.647885523158988,4.071704480566441,2.26475457034956,2.2426741851725636,2.970215451112227,4.049370360629285,4.875595911966462,4.411050953094591,6.492410473174241,3.9005654720756286,3.2726128124717717,3.5505103527796495,3.3485873561804826,3.9439427448263347,4.1054219478955165,3.5737940081870168,2.696847337758797,5.455650342681622,4.576836959576383,3.056677179571296,4.046316078052765,4.6779857419447985,3.0003085626688595,3.465998766583546,6.32005797616885,2.6183689103071544,3.7241795474111714,3.2300348623648323,4.61082315223139,6.968161345429605,3.1506069620267447,2.4850389736720433,2.90864146089046,2.0388075148452467,4.753273573172262,5.390302734504063,4.224566251739482
cell109_HeLa_,4.186323135400508,2.5903021626509153,2.5834913414814054,2.990489021783093,2.8294130101761006,3.4199865609986224,3.104500548307721,3.0655531031835235,3.5813237193553973,4.101561265694139,3.3324580144878038,2.653194641043557,2.7785904852508825,3.0293225693622854,3.9133071167524833,4.501625134685482,3.2073073319896146,3.836621101189728,3.3439049557245077,2.766576182319829,4.284094804113595,4.048416465814387,2.885824966102712,3.5237237143082503,3.5276378733817078,3.8290912438864715,3.174954661275879,1.9909450380534328,5.353169052087658,3.4263667332382157,2.6620516671920007,3.121857752160577,3.3816793068646507,3.4812494446362763,3.594897927272518,2.791305063707358,3.3404019453144294,4.414081615768165,3.2534806998366097,3.455429145802182,3.018156280920783,3.0210586870449285,3.1047360661143255,4.9138392847682635,4.021586584812763,2.721942766246297,3.2410740395943582,2.605250498058536,3.0715780901872627,3.376455463234162,3.2459641784295346,3.656431867398636,4.437646257112016,3.623751279953678,3.4613353106632836,3.334960125826316,3.691767132720202,3.128999578625412,3.739631457569069,2.686803180051924,4.699169732549022,2.80025761071722,0.0,3.787520897016894,2.849553188603235,3.5317333704489267,4.347154906358334,3.1271438890705774,2.991527609066944,4.067418938378289,3.933793175901533,3.078857883572404,4.245887753317844,3.157288341579721,4.645208836466546,4.073681321725161,3.3928495325869257,3.315756744573652,2.9179646060438857,4.122627291909627,2.482854438438288,3.0188975221298797,3.901071196501906,2.808309166890896,2.885206695103517,2.801615700644833,3.097576505890765,2.9669040755871414,2.7483681233038526,3.5859701448871135,3.3054524831565164,4.9212071743526025,3.2494346552173425,3.1615416161437766,3.4628316088178117,3.1216850303113666,2.747336806855848,2.8945812199190586,3.307845975062698,2.8979699362185065,4.2715547875976085,3.420332335990016,2.979931215106685,3.8218632210178543,3.723980489639678,2.793284441646683,3.139508324574826,4.401080342673622,2.4759394304280224,3.3984361067320834,2.921301241068083,3.510173221824311,5.795002757654594,4.205550680048647,3.1439363039999053,2.3839469819866306,2.734476206712825,3.623441437711257,4.746965631817189,2.8282593766332336
cell507_K562_,3.4914602364709073,4.122788449046799,4.087786647507205,3.79077274390143,2.817271626894409,4.576282675018447,4.308397270196105,4.249484403228287,2.7133093228481355,3.328895046880774,2.866784744606141,3.424995581131153,3.664927987393953,2.4508140509233787,4.519002352013489,4.46032976732211,3.0887816695001153,5.512984263268972,6.0524144416559675,4.3335351250990115,2.7859766063077704,2.2990220883529884,4.247282619555623,3.735501264865986,3.8270048288341174,3.7931483711672467,2.617022146277798,3.7511038727133554,3.840422022838631,6.675154369905925,2.996924202873527,4.734972615085734,3.989608409469856,3.44280926790856,3.7281552021696163,4.392221320698491,4.324140963926096,2.8345711066862704,3.800682967176645,2.9918410875379635,2.421942049031875,5.150251405928201,4.663595974224567,3.434012836632799,4.205536915284288,4.009825132710041,3.9287574572048465,4.626162514956087,3.837296307995647,3.6279331292909496,4.164608428530575,5.831097856025941,2.269655815769843,3.0414775211938694,4.156466814620956,4.981497058655188,3.873691746628667,4.440975423257587,4.165695774909712,3.3623767608653394,3.203779997191181,4.722954583419824,3.787520897016894,0.0,3.2509246799278175,2.674189174223969,5.804549307301675,2.9159662114050118,3.859369805143345,3.728882933136515,3.8442370608600136,4.043599419124283,4.067177201315127,3.2888483067567726,3.8038468156740515,2.354285664808913,3.4291906423545733,4.157079684559381,3.038945597209519,2.7836571934669707,2.5000701428566154,2.5822187324744093,3.781968589217369,4.553681855191655,3.1730107020257314,4.331614059552241,5.839008530360296,4.528471417925568,3.0319988738658745,2.7815220200107564,4.89736805184403,3.5990587566756727,3.429666093296436,5.158854755037494,4.397794234474396,4.6576855808484,2.4371723450594427,3.5822538541609217,3.5444544338367914,5.144987402453207,3.3380502824610785,2.9836215345268804,2.825283989596728,3.5590938987648166,2.615157968464227,3.4300567819875005,2.8391011752963484,2.834585190169386,3.7223337154401293,2.8928330329380794,3.5926267788672286,2.429360220581458,4.319380035198149,7.85817730629965,5.449093669189807,3.124972988029857,4.360523788957746,2.3820300492266444,4.225005913747374,2.84802886481752
cell202_HeLa_,3.5551560920541743,3.1833514586237586,3.217675783107695,3.161680909144893,2.6635602433944134,3.9623654788899416,3.2937878493157964,2.9556228393679174,2.3802202677614384,3.4392648280032443,3.19379652291435,2.5651052046329568,3.048159121047715,2.3881226894424876,4.117248212996991,3.9737728196255446,3.919430662051202,4.535124352341972,4.360499119740247,3.1826531935110083,3.3721790701645613,2.9835905394679028,3.1459492691468682,3.250196821965962,3.5365287698246552,3.562366616024913,2.266097714815335,2.333278087638983,4.064888495775785,5.186795270733139,2.5641047701115114,3.701741814093137,3.2799579453256973,3.1063324387917355,3.501168463377163,3.350057626393717,3.708105673209641,3.309247540793815,2.7949704991382225,2.7327387450273237,2.3521775892406893,3.398488559925692,3.4270773118737425,3.598048812626182,3.4870855577571716,3.1983497692162937,3.0542848299337177,2.873597449410387,2.7098647139560703,2.805308611725513,3.4492010896178127,4.385560384168954,3.324318221524952,2.7816901173094797,2.89930580275981,3.9130942479027198,3.5764962759808023,3.372692337537135,3.6689121074378592,2.858792949685763,3.4249373643747987,3.447358127470454,2.849553188603235,3.2509246799278175,0.0,2.768029602064887,4.190104668529406,2.6034866886067194,3.0659133097464117,3.885000247545957,3.3497235016119253,3.6550871997995076,3.1948701609030103,3.1121109605433794,3.756695778483145,3.088579123108881,3.0528230138203236,3.5931549480338996,2.7359180576187074,3.5769253151718443,2.0341031966932848,3.191003831795074,3.6590158678718394,3.374688831278039,2.995514200599319,3.4235776227198462,4.2672808565502685,3.2236971340373852,2.3502067181518305,2.859947885561533,4.227661165297951,3.6398046066685232,2.6290619586114152,3.821914656462873,3.8834908738272125,3.639168692391097,2.2104504603811286,2.8456216629744624,2.8205929998707813,3.90856882022536,3.306010636945209,2.579083254550712,3.076736288154877,3.438703307314318,3.0517495605339855,3.030340765182334,2.6422399058015884,3.193412630745344,2.873834001380374,3.331920602685754,3.205183475213019,3.076479189136526,4.599400608372402,5.679282033334648,4.216047912826619,2.4580979683471256,3.3710927115641107,2.790935583470687,4.076043406728451,2.1234233204888207
cell552_K562_,3.2406490838677464,3.7069868802296124,3.9378724258630404,3.3873257999119195,2.283840154330699,4.536957275656622,3.76225850614916,3.655109435037999,2.290732883054318,3.155430947678849,2.7244802697103863,3.133944930289234,3.547526645953139,2.0528317917151515,4.409838044327166,4.164881095189905,2.8962595983632973,5.040103960906633,5.672913587795352,4.101935246847376,2.6096581016477702,2.054341567038735,4.059110602068776,3.5441412238741012,4.078349576233072,3.408497672247486,1.9832177475193675,3.7203046696605933,3.289865641821261,6.743686530835593,2.501840561047166,4.830805060405494,3.998192257641546,3.037274045991043,3.547263410974347,4.276944838347041,3.914827576526705,2.4780756943431923,3.8192890418257233,2.5253868086924056,2.1654499281564545,4.697869224791821,4.452873824443987,3.311593418298388,3.6086089401255155,4.0500918239757295,3.587258031965173,4.08097208849631,3.09276465010234,3.1113293139964258,4.345752599672484,5.834953272666906,2.2069145227226503,2.6145767882316546,3.641352103181342,4.536548151923118,3.655835407774916,4.134167908335945,4.444963705839767,3.227626380382276,2.6855822462402785,4.648057791520276,3.5317333704489267,2.674189174223969,2.768029602064887,0.0,5.591222312289265,2.548909246791442,3.5467994205458737,4.022691010820602,3.387383746694321,3.9241751867274353,3.2762294669704803,2.876121771255899,3.070529220311778,1.9216781376506709,3.247969174942334,4.311495638428265,2.949926933909272,2.9719142152920677,2.4543177777745395,2.9934499333578994,3.5857601765219966,4.417565367237112,2.851870427433391,4.083468213514192,5.643379167007039,4.066278706694337,2.68648161933198,2.610882982395875,4.753719989848385,2.9435688439611054,2.8665282270988857,4.838337626921843,3.861271314342992,4.349647433623737,2.193518643057348,2.9951385912307256,3.026913053261694,4.700991924448076,2.9724109471505047,2.967436111903723,2.950098037583086,3.7917793359266927,2.507280374914834,3.220002287385351,2.8015639209975527,2.4339437614357005,3.344256674092806,3.0128465065653938,3.6706112404540914,2.1869538173192193,3.9067306201284886,7.586168161739317,5.516803878379189,2.9214173338597655,4.407620828846662,2.0772020499551433,3.750834860104886,2.211436874743187
cell430_HAP1_,6.980099776920941,3.6858448937199118,3.960640438537027,4.062235630211248,4.540419480004152,5.047784761546938,5.187178561617529,4.270119333839821,6.524860349523141,5.66768815209101,5.539132544079234,4.93280629460093,4.305318783155752,5.122486600122217,4.983030013272007,6.547680829065282,5.486458644004825,5.218898184956537,3.8592400679339987,4.3014676644188246,6.669992119047312,6.740813407640214,4.13163098191709,4.753555191562249,5.439048714117439,5.726861631601956,5.5993493160804775,3.4170637913816586,7.8422740894409575,3.977730604816073,4.160276263726716,4.363248268474015,5.060927479192278,5.886625406624296,5.294641389680628,3.78171749511299,4.572432217278335,7.312203295685885,4.822127078758005,6.243422521651943,5.56893550412474,3.6968852890918433,3.9991788199463487,8.079502948494333,5.736484466251028,3.8517444592657597,4.761194629165589,3.4843215439680364,4.481422657829961,5.277546715116486,4.528123807694845,4.168936649788936,6.920701069072713,5.890361604948017,5.171771755118652,4.895153282652904,4.774182590366405,4.145025062094587,4.568799844840445,3.5417914005799744,6.941386775975425,3.8077825745420433,4.347154906358334,5.804549307301675,4.190104668529406,5.591222312289265,0.0,5.1422347737077265,4.767462419097404,5.303572183003358,6.112817477926439,4.390294391976328,4.798386270866582,4.744442866380757,6.336602118920267,6.508196993723841,5.865581943853942,4.664267603180808,4.457065396969888,6.548222259270975,4.875004987481522,4.435550431807483,5.34392025617527,3.947468758095787,5.4948028653320256,4.0732819801060325,3.809268197224716,4.25950207216653,5.308645773272826,5.8996033798119765,5.190004402858063,7.226551146207766,4.667135104282812,4.76654323668577,4.754117949734724,4.543389007475794,5.38517082327347,5.031526097737329,4.825275440665135,3.6747570042429283,6.067253480675798,5.574743182966772,4.278175862802092,5.515826085122637,6.1074257488054435,4.366562062546908,4.883842310703596,7.179914626579745,4.288675067196942,5.372642193802601,4.722106023749318,5.848859117368081,6.881599731039261,4.362212700387749,4.054029460817458,4.741478914560554,3.653056736857738,6.170618663154675,6.418202085779422,5.150857767108937
cell235_HAP1_,2.776772100854753,3.1308478180412678,3.7772891441843974,3.1509013116387856,2.591734512370932,3.864400811976844,3.260451373312847,3.2538455064916025,2.295252361391249,2.975425248128958,2.821077091710089,2.961600411226457,3.593694802730029,2.1941570354389324,4.050738179239808,3.6311410764316387,3.020892496578008,4.562012949309468,4.866067003642847,3.4005442796129897,3.3236390054228524,2.7877647041958467,3.4336774601483633,3.118298811787557,3.114365548741597,3.4291950490666463,2.140932763736415,2.990153141228877,3.7032439226596168,5.5823540709554615,2.5723905439855237,3.967689132576872,3.1711761376583647,2.993071858372608,3.1310960375233776,3.695748275506925,3.3830952067173525,2.7152914018176295,3.05317593361511,2.726950300630201,2.30294284714432,3.775406903502041,3.6947428280556487,3.2389354931988956,3.6983859410551556,3.2568760641171215,3.2769477798041713,3.4593137912437983,2.8229562360224185,2.9919779697887012,3.578476520179038,4.5653508281707325,2.8550500672229666,2.743501776643227,2.758351386460467,4.053393760813444,3.2672124112566125,3.6111123151620754,3.631582975183995,2.9703560435267393,3.0823551331026326,3.912333729916221,3.1271438890705774,2.9159662114050118,2.6034866886067194,2.548909246791442,5.1422347737077265,0.0,3.234405650408126,3.729880590993424,3.2766025675242987,3.780467179887208,3.3032718289231657,2.790646925864181,3.712135189996591,2.577967707399094,2.8985989898225286,3.5790951425465862,2.9567502285014258,3.07905474452623,2.1134521629387297,2.877976339822526,3.576386347486002,3.5245792563228706,2.465298207800155,3.5525185031454374,4.539768167604896,3.4328194925462494,2.4398841147769006,2.6180886456339945,4.173722637322718,3.303482056879857,2.6510763715162553,4.013012897544928,3.6057529656049203,3.574813778319588,2.1681691772932163,2.8787532926624326,2.6759759655175657,3.6617790160519212,3.165506401545611,2.709719097515297,2.734221270158339,3.3733991888418853,3.097164912172319,3.1173799772516806,2.7075895713341125,2.7630302690101862,2.9464544221233595,3.0644599862040085,3.183272133089047,2.4875568122108946,4.056208623961028,6.70525087081349,4.317050247953103,2.5777934415104244,3.7389135161529676,2.5351069282919987,3.773886977078913,2.200124170302156
cell508_GM12878_,3.7733004526957434,3.3177524058653907,3.4787791549417757,3.4828326253589963,2.957682324918547,4.1554409472195015,3.567846358984703,3.613790467709906,3.85645393756065,4.2570380314272525,3.865662079477821,3.583031956844767,3.4868399370943695,2.7056901909842965,4.450334682082638,4.412818823074971,4.1315865965029985,4.617677940043831,4.5181257778083985,3.383876287103885,4.2709402219063435,3.873740148829391,3.430297108246884,3.5458246301912233,4.070095232477694,3.853986144017428,3.191812933293079,2.9856707349475866,4.7641059774217265,4.92515119305052,3.4980180905210068,3.8287446089535493,3.7795554564353817,4.0041847743010806,4.051556084856973,3.8420012761379105,4.0027492812115835,4.0449150836439385,3.84452701476667,3.678212186926194,2.8997778806714614,3.951370345114718,3.988976360402867,4.330280446016471,3.7792121303414383,3.5738484055264452,3.19187938843005,3.256963291439096,3.5841513442926765,3.3271674962196167,4.021520867245439,4.380742828694207,4.171217610243859,4.018505884617849,3.5081953271267303,3.935362853987212,3.7631871006086848,3.238883427021139,4.02934925673037,3.1368182318056075,4.364775187201462,3.9566059353232115,2.991527609066944,3.859369805143345,3.0659133097464117,3.5467994205458737,4.767462419097404,3.234405650408126,0.0,4.256405327061803,4.298867743319117,3.5672797676006507,3.6708123010522278,3.16831835003475,4.282471003910896,3.8451214872050734,3.3558251681485167,3.7063024857829605,3.4268217112265678,3.985825846866571,2.9892678475493986,3.797430370922065,4.017650904480672,3.495553948269884,3.20613792444754,3.798087236425265,4.415160826002034,3.6105647423175125,3.175908530596952,3.506671578700437,4.223562744441952,4.499563093309466,3.160679959435624,3.517789731334132,4.180094950271182,3.8763008320773857,3.0933949675543273,3.4048674988704475,3.367590812201253,3.657735438937042,4.0565216895791485,3.2538433426651796,3.541305721211892,4.11591107780455,3.935975178759007,3.697293397977945,3.4847178088467614,4.244444396654594,3.161224308094473,3.4743625003218526,3.612030023894733,3.471243255326913,5.142184424480074,5.519882380406515,4.480941560942938,2.9513563113143695,3.47066127780196,3.5320632897076116,4.430682311468118,3.00041265957083
cell604_GM12878_,4.228063214976322,4.257827468389651,4.222649126489274,4.221979642197257,3.53752663398459,4.260032345373768,4.517950561700194,3.942634993727493,3.7784477932369094,4.0036961717889445,3.7252374100882126,3.988566698068089,4.122021578123845,3.3462414270854697,4.225785795666241,4.728350010902124,3.58301031560426,5.267933453214602,5.418478494941618,4.292475530047975,4.228967813401482,4.096312378742874,3.8482051314756154,4.075267802253501,3.8756659246570395,4.210920263980441,3.4916017863214526,3.9749370089908544,4.77474711896954,5.711583760373192,3.704106380941033,4.635644979254065,3.750021071225789,4.370284049539026,3.83366505467975,4.6028026743725015,4.410606983878502,3.975236261844155,4.178676832258657,4.148653629503579,3.906433821260633,5.092341766074106,4.639691317397613,4.543449939767556,4.853570963952591,3.8644047746480146,4.253578326088977,4.39520636973118,4.477889200597464,4.157842054737104,4.457143007080798,4.8956222751545155,3.9780901654752965,4.143285524545522,4.509610909566119,4.580735103898977,4.208367713903836,4.185758286952721,3.995662699633536,3.848205476124997,4.477880932055701,4.488951546247978,4.067418938378289,3.728882933136515,3.885000247545957,4.022691010820602,5.303572183003358,3.729880590993424,4.256405327061803,0.0,4.214227832799148,3.725896835130424,4.557465814888447,3.83980961059823,4.265898928315938,3.9397528758281952,3.8893299252173894,4.132699709102997,3.325508991938915,4.0927477534316035,3.4223032448941546,3.4127362200463445,3.7776746263843126,4.431340150436188,4.067423832936434,4.429611095638067,5.110708895283168,4.539670971769914,3.6365605913606567,4.022001422659686,4.93640303430399,4.925872331477173,3.60900003928664,5.26170796377613,4.3100334398251015,4.641651798115319,3.531104969328651,3.9431555308319455,3.828650989079803,4.593536936613953,4.479092041339332,3.924500797429199,3.7588027330372156,4.564318448187262,3.701082157655736,3.6880424632926587,3.208933376974436,4.1333332783284185,3.90385391715266,3.8551402294902664,4.212051631849306,3.522645309572983,5.404099401549551,6.690615951092299,5.230440093483721,3.781355863594727,4.140997159911854,3.5478254068550217,4.508163846316436,3.7166015982444893
cell246_HeLa_,4.119532554923305,3.882608323530776,4.6626799963484995,4.437526787085813,3.369229978124614,4.537646737472899,4.379235282172736,4.229053143715892,2.591075230485452,3.5030350917833624,3.5775561759539496,3.4951944067950045,4.297982319228813,2.765608248147177,4.5329534358691825,4.273173084819117,3.8025258346976223,5.130436322807652,6.008044906718306,4.339880534529078,3.8735132324701396,3.2429885582995492,4.2585009213416525,4.007699955797823,3.9299955302094562,3.8482504667235284,2.349278548480891,3.7316942356519545,4.158206140079829,6.6276792173425285,3.3434668275409924,4.913952354649982,4.099884385217317,3.1195401312747677,3.872532010841172,4.766547877194282,4.276090490691505,3.1668536946766306,3.2963898514035916,3.376937703826494,2.9860121331974563,4.7951749886044945,4.886978934811684,3.612773857555391,3.9687864103718202,4.084402286562293,3.681662776502239,4.962125030276537,3.629019547203688,3.728540352674593,4.374490350017897,5.686367481948207,3.4181606302285967,3.4292553237027126,4.005612006991122,4.445739715403534,4.168495200615817,4.311438491250403,4.6668048476748245,4.1365269729807554,3.9839299933791965,5.075997707049182,3.933793175901533,3.8442370608600136,3.3497235016119253,3.387383746694321,6.112817477926439,3.2766025675242987,4.298867743319117,4.214227832799148,0.0,4.312186083921592,4.22625622079355,3.9694497683690684,3.906694832354443,3.340910230003754,3.276024083135945,4.464978209727377,3.4308467310617226,3.974493391632767,2.6819613597712184,3.6198963876374743,4.155957241894837,4.156176751629446,3.440265927234747,4.942548543589313,5.3159369459479695,4.110976663401807,2.9023569327032934,3.2287816901318083,5.33744226822925,3.4335019387491794,3.6945149012791996,4.915179119168455,4.291145934925975,4.479008453023475,2.6249726956031125,3.5694853154471318,3.811886449260834,5.1014682301203855,3.229067275932424,3.091234404395736,3.881448896877947,3.7466993632165266,3.6721591364070285,3.5521394746384063,3.209112237636874,3.3195092127945482,3.721019372596323,4.00400216323011,4.488672730020166,3.1093223456900794,4.712658274053869,7.4677123903002265,5.262068722133929,3.413279369830918,4.781267074115861,3.354060530206983,3.567980473841919,3.204363574860375
cell600_GM12878_,4.891324699879407,2.9099000993844886,3.2819781349974235,3.546543622291598,3.3824602083608815,3.478961139503027,4.275771497228346,3.2101134899914907,4.205564104367024,3.966182184002223,3.4088196616313264,3.451144022531123,3.4400120128918417,3.588128797302659,4.3314245701848275,4.916239434231477,3.594055973520873,4.688956601259687,3.868707327850241,3.292922171504626,4.860683753786384,4.619864853608435,2.9714083288750492,3.466014747481005,3.3787173605718586,4.026955793180747,3.5905266465739114,2.4956061715485065,5.679294716782254,3.751453018030616,3.1587198324482406,3.2871521089029136,3.5447050327514695,4.054439314209189,3.9589451206115007,3.6162734769985994,3.5289531981728697,4.5952916742381476,3.450755457684288,4.165957765730613,3.60533422288281,3.7007550430968146,3.1624135511983917,5.273207832815379,4.014048971106972,3.3084727386169996,3.9384988958378875,3.1948657844240618,3.649860927256748,3.515553514665589,3.885330951439222,4.056600981670421,4.552912302440924,4.198845793872784,3.757524580373964,3.852349541584978,3.9071099102247766,3.021607521580585,3.794324149577088,2.992025242251147,4.885194841153835,3.063988266440473,3.078857883572404,4.043599419124283,3.6550871997995076,3.9241751867274353,4.390294391976328,3.780467179887208,3.5672797676006507,3.725896835130424,4.312186083921592,0.0,4.680727423359753,3.5095622847043257,4.854137334566589,4.563101947506751,3.6930744328854344,3.384146260825312,3.1448366765345526,4.179772664189141,3.199101607858327,3.6183796744035286,3.932298998040581,3.193830885229037,3.879548553898001,3.4548407751467245,3.646172546489215,3.1932676516834038,3.4165778370275377,4.121977041742927,4.22062376407615,5.278102959993449,3.491772044447183,3.717885246221257,3.9620406670108377,3.681304940972323,3.4696916605531563,3.389916478265196,3.5608211562636916,3.8636267589926785,4.3538182145329785,3.9652969353788943,3.1078664762970547,3.8662567970435218,3.8315150190187923,3.1609392202783093,3.7255374855885224,4.837305241854418,3.0864585579416373,3.7490261142243435,3.5593737930662908,3.928879896208487,5.341164955566209,4.753110582684742,3.7941486966715106,3.1292749509180524,3.1732171228961823,3.9174914742209292,4.800734538663441,3.5991620149884747
