,GSE152918_G,GSE152918_MEP,GSE152918_MKP,GSE152918_GMP,GSE152918_MK
GSE152918_G,0.0,0.09804227078483169,0.2917441481509907,0.19279530036017725,0.12306148531078236
GSE152918_MEP,0.09804227078483169,0.0,0.3518685019507808,0.2646468899431277,0.2608553366191386
GSE152918_MKP,0.2917441481509907,0.3518685019507808,0.0,0.04293593071944509,0.08397832891546711
GSE152918_GMP,0.19279530036017725,0.2646468899431277,0.04293593071944509,0.0,0.06779304450526001
GSE152918_MK,0.12306148531078236,0.2608553366191386,0.08397832891546711,0.06779304450526001,0.0
