,GSE152918_G,GSE152918_MEP,GSE152918_MKP,GSE152918_GMP,GSE152918_MK
GSE152918_G,0.0,3.7610350666641468,3.449332110198069,3.1417746295703957,1.0336873133554134
GSE152918_MEP,3.7610350666641468,0.0,1.862998126358611,1.6638815070029942,3.913857887362428
GSE152918_MKP,3.449332110198069,1.862998126358611,0.0,0.6671717269596614,2.3456042121443126
GSE152918_GMP,3.1417746295703957,1.6638815070029942,0.6671717269596614,0.0,2.375483856974313
GSE152918_MK,1.0336873133554134,3.913857887362428,2.3456042121443126,2.375483856974313,0.0
