,GSE152918_G,GSE152918_MEP,GSE152918_MKP,GSE152918_GMP,GSE152918_MK
GSE152918_G,0.0,0.3012260810910411,1.0887055788254054,0.9571002262720788,0.4234911250855213
GSE152918_MEP,0.3012260810910411,0.0,1.1072119041399693,0.9602838755094174,0.47546115114645693
GSE152918_MKP,1.0887055788254054,1.1072119041399693,0.0,0.4399883993398924,0.5988762837287426
GSE152918_GMP,0.9571002262720788,0.9602838755094174,0.4399883993398924,0.0,0.5024376899154203
GSE152918_MK,0.4234911250855213,0.47546115114645693,0.5988762837287426,0.5024376899154203,0.0
