,GSE152918_G,GSE152918_MEP,GSE152918_MKP,GSE152918_GMP,GSE152918_MK
GSE152918_G,0.0,17.963406377968177,49.30912225092969,41.45587876892442,19.55682852943104
GSE152918_MEP,17.963406377968177,0.0,78.82447098391471,67.25099980355883,53.61144973892776
GSE152918_MKP,49.30912225092969,78.82447098391471,0.0,10.504768181931333,13.603027059197503
GSE152918_GMP,41.45587876892442,67.25099980355883,10.504768181931333,0.0,8.637911840354809
GSE152918_MK,19.55682852943104,53.61144973892776,13.603027059197503,8.637911840354809,0.0
