,file_name,nonzero_values
2031,arc_pair_494598,349
2032,arc_pair_726913,402
2033,arc_pair_688376,523
2034,arc_pair_379395,466
2035,arc_pair_445992,372
2036,arc_pair_30064,431
2037,arc_pair_132859,537
2038,arc_pair_394659,346
2039,arc_pair_131776,498
2040,arc_pair_508275,1113
2041,arc_pair_366060,501
2042,arc_pair_140635,527
2043,arc_pair_238152,308
2044,arc_pair_691854,609
2045,arc_pair_282816,345
2046,arc_pair_669363,436
2047,arc_pair_647231,352
2048,arc_pair_214197,300
2049,arc_pair_690316,1020
2050,arc_pair_456717,316
2051,arc_pair_632331,307
2052,arc_pair_367108,836
2053,arc_pair_300936,499
2054,arc_pair_467699,446
2055,arc_pair_1191,333
2056,arc_pair_291410,439
2057,arc_pair_53399,454
2058,arc_pair_303249,467
2059,arc_pair_281410,287
2060,arc_pair_74510,400
2061,arc_pair_732680,285
2062,arc_pair_37871,374
2063,arc_pair_398103,430
2064,arc_pair_251358,333
2065,arc_pair_624573,323
2066,arc_pair_521724,284
2067,arc_pair_570681,704
2068,arc_pair_729473,335
2069,arc_pair_33074,1665
2070,arc_pair_320895,501
2071,arc_pair_470449,277
2072,arc_pair_139983,452
2073,arc_pair_446081,442
2074,arc_pair_199130,563
2075,arc_pair_677812,316
2076,arc_pair_141618,319
2077,arc_pair_425055,480
2078,arc_pair_403167,723
2079,arc_pair_394065,439
2080,arc_pair_293138,437
2081,arc_pair_212385,339
2082,arc_pair_141566,794
2083,arc_pair_86542,357
2084,arc_pair_159855,337
2085,arc_pair_509576,528
2086,arc_pair_687191,1127
2087,arc_pair_688264,280
2088,arc_pair_321800,366
2089,arc_pair_571244,318
2090,arc_pair_283616,369
2091,arc_pair_560906,440
2092,arc_pair_464774,423
2093,arc_pair_561614,287
2094,arc_pair_60338,461
2095,arc_pair_186441,628
2096,arc_pair_623598,503
2097,arc_pair_303971,492
2098,arc_pair_560843,506
2099,arc_pair_658890,301
2100,arc_pair_326783,265
2101,arc_pair_590744,975
2102,arc_pair_12512,419
2103,arc_pair_389196,451
2104,arc_pair_304758,632
2105,arc_pair_582329,344
2106,arc_pair_269809,474
2107,arc_pair_8867,425
2108,arc_pair_419182,372
2109,arc_pair_530477,589
2110,arc_pair_694928,307
2111,arc_pair_275650,604
2112,arc_pair_138783,530
2113,arc_pair_91141,281
2114,arc_pair_201842,251
2115,arc_pair_460808,677
2116,arc_pair_697257,631
2117,arc_pair_597202,1245
2118,arc_pair_144158,356
2119,arc_pair_552748,465
2120,arc_pair_341597,1509
2121,arc_pair_473377,788
2122,arc_pair_146535,315
2123,arc_pair_72493,401
2124,arc_pair_219822,414
2125,arc_pair_310062,517
2126,arc_pair_135918,593
2127,arc_pair_510491,249
2128,arc_pair_53321,533
2129,arc_pair_371434,517
2130,arc_pair_304534,894
2131,arc_pair_174501,400
2132,arc_pair_425002,494
2133,arc_pair_614891,302
2134,arc_pair_76595,544
2135,arc_pair_94206,504
2136,arc_pair_590528,282
2137,arc_pair_575084,275
2138,arc_pair_82782,449
2139,arc_pair_545598,1073
2140,arc_pair_91454,320
2141,arc_pair_348759,318
2142,arc_pair_486845,364
2143,arc_pair_310655,593
2144,arc_pair_279414,558
2145,arc_pair_42612,344
2146,arc_pair_168600,535
2147,arc_pair_294971,408
2148,arc_pair_454263,296
2149,arc_pair_472351,475
2150,arc_pair_726559,304
2151,arc_pair_533895,674
2152,arc_pair_586674,456
2153,arc_pair_734972,315
2154,arc_pair_535557,290
2155,arc_pair_698280,463
2156,arc_pair_257950,484
2157,arc_pair_315512,375
2158,arc_pair_404492,357
2159,arc_pair_194498,406
2160,arc_pair_424927,464
2161,arc_pair_533483,550
2162,arc_pair_157456,254
2163,arc_pair_593533,856
2164,arc_pair_634743,307
2165,arc_pair_492943,374
2166,arc_pair_115275,597
2167,arc_pair_701295,275
2168,arc_pair_317485,378
2169,arc_pair_180121,354
2170,arc_pair_475302,281
2171,arc_pair_579940,538
2172,arc_pair_598406,319
2173,arc_pair_213527,409
2174,arc_pair_242178,341
2175,arc_pair_85109,921
2176,arc_pair_630429,485
2177,arc_pair_137187,271
2178,arc_pair_400652,324
2179,arc_pair_723167,442
2180,arc_pair_556350,326
2181,arc_pair_543851,355
2182,arc_pair_138788,425
2183,arc_pair_595664,586
2184,arc_pair_575430,379
2185,arc_pair_587209,339
2186,arc_pair_448885,699
2187,arc_pair_675936,523
2188,arc_pair_72162,357
2189,arc_pair_318459,371
2190,arc_pair_128788,236
2191,arc_pair_704214,584
2192,arc_pair_350362,274
2193,arc_pair_618440,323
2194,arc_pair_434618,315
2195,arc_pair_53280,457
2196,arc_pair_465617,318
2197,arc_pair_625294,242
2198,arc_pair_709099,420
2199,arc_pair_255652,619
2200,arc_pair_526814,813
2201,arc_pair_441348,269
2202,arc_pair_212623,1364
2203,arc_pair_695324,435
2204,arc_pair_432236,353
2205,arc_pair_121546,512
2206,arc_pair_675520,411
2207,arc_pair_137538,399
2208,arc_pair_235550,961
2209,arc_pair_435459,312
2210,arc_pair_7222,455
2211,arc_pair_375352,786
2212,arc_pair_247141,723
2213,arc_pair_542128,670
2214,arc_pair_32814,770
2215,arc_pair_65166,420
2216,arc_pair_713640,390
2217,arc_pair_204870,390
2218,arc_pair_378130,321
2219,arc_pair_136954,315
2220,arc_pair_131638,283
2221,arc_pair_657685,367
2222,arc_pair_2889,389
2223,arc_pair_462756,646
2224,arc_pair_260398,411
2225,arc_pair_679387,357
2226,arc_pair_47447,300
2227,arc_pair_541354,871
2228,arc_pair_80999,582
2229,arc_pair_143442,307
2230,arc_pair_533084,512
2231,arc_pair_61430,321
2232,arc_pair_465586,420
2233,arc_pair_722058,325
2234,arc_pair_593564,432
2235,arc_pair_438953,247
2236,arc_pair_284863,303
2237,arc_pair_36441,479
2238,arc_pair_314704,348
2239,arc_pair_630307,648
2240,arc_pair_420933,302
2241,arc_pair_359728,558
2242,arc_pair_734925,393
2243,arc_pair_69283,417
2244,arc_pair_428379,849
2245,arc_pair_178968,416
2246,arc_pair_61349,368
2247,arc_pair_412268,372
2248,arc_pair_532945,608
2249,arc_pair_523207,540
2250,arc_pair_426367,358
2251,arc_pair_71349,299
2252,arc_pair_172466,369
2253,arc_pair_76176,346
2254,arc_pair_381329,359
2255,arc_pair_311785,1154
2256,arc_pair_708260,357
2257,arc_pair_505765,510
2258,arc_pair_295008,449
2259,arc_pair_159366,411
2260,arc_pair_564626,397
2261,arc_pair_247638,315
2262,arc_pair_470012,1874
2263,arc_pair_508442,317
2264,arc_pair_433020,338
2265,arc_pair_382010,472
2266,arc_pair_207925,274
2267,arc_pair_336419,636
2268,arc_pair_690872,397
2269,arc_pair_565172,377
2270,arc_pair_645968,265
2271,arc_pair_359817,373
2272,arc_pair_1525,311
2273,arc_pair_710345,442
2274,arc_pair_350335,390
2275,arc_pair_548860,284
2276,arc_pair_396696,575
2277,arc_pair_493305,865
2278,arc_pair_357665,326
2279,arc_pair_434120,481
2280,arc_pair_251980,544
2281,arc_pair_218516,294
2282,arc_pair_625056,374
2283,arc_pair_431288,415
2284,arc_pair_161899,310
2285,arc_pair_311005,554
2286,arc_pair_208146,498
2287,arc_pair_295622,275
2288,arc_pair_592676,387
2289,arc_pair_496804,287
2290,arc_pair_647739,287
2291,arc_pair_507522,419
2292,arc_pair_495681,596
2293,arc_pair_683198,312
2294,arc_pair_272219,553
2295,arc_pair_716141,304
2296,arc_pair_189711,692
2297,arc_pair_390257,311
2298,arc_pair_562834,304
2299,arc_pair_189341,250
2300,arc_pair_152615,400
2301,arc_pair_315553,247
2302,arc_pair_486941,426
2303,arc_pair_379672,318
2304,arc_pair_702801,309
2305,arc_pair_417355,473
2306,arc_pair_14526,494
2307,arc_pair_393181,302
2308,arc_pair_150278,596
2309,arc_pair_406544,375
2310,arc_pair_166433,338
2311,arc_pair_586459,405
2312,arc_pair_709934,1724
2313,arc_pair_139971,707
2314,arc_pair_140151,633
2315,arc_pair_557853,1290
2316,arc_pair_293963,424
2317,arc_pair_229477,284
2318,arc_pair_480315,299
2319,arc_pair_318418,488
2320,arc_pair_279793,281
2321,arc_pair_470842,294
2322,arc_pair_501730,517
2323,arc_pair_646344,327
2324,arc_pair_422762,546
2325,arc_pair_248867,291
2326,arc_pair_44912,389
2327,arc_pair_84309,377
2328,arc_pair_482282,438
2329,arc_pair_643453,531
2330,arc_pair_29034,362
2331,arc_pair_533704,376
2332,arc_pair_287166,330
2333,arc_pair_657410,462
2334,arc_pair_133490,680
2335,arc_pair_213970,327
2336,arc_pair_345988,394
2337,arc_pair_268497,428
2338,arc_pair_443334,275
2339,arc_pair_87030,668
2340,arc_pair_247784,323
2341,arc_pair_553406,313
2342,arc_pair_278497,1067
2343,arc_pair_571824,356
2344,arc_pair_540380,263
2345,arc_pair_442525,723
2346,arc_pair_144954,334
2347,arc_pair_523180,389
2348,arc_pair_184461,459
2349,arc_pair_210872,372
2350,arc_pair_535054,296
2351,arc_pair_554547,494
2352,arc_pair_261462,339
2353,arc_pair_253143,753
2354,arc_pair_41028,508
2355,arc_pair_271931,486
2356,arc_pair_129619,561
2357,arc_pair_428504,463
2358,arc_pair_188442,448
2359,arc_pair_399164,404
2360,arc_pair_374152,307
2361,arc_pair_288047,464
2362,arc_pair_188012,374
2363,arc_pair_371645,684
2364,arc_pair_276718,320
2365,arc_pair_188507,491
2366,arc_pair_284988,518
2367,arc_pair_210034,334
2368,arc_pair_672836,590
2369,arc_pair_325448,314
2370,arc_pair_343364,986
2371,arc_pair_221769,335
2372,arc_pair_189316,303
2373,arc_pair_175161,485
2374,arc_pair_656190,605
2375,arc_pair_323436,308
2376,arc_pair_200464,388
2377,arc_pair_424032,453
2378,arc_pair_605458,309
2379,arc_pair_171821,713
2380,arc_pair_278356,326
2381,arc_pair_556595,805
2382,arc_pair_692731,310
2383,arc_pair_273849,393
2384,arc_pair_485510,324
2385,arc_pair_244110,330
2386,arc_pair_139475,2027
2387,arc_pair_534429,558
2388,arc_pair_562249,543
2389,arc_pair_401405,376
2390,arc_pair_420358,726
2391,arc_pair_381692,394
2392,arc_pair_297424,954
2393,arc_pair_372710,303
2394,arc_pair_242494,399
2395,arc_pair_519357,573
2396,arc_pair_286665,696
2397,arc_pair_230744,440
2398,arc_pair_426799,338
2399,arc_pair_446862,463
2400,arc_pair_501788,303
2401,arc_pair_187534,785
2402,arc_pair_660734,1395
2403,arc_pair_221856,933
2404,arc_pair_103071,361
2405,arc_pair_122686,1063
2406,arc_pair_580165,262
2407,arc_pair_381893,829
2408,arc_pair_56779,260
2409,arc_pair_376401,264
2410,arc_pair_417379,1925
2411,arc_pair_303501,313
2412,arc_pair_47538,358
2413,arc_pair_118580,351
2414,arc_pair_417729,503
2415,arc_pair_16167,310
2416,arc_pair_366401,450
2417,arc_pair_509906,341
2418,arc_pair_614662,1024
2419,arc_pair_502219,631
2420,arc_pair_498420,382
2421,arc_pair_130156,574
2422,arc_pair_391893,351
2423,arc_pair_344989,299
2424,arc_pair_377210,403
2425,arc_pair_267871,1127
2426,arc_pair_700113,445
2427,arc_pair_447567,274
2428,arc_pair_424049,266
2429,arc_pair_472629,273
2430,arc_pair_272720,442
2431,arc_pair_173867,349
2432,arc_pair_611525,434
2433,arc_pair_364083,294
2434,arc_pair_702591,845
2435,arc_pair_595035,477
2436,arc_pair_629059,328
2437,arc_pair_257878,544
2438,arc_pair_467997,361
2439,arc_pair_73122,408
2440,arc_pair_93376,647
2441,arc_pair_446399,574
2442,arc_pair_267037,454
2443,arc_pair_103773,567
2444,arc_pair_317407,412
2445,arc_pair_511823,668
2446,arc_pair_453932,386
2447,arc_pair_371901,367
2448,arc_pair_311300,308
2449,arc_pair_729012,468
2450,arc_pair_429047,288
2451,arc_pair_397228,603
2452,arc_pair_535306,393
2453,arc_pair_635353,360
2454,arc_pair_233113,405
2455,arc_pair_483903,265
2456,arc_pair_673163,310
2457,arc_pair_78017,333
2458,arc_pair_706301,527
2459,arc_pair_242953,971
2460,arc_pair_149219,657
2461,arc_pair_38609,312
2462,arc_pair_105998,265
2463,arc_pair_221968,897
2464,arc_pair_376682,295
2465,arc_pair_420289,317
2466,arc_pair_265636,313
2467,arc_pair_252545,593
2468,arc_pair_179640,1136
2469,arc_pair_314944,490
2470,arc_pair_299011,381
2471,arc_pair_15931,433
2472,arc_pair_245280,268
2473,arc_pair_371844,403
2474,arc_pair_302193,361
2475,arc_pair_100299,1222
2476,arc_pair_430323,615
2477,arc_pair_264477,600
2478,arc_pair_55552,423
2479,arc_pair_113231,392
2480,arc_pair_39389,393
2481,arc_pair_302717,1766
2482,arc_pair_490417,264
2483,arc_pair_377247,453
2484,arc_pair_590325,747
2485,arc_pair_31613,1169
2486,arc_pair_163563,293
2487,arc_pair_691131,566
2488,arc_pair_720458,620
2489,arc_pair_273536,303
2490,arc_pair_533513,440
2491,arc_pair_618616,455
2492,arc_pair_471402,366
2493,arc_pair_293298,351
2494,arc_pair_241447,361
2495,arc_pair_344527,310
2496,arc_pair_680665,455
2497,arc_pair_59434,471
2498,arc_pair_594223,1064
2499,arc_pair_585432,516
2500,arc_pair_4033,356
2501,arc_pair_310395,280
2502,arc_pair_415606,736
2503,arc_pair_208994,343
2504,arc_pair_290908,479
2505,arc_pair_298591,441
2506,arc_pair_140716,274
2507,arc_pair_221250,445
2508,arc_pair_113374,327
2509,arc_pair_470356,271
2510,arc_pair_88097,349
2511,arc_pair_159167,389
2512,arc_pair_196759,951
2513,arc_pair_83458,1207
2514,arc_pair_563862,335
2515,arc_pair_327635,271
2516,arc_pair_569995,285
2517,arc_pair_591308,897
2518,arc_pair_14361,496
2519,arc_pair_643582,442
2520,arc_pair_688486,471
2521,arc_pair_394003,370
2522,arc_pair_448850,1463
2523,arc_pair_348292,339
2524,arc_pair_459312,430
2525,arc_pair_307329,493
2526,arc_pair_657938,350
2527,arc_pair_170123,459
2528,arc_pair_101963,480
2529,arc_pair_626482,463
2530,arc_pair_634846,311
2531,arc_pair_508585,805
2532,arc_pair_328939,375
2533,arc_pair_440563,372
2534,arc_pair_240190,472
2535,arc_pair_357921,299
2536,arc_pair_419019,451
2537,arc_pair_689278,443
2538,arc_pair_518993,292
2539,arc_pair_445274,1036
2540,arc_pair_569079,326
2541,arc_pair_81873,394
2542,arc_pair_602562,504
2543,arc_pair_139009,326
2544,arc_pair_579079,335
2545,arc_pair_199013,324
2546,arc_pair_168456,337
2547,arc_pair_318463,443
2548,arc_pair_602831,570
2549,arc_pair_728341,271
2550,arc_pair_24692,303
2551,arc_pair_374312,416
2552,arc_pair_359895,425
2553,arc_pair_515708,369
2554,arc_pair_568238,360
2555,arc_pair_91873,425
2556,arc_pair_24407,416
2557,arc_pair_417338,414
2558,arc_pair_599542,421
2559,arc_pair_151957,1422
2560,arc_pair_534690,300
2561,arc_pair_183721,529
2562,arc_pair_297367,356
2563,arc_pair_422975,576
2564,arc_pair_36590,416
2565,arc_pair_340088,348
2566,arc_pair_283324,746
2567,arc_pair_8143,383
2568,arc_pair_647611,365
2569,arc_pair_495316,480
2570,arc_pair_483738,584
2571,arc_pair_391997,417
2572,arc_pair_319008,459
2573,arc_pair_354024,501
2574,arc_pair_708077,481
2575,arc_pair_689452,1077
2576,arc_pair_707678,508
2577,arc_pair_521884,651
2578,arc_pair_245804,325
2579,arc_pair_688613,735
2580,arc_pair_511862,364
2581,arc_pair_162671,292
2582,arc_pair_20628,245
2583,arc_pair_421066,611
2584,arc_pair_91023,371
2585,arc_pair_245384,249
2586,arc_pair_119016,464
2587,arc_pair_89940,282
2588,arc_pair_287808,507
2589,arc_pair_513625,280
2590,arc_pair_644251,270
2591,arc_pair_462404,416
2592,arc_pair_158019,441
2593,arc_pair_13148,324
2594,arc_pair_493411,424
2595,arc_pair_387269,999
2596,arc_pair_673088,404
2597,arc_pair_327766,406
2598,arc_pair_155294,456
2599,arc_pair_273259,495
2600,arc_pair_480728,574
2601,arc_pair_191065,346
2602,arc_pair_502872,379
2603,arc_pair_374754,361
2604,arc_pair_315247,428
2605,arc_pair_573462,329
2606,arc_pair_460985,364
2607,arc_pair_407441,414
2608,arc_pair_600119,419
2609,arc_pair_653081,284
2610,arc_pair_502171,304
2611,arc_pair_466502,1218
2612,arc_pair_719324,376
2613,arc_pair_248627,813
2614,arc_pair_304682,415
2615,arc_pair_94919,1132
2616,arc_pair_485654,491
2617,arc_pair_496582,641
2618,arc_pair_265159,512
2619,arc_pair_554896,819
2620,arc_pair_710105,407
2621,arc_pair_657703,389
2622,arc_pair_334371,288
2623,arc_pair_511835,356
2624,arc_pair_467082,876
2625,arc_pair_320762,397
2626,arc_pair_238899,895
2627,arc_pair_203730,309
2628,arc_pair_660020,1577
2629,arc_pair_517148,328
2630,arc_pair_541728,315
2631,arc_pair_657353,354
2632,arc_pair_474704,284
2633,arc_pair_591430,436
2634,arc_pair_556147,409
2635,arc_pair_248332,351
2636,arc_pair_38865,375
2637,arc_pair_525890,463
2638,arc_pair_147568,356
2639,arc_pair_456225,413
2640,arc_pair_691936,343
2641,arc_pair_52239,358
2642,arc_pair_669201,303
2643,arc_pair_661631,317
2644,arc_pair_58634,319
2645,arc_pair_621185,675
2646,arc_pair_690274,555
2647,arc_pair_201424,352
2648,arc_pair_92208,274
2649,arc_pair_673525,547
2650,arc_pair_606425,759
2651,arc_pair_219917,418
2652,arc_pair_725477,806
2653,arc_pair_6366,456
2654,arc_pair_230683,286
2655,arc_pair_215934,2198
2656,arc_pair_313281,358
2657,arc_pair_502599,939
2658,arc_pair_361444,293
2659,arc_pair_705491,323
2660,arc_pair_607234,532
2661,arc_pair_507631,1217
2662,arc_pair_178102,1399
2663,arc_pair_522986,308
2664,arc_pair_735162,318
2665,arc_pair_264031,737
2666,arc_pair_384107,387
2667,arc_pair_609695,919
2668,arc_pair_401192,400
2669,arc_pair_368370,407
2670,arc_pair_98310,757
2671,arc_pair_143360,444
2672,arc_pair_158486,664
2673,arc_pair_646309,384
2674,arc_pair_196780,252
2675,arc_pair_422685,716
2676,arc_pair_178899,857
2677,arc_pair_565596,384
2678,arc_pair_462131,358
2679,arc_pair_495859,341
2680,arc_pair_488768,428
2681,arc_pair_191415,368
2682,arc_pair_332544,264
2683,arc_pair_208737,356
2684,arc_pair_564387,436
2685,arc_pair_607306,485
2686,arc_pair_342703,322
2687,arc_pair_463235,370
2688,arc_pair_73790,330
2689,arc_pair_707571,346
2690,arc_pair_486263,332
2691,arc_pair_242461,400
2692,arc_pair_330596,308
2693,arc_pair_584096,405
2694,arc_pair_204201,540
2695,arc_pair_278823,300
2696,arc_pair_731013,327
2697,arc_pair_293538,280
2698,arc_pair_21449,360
2699,arc_pair_141998,419
2700,arc_pair_708407,377
2701,arc_pair_615854,295
2702,arc_pair_6891,700
2703,arc_pair_726555,419
2704,arc_pair_707208,735
2705,arc_pair_17652,476
2706,arc_pair_207704,356
2707,arc_pair_130422,288
2708,arc_pair_237648,356
2709,arc_pair_234967,731
2710,arc_pair_604746,504
2711,arc_pair_699022,386
2712,arc_pair_191679,497
2713,arc_pair_125270,442
2714,arc_pair_103712,1062
2715,arc_pair_461822,675
2716,arc_pair_434497,654
2717,arc_pair_479004,625
2718,arc_pair_668522,260
2719,arc_pair_660112,884
2720,arc_pair_120137,375
2721,arc_pair_192813,1049
2722,arc_pair_167146,532
2723,arc_pair_343684,489
2724,arc_pair_331041,306
2725,arc_pair_676496,1156
2726,arc_pair_659785,299
2727,arc_pair_637163,366
2728,arc_pair_629487,849
2729,arc_pair_608270,307
2730,arc_pair_294838,316
2731,arc_pair_94597,576
2732,arc_pair_351343,383
2733,arc_pair_443816,323
2734,arc_pair_546976,585
2735,arc_pair_376933,531
2736,arc_pair_178319,833
2737,arc_pair_189072,296
2738,arc_pair_297039,301
2739,arc_pair_419078,340
2740,arc_pair_563415,296
2741,arc_pair_146565,379
2742,arc_pair_493523,468
2743,arc_pair_725142,312
2744,arc_pair_499084,628
2745,arc_pair_531236,1284
2746,arc_pair_551837,407
2747,arc_pair_649551,741
2748,arc_pair_209521,541
2749,arc_pair_449373,349
2750,arc_pair_659947,989
2751,arc_pair_706337,326
2752,arc_pair_33970,327
2753,arc_pair_671492,1811
2754,arc_pair_166096,283
2755,arc_pair_176995,404
2756,arc_pair_440152,288
2757,arc_pair_10713,385
2758,arc_pair_320892,274
2759,arc_pair_137099,360
2760,arc_pair_403863,540
2761,arc_pair_43371,327
2762,arc_pair_399083,328
2763,arc_pair_671241,398
2764,arc_pair_403249,363
2765,arc_pair_428119,325
2766,arc_pair_128415,514
2767,arc_pair_683881,503
2768,arc_pair_14479,613
2769,arc_pair_356594,396
2770,arc_pair_12407,399
2771,arc_pair_516329,412
2772,arc_pair_547776,467
2773,arc_pair_583587,654
2774,arc_pair_589020,1177
2775,arc_pair_59906,576
2776,arc_pair_595003,358
2777,arc_pair_489657,476
2778,arc_pair_607428,489
2779,arc_pair_272716,310
2780,arc_pair_235767,287
2781,arc_pair_523088,298
2782,arc_pair_583092,353
2783,arc_pair_461199,764
2784,arc_pair_195378,381
2785,arc_pair_174697,268
2786,arc_pair_317574,571
2787,arc_pair_185728,367
2788,arc_pair_585516,1030
2789,arc_pair_712548,409
2790,arc_pair_388387,364
2791,arc_pair_499207,640
2792,arc_pair_209258,276
2793,arc_pair_188225,306
2794,arc_pair_328108,297
2795,arc_pair_582046,742
2796,arc_pair_266893,676
2797,arc_pair_693602,404
2798,arc_pair_427995,640
2799,arc_pair_5593,770
2800,arc_pair_361537,418
2801,arc_pair_567913,262
2802,arc_pair_153771,523
2803,arc_pair_36267,413
2804,arc_pair_403875,779
2805,arc_pair_438226,453
2806,arc_pair_702362,272
2807,arc_pair_729032,520
2808,arc_pair_692156,314
2809,arc_pair_672302,921
2810,arc_pair_151609,497
2811,arc_pair_80203,552
2812,arc_pair_204240,416
2813,arc_pair_37476,296
2814,arc_pair_658213,2334
2815,arc_pair_178837,334
2816,arc_pair_557449,263
2817,arc_pair_162539,274
2818,arc_pair_32674,509
2819,arc_pair_476426,286
2820,arc_pair_649052,718
2821,arc_pair_451186,387
2822,arc_pair_645358,489
2823,arc_pair_353780,455
2824,arc_pair_411262,294
2825,arc_pair_177412,277
2826,arc_pair_470771,367
2827,arc_pair_386360,731
2828,arc_pair_608374,293
2829,arc_pair_240734,339
2830,arc_pair_599036,951
2831,arc_pair_482148,325
2832,arc_pair_460771,495
2833,arc_pair_275883,335
2834,arc_pair_139642,285
2835,arc_pair_736144,252
2836,arc_pair_73801,349
2837,arc_pair_674055,460
2838,arc_pair_349698,323
2839,arc_pair_20976,376
2840,arc_pair_171529,527
2841,arc_pair_544459,390
2842,arc_pair_576178,385
2843,arc_pair_312760,2063
2844,arc_pair_30425,275
2845,arc_pair_34935,891
2846,arc_pair_488050,331
2847,arc_pair_470264,891
2848,arc_pair_270697,440
2849,arc_pair_163514,333
2850,arc_pair_578536,360
2851,arc_pair_553666,506
2852,arc_pair_690307,477
2853,arc_pair_207250,545
2854,arc_pair_508264,637
2855,arc_pair_442745,468
2856,arc_pair_666603,315
2857,arc_pair_735103,390
2858,arc_pair_446881,548
2859,arc_pair_18677,373
2860,arc_pair_690583,406
2861,arc_pair_99130,467
2862,arc_pair_487872,351
2863,arc_pair_520935,332
2864,arc_pair_10617,263
2865,arc_pair_459627,415
2866,arc_pair_16669,762
2867,arc_pair_117481,738
2868,arc_pair_271252,476
2869,arc_pair_479291,312
2870,arc_pair_723891,882
2871,arc_pair_333656,1303
2872,arc_pair_417498,480
2873,arc_pair_592857,274
2874,arc_pair_38384,501
2875,arc_pair_488791,709
2876,arc_pair_127522,354
2877,arc_pair_357517,394
2878,arc_pair_37421,421
2879,arc_pair_162094,507
2880,arc_pair_395798,392
2881,arc_pair_209976,378
2882,arc_pair_211445,315
2883,arc_pair_530173,340
2884,arc_pair_277739,326
2885,arc_pair_237577,518
2886,arc_pair_643371,676
2887,arc_pair_54226,476
2888,arc_pair_282016,401
2889,arc_pair_543774,2097
2890,arc_pair_399492,331
2891,arc_pair_290181,516
2892,arc_pair_151127,270
2893,arc_pair_434878,289
2894,arc_pair_656489,409
2895,arc_pair_386767,282
2896,arc_pair_726543,360
2897,arc_pair_408151,681
2898,arc_pair_607469,328
2899,arc_pair_605454,551
2900,arc_pair_684313,673
2901,arc_pair_547388,667
2902,arc_pair_414488,476
2903,arc_pair_480964,248
2904,arc_pair_238544,469
2905,arc_pair_599827,397
2906,arc_pair_430587,1245
2907,arc_pair_235376,297
2908,arc_pair_350817,552
2909,arc_pair_659793,368
2910,arc_pair_565703,827
2911,arc_pair_585557,860
2912,arc_pair_30188,288
2913,arc_pair_658028,409
2914,arc_pair_198858,362
2915,arc_pair_13312,308
2916,arc_pair_485635,1031
2917,arc_pair_371219,637
2918,arc_pair_131730,325
2919,arc_pair_662139,295
2920,arc_pair_693086,707
2921,arc_pair_450168,355
2922,arc_pair_627362,444
2923,arc_pair_446116,606
2924,arc_pair_576338,480
2925,arc_pair_44877,753
2926,arc_pair_396065,322
2927,arc_pair_363199,400
2928,arc_pair_187810,558
2929,arc_pair_207010,415
2930,arc_pair_444828,428
2931,arc_pair_537767,736
2932,arc_pair_578633,368
2933,arc_pair_437110,303
2934,arc_pair_698432,331
2935,arc_pair_348676,289
2936,arc_pair_254537,544
2937,arc_pair_297003,313
2938,arc_pair_259755,1066
2939,arc_pair_316076,638
2940,arc_pair_159700,647
2941,arc_pair_602539,672
2942,arc_pair_3191,1201
2943,arc_pair_633634,456
2944,arc_pair_282201,301
2945,arc_pair_325346,367
2946,arc_pair_560203,461
2947,arc_pair_339365,613
2948,arc_pair_86314,562
2949,arc_pair_308341,298
2950,arc_pair_102181,388
2951,arc_pair_454347,1577
2952,arc_pair_98920,2203
2953,arc_pair_568849,369
2954,arc_pair_483630,724
2955,arc_pair_344985,388
2956,arc_pair_614394,347
2957,arc_pair_122864,324
2958,arc_pair_195342,754
2959,arc_pair_127735,419
2960,arc_pair_539515,724
2961,arc_pair_587511,363
2962,arc_pair_54318,276
2963,arc_pair_92584,340
2964,arc_pair_56775,537
2965,arc_pair_615585,343
2966,arc_pair_271550,427
2967,arc_pair_439227,285
2968,arc_pair_208865,321
2969,arc_pair_467562,421
2970,arc_pair_260654,511
2971,arc_pair_612755,294
2972,arc_pair_198966,352
2973,arc_pair_327117,292
2974,arc_pair_658546,395
2975,arc_pair_289621,317
2976,arc_pair_340180,444
2977,arc_pair_272393,419
2978,arc_pair_648116,323
2979,arc_pair_335080,876
2980,arc_pair_705608,756
2981,arc_pair_111312,560
2982,arc_pair_607557,340
2983,arc_pair_421752,304
2984,arc_pair_80628,453
2985,arc_pair_65384,349
2986,arc_pair_605614,426
2987,arc_pair_306867,409
2988,arc_pair_567987,480
2989,arc_pair_320955,307
2990,arc_pair_3980,476
2991,arc_pair_437002,281
2992,arc_pair_779,469
2993,arc_pair_547598,327
2994,arc_pair_215979,319
2995,arc_pair_210628,300
2996,arc_pair_606038,625
2997,arc_pair_336028,315
2998,arc_pair_653977,494
2999,arc_pair_283851,351
3000,arc_pair_522532,500
3001,arc_pair_659880,1117
3002,arc_pair_343578,444
3003,arc_pair_234727,340
3004,arc_pair_357491,806
3005,arc_pair_682438,319
3006,arc_pair_331352,512
3007,arc_pair_536064,519
3008,arc_pair_610553,376
3009,arc_pair_599671,1936
3010,arc_pair_382564,401
3011,arc_pair_26709,679
3012,arc_pair_235970,324
3013,arc_pair_541509,478
3014,arc_pair_103544,737
3015,arc_pair_244560,307
3016,arc_pair_691644,264
3017,arc_pair_455278,457
3018,arc_pair_733852,306
3019,arc_pair_60493,347
3020,arc_pair_485863,510
3021,arc_pair_60169,421
3022,arc_pair_68559,531
3023,arc_pair_325038,817
3024,arc_pair_260316,623
3025,arc_pair_116896,581
