,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,7.407306357616525e-15,3.7999109532681663,4.895514117678121,4.39928712819928,1.6217555622892583,7.801555776766058,4.636681873518473,6.8663296954241115,6.74800192751837,7.561278015574019
MEP,3.7999109532681654,3.898633508640728e-15,2.61832930697222,2.409744656328137,3.746831719041886,4.004245007062115,3.2530132181368776,3.61443757895338,3.6534496177089353,3.566730864280996
MKP,4.895514117678121,2.61832930697222,4.492257485038558e-15,1.1208064423294821,3.1829442963707946,1.8496666437451537,0.8009404916238662,1.1957494128505597,1.3756075423470797,1.6430915122643899
GMP,4.399287128199278,2.409744656328137,1.120806442329482,4.450147816753975e-15,3.0475496503287904,1.8772685485157465,1.2738375299859488,1.53079544593913,2.1953366037371884,1.859014686795112
MK,1.621755562289258,3.7468317190418854,3.1829442963707946,3.047549650328791,7.0092466789514254e-15,5.776219217578288,2.9314586047111586,4.85086306070424,4.860759980293192,5.81098178316374
MPP,7.801555776766056,4.004245007062115,1.8496666437451537,1.8772685485157465,5.776219217578288,3.868342916766183e-15,2.067275205808625,0.8197263163847761,1.7375461477139462,1.0587007802736634
CMP,4.636681873518473,3.253013218136878,0.8009404916238662,1.2738375299859488,2.9314586047111586,2.067275205808625,5.257132647823403e-15,1.4169532474305317,1.72576317089071,2.0612052600277226
ST,6.866329695424111,3.61443757895338,1.1957494128505597,1.53079544593913,4.850863060704239,0.8197263163847759,1.416953247430532,4.170689160486882e-15,1.1462090137677814,1.0610201146727762
LT,6.74800192751837,3.6534496177089353,1.3756075423470797,2.1953366037371875,4.860759980293192,1.737546147713946,1.72576317089071,1.1462090137677816,4.3943691220292735e-15,1.6691861634417071
CLP,7.561278015574019,3.5667308642809954,1.6430915122643899,1.859014686795112,5.810981783163738,1.0587007802736634,2.0612052600277226,1.0610201146727758,1.669186163441707,3.7650087037080646e-15
