reg,computation_time,R2
1e-05,132.6834331250284,0.14409803066298396
0.0001,130.01011491706595,0.144098030662984
0.001,130.367437165929,0.22637806717233083
0.01,135.23864687501919,0.7018736981133893
0.1,174.98614616703708,0.6467480058559414
1.0,168.4304771249881,0.6422498083802924
