,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,3.9225401698982316,21.44359904513328,14.412256538741849,10.176510755343894,42.93304939598143,24.354855738158733,34.089448997090095,41.03570164782906,32.23582377370932
MEP,3.9225401698982036,0.0,29.854688005604565,21.812243793710476,18.234783065309777,55.900061132414045,34.56476166407031,45.4020341980338,53.25071359880102,42.769251904007234
MKP,21.443599045133194,29.85468800560466,0.0,3.7008214489106344,3.542747744239342,6.88009691295663,0.8035480271029923,3.1162346939180825,4.4005592093943795,2.6358571145144154
GMP,14.412256538741882,21.812243793710447,3.7008214489106397,0.0,2.4587351002555806,9.297197773661154,3.6216982342501205,5.991287682533515,12.581519795653621,9.673992601080906
MK,10.176510755343877,18.234783065309745,3.542747744239331,2.4587351002555713,0.0,13.643888608664144,4.232936920358238,8.800482462429864,12.75602840666934,8.911357629321232
MPP,42.933049395981435,55.9000611324142,6.88009691295665,9.297197773661175,13.64388860866415,0.0,4.482517855774122,1.3835504550803084,5.095939426810087,6.773583201846987
CMP,24.354855738158726,34.56476166407032,0.803548027102993,3.6216982342501125,4.232936920358234,4.48251785577411,0.0,1.7195912553388353,3.616507334679855,2.9170805908939603
ST,34.08944899709003,45.40203419803372,3.1162346939180794,5.991287682533502,8.800482462429832,1.3835504550803228,1.7195912553388355,0.0,3.204858386141099,4.117656346594007
LT,41.03570164782882,53.25071359880092,4.400559209394311,12.581519795653636,12.75602840666937,5.095939426810024,3.616507334679845,3.2048583861410718,0.0,2.240473754881819
CLP,32.23582377370939,42.76925190400729,2.6358571145144096,9.673992601080919,8.911357629321213,6.773583201846923,2.9170805908939497,4.117656346593957,2.24047375488182,0.0
