,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,3.618353178151364e-15,0.6958562567332024,0.9634490808484661,0.7319469778024168,0.3116247401841412,1.6400915360028883,0.8732554801411565,1.3928621088369983,1.4141885096852174,1.4243343767533925
MEP,0.6958562567332021,2.4702204365971846e-15,0.7665909159262478,0.7046648110152871,0.8983486736002807,1.218042272273205,0.9996834462539923,1.0964467016281507,1.1202919413776855,1.1450746887737802
MKP,0.9634490808484664,0.7665909159262481,2.819984490620483e-15,0.1248659220854767,0.4068501810672793,0.21124973508515676,0.07294351705423754,0.1130902737842917,0.10354074040535607,0.14385310753240288
GMP,0.7319469778024166,0.7046648110152871,0.1248659220854767,2.9408205648151583e-15,0.3256259284226847,0.26014144692652236,0.1290500663542102,0.18938446588396446,0.3050120608632779,0.26396307160674004
MK,0.3116247401841411,0.8983486736002807,0.4068501810672791,0.32562592842268506,3.5973083654998865e-15,0.8531599684099767,0.270762407680061,0.6606116925957413,0.6533551613273247,0.7170513038095183
MPP,1.6400915360028887,1.2180422722732054,0.21124973508515688,0.2601414469265224,0.8531599684099767,2.620199732708179e-15,0.2823828568674545,0.04835230377673547,0.16897427182933644,0.12814978658647153
CMP,0.8732554801411564,0.9996834462539923,0.07294351705423746,0.1290500663542102,0.270762407680061,0.28238285686745485,3.222918834145252e-15,0.16520225143057224,0.16978937018229526,0.20040242102314798
ST,1.3928621088369977,1.0964467016281505,0.1130902737842917,0.18938446588396454,0.6606116925957413,0.048352303776735606,0.1652022514305724,2.826501602549699e-15,0.08902969251677895,0.11119478459059143
LT,1.4141885096852178,1.1202919413776855,0.1035407404053561,0.3050120608632779,0.6533551613273251,0.16897427182933628,0.16978937018229526,0.08902969251677889,2.7436981902566223e-15,0.12867320246040875
CLP,1.4243343767533931,1.1450746887737804,0.14385310753240294,0.26396307160674004,0.7170513038095183,0.12814978658647133,0.20040242102314798,0.11119478459059151,0.1286732024604087,2.8305397735548373e-15
