,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,7.447215799017483e-12,0.9804227078512003,2.917441481511463,1.9279530036063823,1.2306148531111432,4.834090738243274,3.093333762840679,4.265263760278592,4.917575951085352,4.399824101518231
MEP,0.9804227078512002,1.0197653837594438e-11,3.51868501950909,2.6464688994339287,2.6085533661932803,5.271402796337933,4.1369485439055405,4.914331945402281,5.5634828249243515,5.0280778035967195
MKP,2.917441481511463,3.5186850195090904,1.1762881440232615e-11,0.4293593071995891,0.8397832891577441,0.6051578752558673,0.12100578669054854,0.33040945282058143,0.4494133252639638,0.40736164449816314
GMP,1.9279530036063837,2.646468899433928,0.42935930719958976,1.1254929946426456e-11,0.6779304450591312,0.8838380864053431,0.4753088637057718,0.725434244905481,1.3753228426060242,1.0350690356888554
MK,1.2306148531111432,2.6085533661932803,0.839783289157745,0.6779304450591304,8.030105947017578e-12,2.0074939428170193,0.7188005135764783,1.5135276419245778,1.7776437643516019,1.712958447299068
MPP,4.834090738243276,5.271402796337933,0.6051578752558677,0.8838380864053434,2.0074939428170184,1.10336422560663e-11,0.5988366211952616,0.14405198309734496,0.6079300430442662,0.4419048006939026
CMP,3.093333762840679,4.136948543905541,0.12100578669054898,0.47530886370577136,0.7188005135764777,0.5988366211952612,7.567584327745073e-12,0.3058528513402375,0.45724182992588025,0.46329580709289764
ST,4.265263760278593,4.914331945402281,0.330409452820581,0.7254342449054807,1.5135276419245787,0.1440519830973454,0.30585285134023793,1.1577014741793106e-11,0.33620889291162886,0.3757525137008595
LT,4.917575951085352,5.5634828249243515,0.4494133252639636,1.3753228426060256,1.7776437643516014,0.6079300430442667,0.45724182992588036,0.33620889291162975,1.2384858752097755e-11,0.379051996362752
CLP,4.399824101518231,5.0280778035967195,0.4073616444981634,1.0350690356888559,1.7129584472990684,0.44190480069390303,0.46329580709289786,0.3757525137008595,0.3790519963627522,1.1736150562374068e-11
