,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,1.2011741324185815e-15,0.1211851180760127,0.7252626844709216,0.5411657066954549,0.3052132292650511,1.2078826083425724,0.7683133046148586,1.1628976843930943,1.1182208589367608,1.0668664432401584
MEP,0.12118511807601251,1.0301817017234696e-15,0.6041734896259441,0.43832202331138126,0.2997643651773665,1.0603055079154347,0.6495881884760604,1.028057907512828,1.0115532250276966,0.9333599448291372
MKP,0.7252626844709216,0.6041734896259441,1.0106368972110434e-15,0.37819889205756774,0.451309877156489,0.4057737031705801,0.12711255632098348,0.3456798011118607,0.35190058054376877,0.3475149782514222
GMP,0.5411657066954549,0.43832202331138126,0.3781988920575677,1.0348517605352827e-15,0.22403489810779628,0.5649949543761721,0.30289178125476146,0.5653779299396418,0.696009872397135,0.5722872573934509
MK,0.3052132292650511,0.29976436517736643,0.4513098771564892,0.22403489810779637,1.180165020786571e-15,0.8610342669428094,0.4469056021528845,0.8339438025811738,0.851128409749275,0.7963800848715477
MPP,1.2078826083425724,1.0603055079154344,0.40577370317058,0.5649949543761721,0.8610342669428094,9.62635326397538e-16,0.366910182570527,0.15226744700571027,0.2846841073829742,0.35324563657765395
CMP,0.7683133046148587,0.6495881884760606,0.12711255632098345,0.30289178125476146,0.44690560215288444,0.36691018257052693,1.0877701674753815e-15,0.3078208734312673,0.36551596824572297,0.3275367522478296
ST,1.1628976843930943,1.0280579075128278,0.3456798011118607,0.5653779299396418,0.8339438025811738,0.15226744700571027,0.3078208734312673,9.52057184855495e-16,0.21905005028026364,0.3043051977149015
LT,1.1182208589367606,1.0115532250276966,0.3519005805437687,0.6960098723971349,0.851128409749275,0.28468410738297417,0.3655159682457229,0.21905005028026364,1.04428843291489e-15,0.27283938599121077
CLP,1.0668664432401584,0.9333599448291372,0.3475149782514222,0.5722872573934509,0.7963800848715477,0.35324563657765395,0.32753675224782963,0.3043051977149015,0.2728393859912108,9.90900645676217e-16
