,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,3.0694676652814,10.764268100460184,10.976567803014609,3.5904921862444596,31.627653557149642,13.14550187640121,24.418527008445526,24.543514762712338,16.91140737696936
MEP,3.069467665281398,0.0,13.39877834796469,14.126589693466714,7.024780961202468,37.92813714901522,17.233469252143877,29.76851177447043,29.522301741124647,21.295731847994084
MKP,10.764268100460193,13.3987783479647,0.0,3.197084349112298,4.239324052514919,10.558610114063608,1.1115882106625898,5.810904297690226,5.6179034731650495,4.376082831879771
GMP,10.976567803014568,14.12658969346679,3.1970843491122904,0.0,3.5230105667688645,8.003481223152772,2.4882955645051945,5.454635356128254,10.412746798288477,9.219983089194807
MK,3.590492186244455,7.0247809612024765,4.239324052514917,3.523010566768864,0.0,17.303862705947378,5.070785824964801,12.242659225812856,14.234330216312754,10.800958769792443
MPP,31.627653557149593,37.92813714901519,10.558610114063608,8.003481223152779,17.303862705947466,0.0,7.044543662078345,1.7971529430949464,8.322286203152585,12.663198624363774
CMP,13.145501876401202,17.233469252143966,1.111588210662591,2.4882955645051936,5.070785824964786,7.0445436620783655,0.0,3.306068792922332,4.726591743368226,4.788545259689669
ST,24.418527008445515,29.768511774470447,5.810904297690221,5.454635356128241,12.24265922581288,1.797152943094945,3.306068792922333,0.0,4.406564769689708,8.111692541423112
LT,24.543514762712327,29.52230174112473,5.617903473165054,10.41274679828845,14.234330216312769,8.322286203152588,4.726591743368221,4.406564769689718,0.0,4.066453983877389
CLP,16.91140737696935,21.295731847994098,4.376082831879757,9.219983089194788,10.800958769792457,12.663198624363766,4.7885452596896565,8.111692541423126,4.066453983877392,0.0
