,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,4.061666529123511,13.568922343570785,11.492905510444922,5.147690877169287,35.023768701168265,16.242038988685923,26.944870377940415,30.861591579659105,24.819062947097628
MEP,4.061666529123535,0.0,21.332981692391066,18.61630312617473,12.722640036152644,47.832868099829774,25.739708684424716,38.20797334050315,42.65330979970464,35.674360540406994
MKP,13.568922343570703,21.332981692391094,0.0,2.9194804645886707,3.543326032516293,8.332944025412788,0.9348102324108261,4.02441855378468,5.377014440047029,4.602369899849905
GMP,11.4929055104449,18.616303126174746,2.91948046458866,0.0,2.905920543915653,8.64331988081289,2.4942580033505366,5.549588835120211,11.306184782816949,10.248413747768291
MK,5.147690877169272,12.722640036152587,3.543326032516298,2.9059205439156623,0.0,15.508156403356763,4.320880676307471,10.264718345017126,13.686741542829742,11.09683826443574
MPP,35.02376870116815,47.83286809982999,8.332944025412752,8.643319880812927,15.50815640335678,0.0,5.598905717257616,1.5400292336800494,5.570813485339677,7.868397914288181
CMP,16.24203898868598,25.739708684424656,0.9348102324108262,2.4942580033505353,4.32088067630748,5.598905717257619,0.0,2.3977426181079027,4.678484175507557,4.902688990917802
ST,26.944870377940347,38.20797334050317,4.024418553784696,5.549588835120218,10.264718345017094,1.5400292336800547,2.397742618107905,0.0,3.237332246512006,5.036923436086846
LT,30.861591579659148,42.65330979970475,5.377014440047039,11.306184782816937,13.686741542829756,5.570813485339704,4.678484175507556,3.237332246512015,0.0,2.559696584195377
CLP,24.819062947097606,35.67436054040696,4.602369899849914,10.2484137477683,11.09683826443578,7.8683979142881695,4.902688990917833,5.036923436086837,2.5596965841953856,0.0
