,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,0.8959381366553761,3.485418549210364,3.098164463097449,1.125923313403255,9.420363671925774,3.9724712790869643,7.573274803483997,7.074383864945449,4.142584845195256
MEP,0.895938136655375,0.0,3.7907833211284174,3.407377826031724,1.6199246373038627,10.113116241370813,4.41615989239897,8.18034338054294,7.75305876438899,5.018713917314837
MKP,3.4854185492103653,3.7907833211284183,0.0,1.1065778814308425,1.5573191731813039,3.043957071438245,0.38201939447457306,1.859872312145039,1.5541926344860584,1.4411431755271635
GMP,3.098164463097457,3.4073778260317287,1.1065778814308427,0.0,1.163179135586017,2.764612649984356,0.8939993172342556,2.095613121929408,3.2249753299177706,2.793316388597376
MK,1.1259233134032567,1.6199246373038625,1.5573191731813067,1.1631791355860162,0.0,5.488867205209836,1.719839435072362,4.123239467777779,4.304411501553967,2.808131230846494
MPP,9.420363671925733,10.113116241370776,3.0439570714382445,2.7646126499843415,5.4888672052098215,0.0,2.3256849255109495,0.7200926436783422,2.717772358607439,4.672662007792864
CMP,3.972471279086971,4.416159892398969,0.3820193944745741,0.8939993172342554,1.719839435072362,2.3256849255109566,0.0,1.384225575825633,1.6003502681115274,1.7457099962730498
ST,7.573274803483993,8.180343380542942,1.859872312145038,2.0956131219294063,4.1232394677777835,0.7200926436783476,1.3842255758256337,0.0,1.6283002755183045,3.199587377352902
LT,7.074383864945442,7.753058764389,1.554192634486057,3.2249753299177684,4.304411501553972,2.7177723586074474,1.6003502681115274,1.6283002755183058,0.0,1.6315485786162653
CLP,4.142584845195255,5.018713917314835,1.441143175527165,2.793316388597373,2.8081312308464987,4.67266200779288,1.745709996273049,3.1995873773529033,1.6315485786162622,0.0
