,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,1.9182104068303172e-10,9.432460131454654,26.98560183250312,18.04745507604709,11.936088735816728,41.87898270514819,28.851652598201227,36.826388220857375,43.93407898836683,39.47147200921448
MEP,9.432460131454645,1.852386052030387e-10,32.85385668297498,23.807775668912676,25.120610163511266,44.53228561588409,38.46228929221894,42.039908343702635,50.56544379280096,44.48154531809658
MKP,26.985601832503136,32.853856682974985,2.2462578348972487e-10,4.19059314067116,8.033297239631857,5.215423104397118,1.2018315725212383,2.8994050447538418,4.413602974236927,3.8518983541852463
GMP,18.04745507604709,23.80777566891267,4.19059314067116,2.1491212585528872e-10,6.647536461446658,8.27555810925923,4.7225686977932355,6.8356702725979375,13.205948101218013,10.040872824744085
MK,11.936088735816725,25.120610163511238,8.033297239631857,6.647536461446658,2.0685933235559068e-10,18.128140431968383,6.951168133019944,13.48541960295784,16.70290598778328,15.528147773834252
MPP,41.878982705148175,44.53228561588408,5.215423104397109,8.27555810925923,18.12814043196839,2.3283024609906223e-10,5.526694865412859,1.422916614816578,5.559237949827227,4.219024592304503
CMP,28.85165259820122,38.46228929221894,1.2018315725212338,4.722568697793241,6.951168133019939,5.526694865412855,2.264513301259691e-10,2.8358848689377925,4.384284704411057,4.463675070456053
ST,36.82638822085738,42.03990834370262,2.899405044753841,6.835670272597939,13.485419602957826,1.4229166148165802,2.8358848689377947,2.2106103437108413e-10,3.199309568739273,3.603094084639533
LT,43.93407898836681,50.565443792800956,4.4136029742369285,13.20594810121802,16.702905987783264,5.5592379498272315,4.384284704411056,3.1993095687392685,2.2496177011166146e-10,3.5417664186471214
CLP,39.47147200921448,44.48154531809658,3.8518983541852476,10.040872824744074,15.528147773834252,4.219024592304506,4.463675070456057,3.603094084639535,3.541766418647117,2.2410050306920278e-10
