,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,3.262677108803679e-15,0.9256396504912549,2.1461914749536968,1.5972631544062708,0.7082760417843381,3.308875594202588,2.037649373149401,3.030767086284831,3.1125422958063425,2.9341983076720566
MEP,0.9256396504912549,2.3003400664386565e-15,1.4905443236645954,1.2994930562272726,1.0359051572200006,2.511963381125182,1.684625065002702,2.330654194476013,2.2912262379429427,2.2954027296446204
MKP,2.1461914749536968,1.4905443236645954,2.2959571264056902e-15,0.6125270960190579,1.281258974636569,0.9268314770091236,0.34596655654840514,0.669933395196566,0.7045976260744816,0.8560409603676233
GMP,1.5972631544062708,1.2994930562272726,0.6125270960190581,2.339440890918313e-15,0.8752056819686753,1.1086621168119968,0.5600150418091019,0.961343391021299,1.3238680718954394,0.9944580087035607
MK,0.7082760417843383,1.0359051572200006,1.281258974636569,0.8752056819686755,3.033808982667619e-15,2.268505578006388,1.202781982981411,1.9900375349136714,2.139032864335639,2.0376624278422835
MPP,3.308875594202588,2.511963381125182,0.9268314770091235,1.1086621168119968,2.268505578006388,2.0986363197839756e-15,0.9555870921297104,0.2747203892043858,0.7741721443183902,0.7080652550845288
CMP,2.037649373149401,1.684625065002702,0.3459665565484051,0.5600150418091019,1.2027819829814113,0.9555870921297106,2.625549880276021e-15,0.7042938205352729,0.8264275259092285,0.8749905760607422
ST,3.030767086284831,2.330654194476013,0.669933395196566,0.9613433910212991,1.9900375349136716,0.2747203892043858,0.7042938205352727,2.3112156469388037e-15,0.5268061053198025,0.6783922454774588
LT,3.1125422958063425,2.2912262379429427,0.7045976260744817,1.3238680718954394,2.139032864335639,0.7741721443183902,0.8264275259092285,0.5268061053198025,2.2637168319812212e-15,0.9735766361678139
CLP,2.934198307672056,2.2954027296446204,0.8560409603676233,0.9944580087035606,2.0376624278422835,0.7080652550845289,0.8749905760607422,0.6783922454774589,0.973576636167814,2.2205770208398277e-15
