reg_m,computation_time,R2
0.0001,0.18878041708376259,0.7047924238878577
0.001,0.1931635410292074,0.7047924238878588
0.01,0.19287445803638548,0.7047924238878593
0.1,0.36894329101778567,0.7047924238878575
1.0,2.9064809170085937,0.7047924238871733
10.0,29.564840167062357,0.7111942363689152
100.0,30.263022291939706,0.7224242587057654
1000.0,29.520550083951093,0.41250129160569815
10000.0,29.455775665934198,0.19327547554905147
