,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,-0.5091694336628588,-0.21007506028300538,1.2287464958899135,0.48796172738868615,0.21480673977539333,2.398709471656678,1.3018771002687848,1.8853645670005217,2.5115853680739146,2.155709464073708
MEP,-0.20979560699926403,-0.500836123030203,1.5856946415510058,0.8925460595260764,0.5250592838903048,2.886351660632007,1.719719372814632,2.3457827176261183,3.0106498821639027,2.6250600945714595
MKP,1.2595029471468546,1.623315249729049,-0.5290518848397214,-0.23801431669432938,-0.10227716023843203,-0.17350573690973548,-0.4751698669922282,-0.32919418175098397,-0.17890530009748346,-0.23172276799773422
GMP,0.5003432234915391,0.8969198348655496,-0.23825631532866176,-0.5250736102921137,-0.3430657130341982,0.14657296828296873,-0.2151829523548987,-0.0349685010137214,0.36201256779656965,0.1708019583263214
MK,0.22174237306858746,0.5337509125455088,-0.10369888404495875,-0.3433609020330272,-0.5235379787194608,0.4221231354713689,-0.07235182383777694,0.2141698877091014,0.5554165739551594,0.3575123382799411
MPP,2.4632052696705538,2.957688866085496,-0.1736067646230166,0.15651712283371022,0.4354308295149941,-0.5326790749909273,-0.2418423270380693,-0.42980662469281017,-0.279604132393667,-0.2405065432600556
CMP,1.3411873190455,1.7601765466060222,-0.4751789420165558,-0.21491496008813998,-0.06956988515201035,-0.2420822207135057,-0.5307040773354641,-0.3842173635751627,-0.1882744902389194,-0.24515786019098218
ST,1.948800229868481,2.4069199176384375,-0.3284400464286227,-0.029826456584275296,0.22360689555311053,-0.43049464498855294,-0.38306758365134247,-0.5303740693554595,-0.30198326333988934,-0.27255220785754897
LT,2.5972493904298455,3.095806869188321,-0.1763908807780536,0.3676845446521828,0.5729590252003144,-0.2785154615471503,-0.18710698692609884,-0.301577106210255,-0.533174674931061,-0.3345439812964742
CLP,2.210261451393878,2.6940226978126067,-0.22908929408782297,0.17946987152016436,0.37018980600298546,-0.2369210375531412,-0.24337438565226538,-0.2723988143369339,-0.3360483757549789,-0.532040159257771
