,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,0.374087225580738,1.1704570152034186,1.1149754391472544,0.4506938674823219,2.188093679557403,1.2553331152746485,2.0509632390051395,2.1777566380962834,1.425728353410394
MEP,0.3740872255807372,0.0,1.5615914272614555,1.3947054285391043,0.7964501418619636,2.662317331374328,1.6779533289299604,2.5023186152751364,2.7103455110873296,1.9901145351851577
MKP,1.1704570152034184,1.5615914272614588,0.0,0.3613908224031073,0.5087085551741887,0.5671823543890929,0.12013065635162071,0.45115113333106255,0.524056163068223,0.65795337575354
GMP,1.1149754391472555,1.3947054285391076,0.36139082240310727,0.0,0.59425755292036,0.5396595961893401,0.27916225037439696,0.5074704067727076,0.9457381245122235,1.068014850432291
MK,0.45069386748232226,0.7964501418619645,0.5087085551741886,0.5942575529203601,0.0,1.1802902098978694,0.5464197845302373,1.0686161234446658,1.1804795812417086,0.8139307353646644
MPP,2.188093679557402,2.662317331374332,0.5671823543890927,0.53965959618934,1.1802902098978678,0.0,0.4823751401226995,0.17660351189954293,0.6301515043095272,1.082955512718285
CMP,1.2553331152746485,1.6779533289299642,0.12013065635162082,0.27916225037439674,0.5464197845302368,0.4823751401226998,0.0,0.37141891259495907,0.5649615645665417,0.7321711549918161
ST,2.050963239005144,2.502318615275136,0.4511511333310649,0.5074704067727113,1.0686161234446687,0.1766035118995392,0.37141891259496007,0.0,0.4549493735910507,0.9306485300119242
LT,2.177756638096283,2.710345511087333,0.5240561630682229,0.945738124512224,1.1804795812417095,0.6301515043095264,0.564961564566542,0.45494937359105053,0.0,0.6163903104056733
CLP,1.4257283534103928,1.9901145351851586,0.6579533757535395,1.068014850432291,0.8139307353646652,1.0829555127182857,0.732171154991817,0.9306485300119248,0.6163903104056732,0.0
