,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,1.0132752977563132e-12,0.49021135392507037,1.4587207407557061,0.9639765018029786,0.6153074265563057,2.4170453691218867,1.5466668814204834,2.132631880139715,2.45878797554296,2.199912050759469
MEP,0.4902113539250699,2.2790291154889143e-12,1.7593425097547186,1.3232344497174808,1.3042766830974286,2.6357013981690653,2.0684742719528115,2.457165972701154,2.7817414124620896,2.5140389017981146
MKP,1.4587207407557057,1.7593425097547193,2.6287289215681173e-12,0.21467965359884122,0.4198916445783861,0.3025789376278542,0.06050289334165922,0.16520472641088274,0.22470666263181877,0.20368082224994047
GMP,0.9639765018029793,1.3232344497174804,0.21467965359884134,2.5150134317061347e-12,0.33896522252825656,0.4419190432027831,0.2376544318513492,0.36271712245260074,0.6876614213033372,0.5175345178453064
MK,0.6153074265563054,1.304276683097429,0.41989164457838546,0.33896522252825567,1.0922423103757906e-12,1.0037469714085416,0.35940025678808607,0.7567638209618965,0.8888218821765005,0.8564792236496359
MPP,2.4170453691218867,2.635701398169066,0.3025789376278541,0.44191904320278297,1.003746971408542,2.4653553374056982e-12,0.29941831059739166,0.0720259915462593,0.3039650215221735,0.22095240034749475
CMP,1.5466668814204834,2.0684742719528115,0.06050289334165922,0.2376544318513492,0.3594002567880864,0.29941831059739143,2.7859337185101212e-12,0.1529264256712528,0.22862091496403683,0.23164790354659237
ST,2.132631880139715,2.457165972701154,0.16520472641088307,0.36271712245260074,0.7567638209618959,0.07202599154625908,0.15292642567125292,2.5870478190024938e-12,0.168104446456043,0.18787625685045936
LT,2.4587879755429607,2.7817414124620896,0.22470666263181854,0.6876614213033372,0.8888218821765005,0.30396502152217325,0.2286209149640364,0.16810444645604333,2.767516272752139e-12,0.18952599818176163
CLP,2.199912050759469,2.514038901798115,0.20368082224994044,0.5175345178453061,0.8564792236496355,0.22095240034749453,0.23164790354659226,0.18787625685045947,0.18952599818176175,2.6225477440522728e-12
