,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,5.404881615376478e-15,4.255025631097802,5.356013270238185,5.276583126006121,3.0734535615955707,7.832196382111055,5.618282225051809,7.094951319229032,6.920649209009204,7.068156913259852
MEP,4.255025631097803,3.1414510398008864e-15,3.120049986101633,3.5435628801792456,4.145074929069796,4.952513685677944,4.059450135473441,4.480898795533513,4.165874666721881,4.129437915688789
MKP,5.356013270238183,3.120049986101633,3.3889329245219975e-15,1.9831183782662367,3.8112396945553697,2.5748504556355627,1.3965420939847735,1.8271198602280891,1.8752567292959144,2.039701566580322
GMP,5.276583126006121,3.5435628801792456,1.983118378266237,3.28125615520461e-15,3.457888627831999,2.3230878033110685,1.992237497758829,2.14106706691644,3.120130416041941,2.3179217066255777
MK,3.0734535615955707,4.1450749290697955,3.81123969455537,3.457888627831999,4.967544405640159e-15,5.832311918010854,3.8628237988527085,5.063375898689832,5.435670373251108,5.563190210109656
MPP,7.832196382111055,4.952513685677945,2.574850455635562,2.3230878033110685,5.832311918010853,2.860471539606977e-15,2.7340647047913524,1.2336294695928176,2.422647544457805,1.9647877058045915
CMP,5.618282225051809,4.059450135473441,1.3965420939847732,1.992237497758829,3.862823798852709,2.7340647047913524,3.6725978722834456e-15,1.9513566069831372,2.347436600966379,2.380745769118342
ST,7.094951319229031,4.480898795533513,1.8271198602280894,2.14106706691644,5.063375898689832,1.2336294695928178,1.9513566069831372,3.1580539077717703e-15,1.7396869786278109,2.0096237444197627
LT,6.9206492090092055,4.165874666721881,1.8752567292959144,3.120130416041941,5.435670373251108,2.422647544457805,2.347436600966378,1.7396869786278106,3.2921975894296494e-15,2.133227125812701
CLP,7.068156913259852,4.129437915688789,2.0397015665803226,2.3179217066255777,5.563190210109656,1.9647877058045913,2.380745769118342,2.0096237444197627,2.1332271258127014,2.790039385748354e-15
