,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,11.944585374151098,33.72682557981109,38.079093231351344,7.795146579579896,109.67236629295606,39.482156788222376,81.23291551858664,77.15777350359177,49.06853392417595
MEP,11.944585374151073,0.0,28.404445903566916,41.430894014284846,16.010231695594552,120.65601173398032,42.35619227774533,88.5895442315144,76.42669285329626,50.51269792664703
MKP,33.72682557981106,28.404445903566863,0.0,18.248539523765494,19.760607396345055,53.7165919045201,5.890638508878015,29.428407417128295,21.796313191608817,16.67177703627292
GMP,38.07909323135156,41.430894014284824,18.248539523765505,0.0,17.02188355048005,30.751520523660894,14.552523671422104,22.056912407944182,42.82557894336852,40.24764634501625
MK,7.795146579579926,16.01023169559448,19.760607396345033,17.021883550480048,0.0,72.3502806818853,21.421215852819522,50.81375637271385,55.180014836743595,38.162119073248185
MPP,109.67236629295584,120.6560117339805,53.71659190452011,30.75152052366079,72.35028068188535,0.0,35.84329867605704,8.460728803203146,44.76371161423642,69.88607005303145
CMP,39.482156788222476,42.35619227774526,5.890638508878032,14.55252367142216,21.421215852819476,35.84329867605704,0.0,16.84791624684988,16.145857477810672,17.290056634359047
ST,81.23291551858644,88.58954423151498,29.428407417128344,22.056912407944218,50.813756372713755,8.46072880320308,16.847916246849895,0.0,21.169849853381315,44.10280986093272
LT,77.15777350359193,76.42669285329582,21.796313191608718,42.825578943368555,55.18001483674358,44.76371161423657,16.14585747781069,21.1698498533813,0.0,23.74221638639315
CLP,49.06853392417599,50.51269792664709,16.67177703627293,40.24764634501627,38.16211907324827,69.88607005303167,17.290056634359026,44.1028098609327,23.742216386393086,0.0
