,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,0.0,0.8448808237237275,3.282164002014877,5.474360282692205,0.8354810688155203,12.593547718782801,3.2580878833037263,9.074148404271952,6.620296226051667,3.4568302239616346
MEP,0.8448808237237289,0.0,2.563471781569257,4.741657275732352,1.0759904435622507,11.59133381124715,2.7776075064718966,8.171684541875374,5.502461824920914,3.372305736627947
MKP,3.282164002014877,2.5634717815692576,0.0,2.5634967882150823,2.3279245173934844,6.4549561400518245,0.6110522407721126,3.8442675262087844,2.070790066825074,2.0947527442267786
GMP,5.474360282692203,4.741657275732352,2.563496788215082,0.0,3.5296143692492445,3.09589824297331,1.9279536665318882,2.179548376496951,4.883882467196355,5.425340128437478
MK,0.8354810688155193,1.0759904435622496,2.3279245173934817,3.5296143692492463,0.0,9.757984894250551,2.070436873016902,6.851337202966299,5.491464639984372,2.869243495565235
MPP,12.593547718782798,11.591333811247136,6.454956140051822,3.0958982429733104,9.757984894250558,0.0,5.2486748646749515,1.1654898511634166,6.545736573422587,10.745014123219757
CMP,3.2580878833037246,2.7776075064719,0.6110522407721127,1.9279536665318886,2.070436873016903,5.248674864674954,0.0,2.920536077862936,2.2929113014923295,2.5543016134954724
ST,9.074148404271961,8.171684541875372,3.8442675262087884,2.1795483764969537,6.851337202966301,1.1654898511634175,2.920536077862934,0.0,3.734842191779735,7.482986857151882
LT,6.620296226051664,5.502461824920912,2.070790066825073,4.883882467196358,5.4914646399843665,6.5457365734225785,2.2929113014923304,3.734842191779738,0.0,3.3233802152952725
CLP,3.4568302239616298,3.372305736627944,2.094752744226781,5.425340128437481,2.869243495565239,10.745014123219761,2.5543016134954706,7.482986857151875,3.3233802152952743,0.0
