,G,MEP,MKP,GMP,MK,MPP,CMP,ST,LT,CLP
G,1.3164309017899701e-17,0.000980422707848321,0.0029174414815099064,0.001927953003601772,0.0012306148531078247,0.004834090738241913,0.003093333762839531,0.004265263760276895,0.004917575951084182,0.004399824101516956
MEP,0.0009804227078483193,1.1365950269737851e-17,0.0035186850195078083,0.002646468899431275,0.002608553366191388,0.005271402796336583,0.004136948543904265,0.004914331945400739,0.005563482824923055,0.005028077803595463
MKP,0.002917441481509907,0.0035186850195078074,1.2275506758639052e-17,0.0004293593071944515,0.0008397832891546697,0.0006051578752541591,0.00012100578668087136,0.0003304094528194015,0.00044941332526032493,0.0004073616444955503
GMP,0.001927953003601773,0.0026464688994312768,0.0004293593071944508,1.098938319601789e-17,0.0006779304450526017,0.0008838380864029551,0.0004753088636999858,0.0007254342449030162,0.0013753228426041132,0.0010350690356858868
MK,0.001230614853107824,0.00260855336619139,0.0008397832891546715,0.0006779304450526009,1.427899989023947e-17,0.00200749394281503,0.0007188005135715234,0.0015135276419221918,0.0017776437643490174,0.0017129584472966985
MPP,0.004834090738241915,0.005271402796336583,0.0006051578752541589,0.0008838380864029547,0.002007493942815029,1.2771987618185643e-17,0.0005988366211924028,0.0001440519830900695,0.0006079300430418084,0.0004419048006912674
CMP,0.0030933337628395313,0.004136948543904264,0.0001210057866808718,0.0004753088636999858,0.0007188005135715234,0.0005988366211924028,1.3670711847281708e-17,0.0003058528513381693,0.0004572418299241218,0.00046329580708920836
ST,0.004265263760276895,0.0049143319454007395,0.0003304094528194018,0.0007254342449030164,0.0015135276419221918,0.00014405198309006996,0.00030585285133816957,1.2727200467456884e-17,0.0003362088929084104,0.00037575251369727523
LT,0.0049175759510841814,0.005563482824923056,0.0004494133252603254,0.0013753228426041124,0.0017776437643490179,0.000607930043041808,0.00045724182992412166,0.0003362088929084104,1.456166488500935e-17,0.00037905199636156393
CLP,0.004399824101516956,0.005028077803595463,0.00040736164449555053,0.0010350690356858865,0.0017129584472966993,0.0004419048006912683,0.0004632958070892079,0.0003757525136972752,0.0003790519963615637,1.3389915948378164e-17
