,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,71.9836304706212,99.82512881301707,77.33661027352437,96.91413769705838,84.25571132006311,73.66905786166198,91.61364413411607
cell256_HeLa_,71.9836304706212,0.0,73.75375913885797,80.46053069761724,97.13237387402285,93.77976293021192,62.2878389773104,86.17777054455027
cell363_HeLa_,99.82512881301707,73.75375913885797,0.0,48.32781757415608,98.7907809184473,90.77689942170663,87.304600618947,49.83128293478077
cell227_HAP1_,77.33661027352437,80.46053069761724,48.32781757415608,0.0,56.47528032500408,42.79207906736026,59.2171604746941,46.22223366616554
cell605_GM12878_,96.91413769705838,97.13237387402285,98.7907809184473,56.47528032500408,0.0,79.66032031300554,66.63935792563299,89.94811667332027
cell514_K562_,84.25571132006311,93.77976293021192,90.77689942170663,42.79207906736026,79.66032031300554,0.0,56.393194532869636,66.3040499379546
cell502_GM12878_,73.66905786166198,62.2878389773104,87.304600618947,59.2171604746941,66.63935792563299,56.393194532869636,0.0,66.95135438613352
cell373_HAP1_,91.61364413411607,86.17777054455027,49.83128293478077,46.22223366616554,89.94811667332027,66.3040499379546,66.95135438613352,0.0
