,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,6753.5167678468515,6017.136726726352,5358.7103270302505,5280.679545293979,5807.099352146206,6728.113379965276,5002.148461666251
cell256_HeLa_,6753.5167678468515,0.0,7643.501358711911,7117.74119852322,6794.714616109456,6532.48789589152,7597.467056525436,6919.970015263218
cell363_HeLa_,6017.136726726352,7643.501358711911,0.0,4630.7890803323835,5650.610030652705,5688.048919404842,7498.084242779118,5320.576511105155
cell227_HAP1_,5358.7103270302505,7117.74119852322,4630.7890803323835,0.0,4977.210193949835,5648.154534715313,7105.989210615349,4533.500081567121
cell605_GM12878_,5280.679545293979,6794.714616109456,5650.610030652705,4977.210193949835,0.0,5504.0309618923275,6889.179181602833,4870.030492387868
cell514_K562_,5807.099352146206,6532.48789589152,5688.048919404842,5648.154534715313,5504.0309618923275,0.0,7344.005030247596,6203.210190728216
cell502_GM12878_,6728.113379965276,7597.467056525436,7498.084242779118,7105.989210615349,6889.179181602833,7344.005030247596,0.0,6673.782990057798
cell373_HAP1_,5002.148461666251,6919.970015263218,5320.576511105155,4533.500081567121,4870.030492387868,6203.210190728216,6673.782990057798,0.0
