,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,7100.32747919153,5906.638737711276,5378.618635761405,5189.323721811002,5995.852671089179,7482.039427318397,4895.618535369305
cell256_HeLa_,7100.32747919153,0.0,8015.376083745685,7898.948766828251,7300.416055280917,6985.640732445772,8411.29138023155,7391.574638386621
cell363_HeLa_,5906.638737711276,8015.376083745685,0.0,4591.140361437543,5648.429703921354,5794.060507511702,8376.189539043502,5207.786443260632
cell227_HAP1_,5378.618635761405,7898.948766828251,4591.140361437543,0.0,4913.066873309781,6061.379395121918,8207.46878893665,4440.572448349305
cell605_GM12878_,5189.323721811002,7300.416055280917,5648.429703921354,4913.066873309781,0.0,5732.128806216872,7405.662259282119,4870.682116706661
cell514_K562_,5995.852671089179,6985.640732445772,5794.060507511702,6061.379395121918,5732.128806216872,0.0,8103.161287324325,6410.549311313995
cell502_GM12878_,7482.039427318397,8411.29138023155,8376.189539043502,8207.46878893665,7405.662259282119,8103.161287324325,0.0,7697.539662759689
cell373_HAP1_,4895.618535369305,7391.574638386621,5207.786443260632,4440.572448349305,4870.682116706661,6410.549311313995,7697.539662759689,0.0
