,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,4886.98129147497,4909.035793859298,4365.176480122243,4493.869211343556,4518.692567354961,4541.58578827063,4434.223630317646
cell256_HeLa_,4886.98129147497,0.0,5107.131367188843,4611.309302671193,4518.465611908141,4007.923037075834,4257.974939955765,4920.458490685653
cell363_HeLa_,4909.035793859298,5107.131367188843,0.0,3953.5520399947436,4380.300736617819,4149.301188558247,4536.506318910269,4181.022501765032
cell227_HAP1_,4365.176480122243,4611.309302671193,3953.5520399947436,0.0,4176.947764074459,3865.104432610591,4060.890309223921,3826.3429364617555
cell605_GM12878_,4493.869211343556,4518.465611908141,4380.300736617819,4176.947764074459,0.0,4042.0995251041695,4422.829642932367,4112.426500743255
cell514_K562_,4518.692567354961,4007.923037075834,4149.301188558247,3865.104432610591,4042.0995251041695,0.0,4030.604319499862,4156.124118650788
cell502_GM12878_,4541.58578827063,4257.974939955765,4536.506318910269,4060.890309223921,4422.829642932367,4030.604319499862,0.0,3935.8202049435413
cell373_HAP1_,4434.223630317646,4920.458490685653,4181.022501765032,3826.3429364617555,4112.426500743255,4156.124118650788,3935.8202049435413,0.0
