,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,228.74878155165544,195.46511249950316,197.09070831979665,141.80911892518054,180.90233057049198,255.04780521215608,164.43733748646798
cell256_HeLa_,228.74878155165544,0.0,305.8860850417681,352.98128866756565,278.7829371319359,258.04810047923536,284.48971813799176,294.93555234767337
cell363_HeLa_,195.46511249950316,305.8860850417681,0.0,173.307730513409,215.29241155688396,189.90027746522344,332.4082103288304,196.047544215529
cell227_HAP1_,197.09070831979665,352.98128866756565,173.307730513409,0.0,188.39338338773968,228.86972823097392,356.67212328457765,163.29754005939745
cell605_GM12878_,141.80911892518054,278.7829371319359,215.29241155688396,188.39338338773968,0.0,190.8185655507824,256.749479473633,170.2018306189036
cell514_K562_,180.90233057049198,258.04810047923536,189.90027746522344,228.86972823097392,190.8185655507824,0.0,304.46640439614794,236.382231923059
cell502_GM12878_,255.04780521215608,284.48971813799176,332.4082103288304,356.67212328457765,256.749479473633,304.46640439614794,0.0,323.01985293455635
cell373_HAP1_,164.43733748646798,294.93555234767337,196.047544215529,163.29754005939745,170.2018306189036,236.382231923059,323.01985293455635,0.0
