,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,141.82620033647547,180.1631161071716,162.73664615864695,131.68274607068884,165.9092717697654,124.37927664034103,134.45289898357044
cell256_HeLa_,141.82620033647547,0.0,167.1971442018062,178.801227473342,153.70140459318168,112.21981844870167,116.9210337282477,164.053607735091
cell363_HeLa_,180.1631161071716,167.1971442018062,0.0,121.412045503034,163.0502311027115,125.19666307718192,184.98650726788136,142.03346958939022
cell227_HAP1_,162.73664615864695,178.801227473342,121.412045503034,0.0,178.2771092236859,120.55508458301045,159.68738508877217,115.69997268764352
cell605_GM12878_,131.68274607068884,153.70140459318168,163.0502311027115,178.2771092236859,0.0,142.14190939778305,151.00996956169942,154.0003348210311
cell514_K562_,165.9092717697654,112.21981844870167,125.19666307718192,120.55508458301045,142.14190939778305,0.0,118.11916987388457,118.32657698184174
cell502_GM12878_,124.37927664034103,116.9210337282477,184.98650726788136,159.68738508877217,151.00996956169942,118.11916987388457,0.0,128.31802276580288
cell373_HAP1_,134.45289898357044,164.053607735091,142.03346958939022,115.69997268764352,154.0003348210311,118.32657698184174,128.31802276580288,0.0
