,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,1501.7080493785534,1323.1397045864785,1660.294590519773,1381.5922124506656,1166.1894991171926,1336.9916051873506,1374.732913057709
cell256_HeLa_,1501.7080493785534,0.0,1041.7113338042238,1264.659560989176,1164.4598219312545,1064.6982622961011,926.1289945665324,1278.0164620413966
cell363_HeLa_,1323.1397045864785,1041.7113338042238,0.0,1221.496945471652,933.014110060893,769.7478399977203,944.48937555779,1247.5498295654627
cell227_HAP1_,1660.294590519773,1264.659560989176,1221.496945471652,0.0,1145.5270222474342,1081.482618130705,1270.8046801201567,1464.6128230353706
cell605_GM12878_,1381.5922124506656,1164.4598219312545,933.014110060893,1145.5270222474342,0.0,862.9077461205376,787.2231686327834,1282.121119378652
cell514_K562_,1166.1894991171926,1064.6982622961011,769.7478399977203,1081.482618130705,862.9077461205376,0.0,758.4658398463022,1100.6183336145518
cell502_GM12878_,1336.9916051873506,926.1289945665324,944.48937555779,1270.8046801201567,787.2231686327834,758.4658398463022,0.0,1259.5050576181761
cell373_HAP1_,1374.732913057709,1278.0164620413966,1247.5498295654627,1464.6128230353706,1282.121119378652,1100.6183336145518,1259.5050576181761,0.0
