,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,210.52997815490622,227.6019055974203,229.34825729579725,224.76032886858064,181.9186574418346,184.8507500023075,221.16236632817856
cell256_HeLa_,210.52997815490622,0.0,124.8554158981589,207.34209249781097,181.88506605406576,158.35252567425817,144.27079283690153,189.55222559154373
cell363_HeLa_,227.6019055974203,124.8554158981589,0.0,150.2801979254433,121.76787043042516,125.08992854903448,133.99608985083776,165.49635385906964
cell227_HAP1_,229.34825729579725,207.34209249781097,150.2801979254433,0.0,153.69263315320546,135.13352381924335,155.91952105427177,146.78621555316823
cell605_GM12878_,224.76032886858064,181.88506605406576,121.76787043042516,153.69263315320546,0.0,112.99105897629002,116.68744494367468,172.95856966938743
cell514_K562_,181.9186574418346,158.35252567425817,125.08992854903448,135.13352381924335,112.99105897629002,0.0,108.58732097930961,131.2161596699848
cell502_GM12878_,184.8507500023075,144.27079283690153,133.99608985083776,155.91952105427177,116.68744494367468,108.58732097930961,0.0,192.76227063724295
cell373_HAP1_,221.16236632817856,189.55222559154373,165.49635385906964,146.78621555316823,172.95856966938743,131.2161596699848,192.76227063724295,0.0
