,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,35.02368077859366,84.9739843249005,48.57619913335757,54.452434042230806,34.2670562646737,37.995676840238374,60.531850455204285
cell256_HeLa_,35.02368077859366,0.0,64.52155407142561,53.78322332250897,48.60491471380513,42.371765937042696,51.06130141314771,58.212740996085856
cell363_HeLa_,84.9739843249005,64.52155407142561,0.0,38.3398007454498,65.31660182624454,52.8661985180366,66.95039937769346,47.735605252203115
cell227_HAP1_,48.57619913335757,53.78322332250897,38.3398007454498,0.0,44.27506953433546,22.513426684165097,35.9241470534643,33.97392471218074
cell605_GM12878_,54.452434042230806,48.60491471380513,65.31660182624454,44.27506953433546,0.0,40.71857917108407,40.04890801537658,68.80537635752731
cell514_K562_,34.2670562646737,42.371765937042696,52.8661985180366,22.513426684165097,40.71857917108407,0.0,16.185031716470238,33.549258047103166
cell502_GM12878_,37.995676840238374,51.06130141314771,66.95039937769346,35.9241470534643,40.04890801537658,16.185031716470238,0.0,35.36815004685327
cell373_HAP1_,60.531850455204285,58.212740996085856,47.735605252203115,33.97392471218074,68.80537635752731,33.549258047103166,35.36815004685327,0.0
