,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,1113.0054588048067,1081.3210697404822,979.9478899167586,883.2743416752714,966.5120815061903,1114.159026885778,911.2278557261247
cell256_HeLa_,1113.0054588048067,0.0,1397.481627095808,1345.6217619976994,1206.8162785938157,1113.9272932192296,1221.86236685209,1253.727878348044
cell363_HeLa_,1081.3210697404822,1397.481627095808,0.0,866.6579233394372,1075.8072588969396,1024.076437505694,1373.76575416467,987.1603657263355
cell227_HAP1_,979.9478899167586,1345.6217619976994,866.6579233394372,0.0,977.567529112343,1072.4432000664178,1333.172504509303,840.5173937253624
cell605_GM12878_,883.2743416752714,1206.8162785938157,1075.8072588969396,977.567529112343,0.0,993.2515938745448,1206.453979862335,879.1128557147825
cell514_K562_,966.5120815061903,1113.9272932192296,1024.076437505694,1072.4432000664178,993.2515938745448,0.0,1280.3670214774434,1155.694264769477
cell502_GM12878_,1114.159026885778,1221.86236685209,1373.76575416467,1333.172504509303,1206.453979862335,1280.3670214774434,0.0,1249.116457150466
cell373_HAP1_,911.2278557261247,1253.727878348044,987.1603657263355,840.5173937253624,879.1128557147825,1155.694264769477,1249.116457150466,0.0
