,cell547_K562_,cell256_HeLa_,cell363_HeLa_,cell227_HAP1_,cell605_GM12878_,cell514_K562_,cell502_GM12878_,cell373_HAP1_
cell547_K562_,0.0,491.38492729011006,480.58203781818526,562.2444976123932,442.5055736129984,435.6540875903028,426.96979971487053,490.39847874709415
cell256_HeLa_,491.38492729011006,0.0,357.35312009417885,404.3667610515746,382.33882575375503,317.50553461153083,277.33168806691185,381.4670881741156
cell363_HeLa_,480.58203781818526,357.35312009417885,0.0,371.0644977836702,372.51644095753306,270.70579417349944,306.2585256621443,426.51847191325317
cell227_HAP1_,562.2444976123932,404.3667610515746,371.0644977836702,0.0,433.7451002649141,358.9670516629758,411.6358022514465,425.2800601598167
cell605_GM12878_,442.5055736129984,382.33882575375503,372.51644095753306,433.7451002649141,0.0,286.09222593986897,316.05690214740457,432.6033850487047
cell514_K562_,435.6540875903028,317.50553461153083,270.70579417349944,358.9670516629758,286.09222593986897,0.0,188.42408201181354,362.10106598753396
cell502_GM12878_,426.96979971487053,277.33168806691185,306.2585256621443,411.6358022514465,316.05690214740457,188.42408201181354,0.0,349.00639861033295
cell373_HAP1_,490.39847874709415,381.4670881741156,426.51847191325317,425.2800601598167,432.6033850487047,362.10106598753396,349.00639861033295,0.0
